center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
2,-15.0,,327,327,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.473738916014554,None,None,,,,,,,,,,,0,327,327,469,1037.1597015000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037.1508197920048,1037.1597015000007,1037.6457370840071,1037.6457370840071,1037.6457370840071,1037.7176323750173,1037.7176323750173,1037.7176323750173,1038.6368080000102,period,1.473738916014554,None,1038.6369030839996,1038.636941292003,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,-15.0,,328,328,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.6159959170036018,None,None,,,,,,,,,,,0,328,328,479,1038.6479222500056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1038.6388815840182,1038.6479222500056,1039.3891665840056,1039.3891665840056,1039.3891665840056,1039.4629430420173,1039.4629430420173,1039.4629430420173,1040.2711302090029,period,1.6159959170036018,None,1040.2712527500116,1040.271303000016,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,0.0,,329,329,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.3088012500084005,None,None,,,,,,,,,,,0,329,329,637,1040.282185750024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1040.273730084009,1040.282185750024,1040.7716305420035,1040.7716305420035,1040.7716305420035,1040.8465622920194,1040.8465622920194,1040.8465622920194,1041.5987241670082,period,1.3088012500084005,None,1041.598889417015,1041.598939834017,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,-15.0,,330,330,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.1415834999934305,None,None,,,,,,,,,,,0,330,330,386,1041.6106582500215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041.6021462090139,1041.6106582500215,1042.0959749169997,1042.0959749169997,1042.0959749169997,1042.1680867920222,1042.1680867920222,1042.1680867920222,1042.7550614170032,period,1.1415834999934305,None,1042.755226542009,1042.7553872920107,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,331,331,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.147099416994024,None,None,,,,,,,,,,,0,331,331,427,1042.766354167019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042.7578999590187,1042.766354167019,1043.2551521249989,1043.2551521249989,1043.2551521249989,1043.329835667013,1043.329835667013,1043.329835667013,1043.9164020419994,period,1.147099416994024,None,1043.9165392920258,1043.916589875007,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,0.0,,332,332,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.7750699159805663,None,None,,,,,,,,,,,0,332,332,702,1043.9275554589985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043.9187913750065,1043.9275554589985,1044.911682209,1044.911682209,1044.911682209,1044.9859554170107,1044.9859554170107,1044.9859554170107,1045.7051632090006,period,1.7750699159805663,None,1045.7052877500246,1045.7053386670013,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,-15.0,,333,333,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.7726632080157287,None,None,,,,,,,,,,,0,333,333,502,1045.71591704202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045.7074518750014,1045.71591704202,1046.955084709014,1046.955084709014,1046.955084709014,1047.0298802920152,1047.0298802920152,1047.0298802920152,1047.4986663750024,period,1.7726632080157287,None,1047.4987915840175,1047.4988452500256,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,334,334,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.5952137500280514,None,None,,,,,,,,,,,0,334,334,69,1047.5096615840157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047.5010057920008,1047.5096615840157,1048.4960336670047,1048.4960336670047,1048.4960336670047,1048.5680739590025,1048.5680739590025,1048.5680739590025,1049.1155450840015,z,1.5952137500280514,None,1049.1156667920004,1049.1157154170214,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,335,335,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2383607090159785,None,None,,,,,,,,,,,0,335,335,438,1049.1264465840068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049.1179158340092,1049.1264465840068,1049.8628436250146,1049.8628436250146,1049.8628436250146,1049.9347312920145,1049.9347312920145,1049.9347312920145,1050.3699050840223,period,1.2383607090159785,None,1050.3700023340061,1050.370042125025,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,15.0,,336,336,0,,,,,100,0,,,,,c-2,poss,0.5,z,1.5307384580082726,None,None,,,,,,,,,,,0,336,336,7,1050.3963488340087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050.3720021250192,1050.3963488340087,1050.8729713339999,1050.8729713339999,1050.8729713339999,1050.946768667025,1050.946768667025,1050.946768667025,1051.9324262500159,z,1.5307384580082726,None,1051.9325305000239,1051.9325694170257,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,337,337,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.3454307499923743,None,None,,,,,,,,,,,0,337,337,448,1051.9431538750068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051.93450725,1051.9431538750068,1052.928621250001,1052.928621250001,1052.928621250001,1053.0018719590153,1053.0018719590153,1053.0018719590153,1053.2991580840026,period,1.3454307499923743,None,1053.2993148750102,1053.2993677500053,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,-15.0,,338,338,0,,,,,100,0,,,,,c-4,negs,0.75,period,1.3517834579979535,None,None,,,,,,,,,,,0,338,338,350,1053.3113644170226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1053.3021317500097,1053.3113644170226,1054.0462458340044,1054.0462458340044,1054.0462458340044,1054.1184805420053,1054.1184805420053,1054.1184805420053,1054.6658807500207,period,1.3517834579979535,None,1054.6660459170234,1054.6660984590126,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
6,15.0,,339,339,0,,,,,100,0,,,,,c+6,poss,0.5,period,1.092863625002792,None,None,,,,,,,,,,,0,339,339,174,1054.6771763750003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1054.6683571250178,1054.6771763750003,1055.1621932920243,1055.1621932920243,1055.1621932920243,1055.2351567500154,1055.2351567500154,1055.2351567500154,1055.7978937500156,period,1.092863625002792,None,1055.7980227500084,1055.7980724590016,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,340,340,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.2329958750051446,None,None,,,,,,,,,,,0,340,340,43,1055.8136360839999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1055.8001196250261,1055.8136360839999,1056.2957614590123,1056.2957614590123,1056.2957614590123,1056.3686058340245,1056.3686058340245,1056.3686058340245,1057.0491244590085,z,1.2329958750051446,None,1057.0492267920054,1057.0492665000202,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,0.0,,341,341,0,,,,,0,100,,,,,c-4,noss,1.0,z,2.325761207990581,None,None,,,,,,,,,,,0,341,341,530,1057.0598220840038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057.0512133340235,1057.0598220840038,1058.0463767500187,1058.0463767500187,1058.0463767500187,1058.1184053340112,1058.1184053340112,1058.1184053340112,1059.3880421670037,z,2.325761207990581,None,1059.3881404999993,1059.3881791250024,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,342,342,0,,,,,100,0,,,,,c+2,poss,1.25,z,1.8326252920087427,None,None,,,,,,,,,,,0,342,342,116,1059.3992517090228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059.3902409170114,1059.3992517090228,1060.6394635420002,1060.6394635420002,1060.6394635420002,1060.7137885420234,1060.7137885420234,1060.7137885420234,1061.2392069589987,z,1.8326252920087427,None,1061.2393440000014,1061.2394203340227,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,343,343,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.1668407089891843,None,None,,,,,,,,,,,0,343,343,592,1061.2499323340016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.241748667002,1061.2499323340016,1061.7398618340085,1061.7398618340085,1061.7398618340085,1061.8138345420011,1061.8138345420011,1061.8138345420011,1062.4221222920169,period,1.1668407089891843,None,1062.422240417014,1062.4222890840028,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,344,344,0,,,,,100,0,,,,,c+2,poss,0.5,period,1.3717690829944331,None,None,,,,,,,,,,,0,344,344,87,1062.4331355840259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1062.4247199170059,1062.4331355840259,1062.9233321670035,1062.9233321670035,1062.9233321670035,1062.9971465840063,1062.9971465840063,1062.9971465840063,1063.8139082920097,period,1.3717690829944331,None,1063.8139667500218,1063.813988000009,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,0.0,,345,345,0,,,,,0,100,,,,,c-4,noss,0.5,period,1.7108369170164224,None,None,,,,,,,,,,,0,345,345,512,1063.8220455840055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.8150778750132,1063.8220455840055,1064.305799624999,1064.305799624999,1064.305799624999,1064.3805597090104,1064.3805597090104,1064.3805597090104,1065.5388683750061,period,1.7108369170164224,None,1065.538989084016,1065.5390390000248,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,346,346,0,,,,,100,0,,,,,c+4,poss,1.25,period,1.8139670419914182,None,None,,,,,,,,,,,0,346,346,163,1065.5500118750206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.5414574590104,1065.5500118750206,1066.7897740000044,1066.7897740000044,1066.7897740000044,1066.8639390419994,1066.8639390419994,1066.8639390419994,1067.3664570840192,period,1.8139670419914182,None,1067.3665805420023,1067.3666292090202,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,347,347,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.162267542007612,None,None,,,,,,,,,,,0,347,347,439,1067.377645917004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.3689164590032,1067.377645917004,1068.1134998339985,1068.1134998339985,1068.1134998339985,1068.1856153340195,1068.1856153340195,1068.1856153340195,1068.5495949590113,period,1.162267542007612,None,1068.5497556250193,1068.5498037090001,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,15.0,,348,348,0,,,,,100,0,,,,,c+2,poss,1.0,period,1.8310191249765921,None,None,,,,,,,,,,,0,348,348,106,1068.5616647920106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1068.552548125008,1068.5616647920106,1069.5467778750171,1069.5467778750171,1069.5467778750171,1069.617878250021,1069.617878250021,1069.617878250021,1070.3997637920256,period,1.8310191249765921,None,1070.3998875420075,1070.3999363750045,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,0.0,,349,349,0,,,,,0,100,,,,,c+2,noss,0.75,period,1.3256702079961542,None,None,,,,,,,,,,,0,349,349,649,1070.4113389590057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.402583750023,1070.4113389590057,1071.1468844590127,1071.1468844590127,1071.1468844590127,1071.219023750018,1071.219023750018,1071.219023750018,1071.7394992500194,period,1.3256702079961542,None,1071.7396228750004,1071.7396732920024,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-2,0.0,,350,350,0,,,,,0,100,,,,,c-2,noss,1.0,period,1.734794417017838,None,None,,,,,,,,,,,0,350,350,569,1071.750247375021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1071.7420258340135,1071.750247375021,1072.7393924590142,1072.7393924590142,1072.7393924590142,1072.812941375014,1072.812941375014,1072.812941375014,1073.4893097500026,period,1.734794417017838,None,1073.4894159590185,1073.4894547090225,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-8,-15.0,,351,351,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.1552780829952098,None,None,,,,,,,,,,,0,351,351,264,1073.500086792017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1073.4914071250241,1073.500086792017,1074.2395152500249,1074.2395152500249,1074.2395152500249,1074.3142581670254,1074.3142581670254,1074.3142581670254,1074.6664813340176,z,1.1552780829952098,None,1074.6666058340052,1074.6666558750148,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,0.0,,352,352,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.3262442499981262,None,None,,,,,,,,,,,0,352,352,602,1074.6775340000167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.6688932920224,1074.6775340000167,1075.4137595000211,1075.4137595000211,1075.4137595000211,1075.4858565000177,1075.4858565000177,1075.4858565000177,1076.015256209008,period,1.3262442499981262,None,1076.0153747500153,1076.0154135420162,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
6,15.0,,353,353,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.4748653330025263,None,None,,,,,,,,,,,0,353,353,197,1076.022810000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.0173999170074,1076.022810000024,1077.0137410840252,1077.0137410840252,1077.0137410840252,1077.0869638750155,1077.0869638750155,1077.0869638750155,1077.5005765840178,period,1.4748653330025263,None,1077.5007180420216,1077.5007704590098,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
2,-15.0,,354,354,0,,,,,100,0,,,,,c+2,negs,0.5,period,1.0696608329890296,None,None,,,,,,,,,,,0,354,354,464,1077.5118598750269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.5030858750106,1077.5118598750269,1077.997057708999,1077.997057708999,1077.997057708999,1078.0693663750135,1078.0693663750135,1078.0693663750135,1078.5847287090146,period,1.0696608329890296,None,1078.584868542006,1078.5849180840014,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,15.0,,355,355,0,,,,,100,0,,,,,c+0,poss,1.0,z,1.7588335420005023,None,None,,,,,,,,,,,0,355,355,65,1078.5963255000242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078.587492584018,1078.5963255000242,1079.5805310000142,1079.5805310000142,1079.5805310000142,1079.6528173340193,1079.6528173340193,1079.6528173340193,1080.3666743340145,z,1.7588335420005023,None,1080.3668002090126,1080.3668499170162,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-4,-15.0,,356,356,0,,,,,100,0,,,,,c-4,negs,0.75,z,1.7231099999917205,None,None,,,,,,,,,,,0,356,356,354,1080.3781275420042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1080.3692542500212,1080.3781275420042,1081.1138652090158,1081.1138652090158,1081.1138652090158,1081.1870628750185,1081.1870628750185,1081.1870628750185,1082.1062117920083,z,1.7231099999917205,None,1082.1063350840122,1082.1063953750127,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,357,357,0,,,,,100,0,,,,,c+0,negs,1.25,period,2.5911395419971086,None,None,,,,,,,,,,,0,357,357,456,1082.1168342090095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082.1085435840068,1082.1168342090095,1083.3571347920224,1083.3571347920224,1083.3571347920224,1083.4313200000033,1083.4313200000033,1083.4313200000033,1084.7167350000236,period,2.5911395419971086,None,1084.7169065840135,1084.7169580420014,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,358,358,0,,,,,100,0,,,,,c+0,negs,1.25,period,2.0650564589886926,None,None,,,,,,,,,,,0,358,358,461,1084.7286669590103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.719942292024,1084.7286669590103,1085.964137709001,1085.964137709001,1085.964137709001,1086.0363562090206,1086.0363562090206,1086.0363562090206,1086.7998093340138,period,2.0650564589886926,None,1086.799908875022,1086.7999597090238,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-6,-15.0,,359,359,0,,,,,100,0,,,,,c-6,negs,0.5,period,1.2883251250023022,None,None,,,,,,,,,,,0,359,359,301,1086.8104754170054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1086.8019198750262,1086.8104754170054,1087.297417209018,1087.297417209018,1087.297417209018,1087.3698565420054,1087.3698565420054,1087.3698565420054,1088.111010875,period,1.2883251250023022,None,1088.1111089590122,1088.1111605000042,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,360,360,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.6208203330170363,None,None,,,,,,,,,,,0,360,360,431,1088.1175281250034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.1131252920022,1088.1175281250034,1088.8569922500174,1088.8569922500174,1088.8569922500174,1088.9312585840235,1088.9312585840235,1088.9312585840235,1089.7656429170165,period,1.6208203330170363,None,1089.7657661250269,1089.7658146670146,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
0,-15.0,,361,361,0,,,,,100,0,,,,,c+0,negs,1.0,period,2.6109632499865256,None,None,,,,,,,,,,,0,361,361,447,1089.7813382500026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089.7677870000189,1089.7813382500026,1090.7633638340048,1090.7633638340048,1090.7633638340048,1090.8364885839983,1090.8364885839983,1090.8364885839983,1092.4009109170001,period,2.6109632499865256,None,1092.401037500007,1092.4010872920044,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
4,15.0,,362,362,0,,,,,100,0,,,,,c+4,poss,0.75,period,1.4368162080063485,None,None,,,,,,,,,,,0,362,362,145,1092.4121224590053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.4033410840202,1092.4121224590053,1093.147652042011,1093.147652042011,1093.147652042011,1093.2196760420047,1093.2196760420047,1093.2196760420047,1093.8518262500002,period,1.4368162080063485,None,1093.8520333750057,1093.8520898749994,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
-6,-15.0,,363,363,0,,,,,100,0,,,,,c-6,negs,1.25,period,2.13462245799019,None,None,,,,,,,,,,,0,363,363,331,1093.8638278750004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.8550380840024,1093.8638278750004,1095.0968458749994,1095.0968458749994,1095.0968458749994,1095.1694630420243,1095.1694630420243,1095.1694630420243,1096.001359417016,period,2.13462245799019,None,1096.001492667012,1096.0015424590092,None,,,,,,,,,,,,21049981,0,2025-12-11_12h58.13.581,tilt_mocs,2024.2.4,119.0935196494974,2025-12-11 12h58.24.140896 -0500,
