center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-6,-15.0,,534,534,0,,,,,,,,,,c-6,negs,100,left,1.0303117919975193,None,None,,,,,,,,,,,0,534,534,427,1439.5554115829946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1439.5472728329987,1439.5554115829946,1440.041118000001,1440.041118000001,1440.1140815830076,1440.1140815830076,1440.5944151250078,left,1.0303117919975193,None,1440.5945652500013,1440.594628208004,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,15.0,,535,535,0,,,,,,,,,,c-2,poss,100,left,1.0637436660035746,None,None,,,,,,,,,,,0,535,535,24,1440.604977707997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1440.5968394169977,1440.604977707997,1441.0910632079976,1441.0910632079976,1441.1629732920046,1441.1629732920046,1441.6771340420019,left,1.0637436660035746,None,1441.6772624579971,1441.6773176250063,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,536,536,0,,,,,,,,,,c-1,noss,0,left,1.6438606250012526,None,None,,,,,,,,,,,0,536,536,794,1441.6874771250077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1441.6795677080008,1441.6874771250077,1442.174572958007,1442.174572958007,1442.246870750001,1442.246870750001,1443.3338034169938,left,1.6438606250012526,None,1443.333932542002,1443.3339853750003,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,537,537,0,,,,,,,,,,c+0,poss,100,left,1.467379791996791,None,None,,,,,,,,,,,0,537,537,75,1443.3444048750025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.3362169999964,1443.3444048750025,1443.8335061670005,1443.8335061670005,1443.908599082999,1443.908599082999,1444.8159539169937,left,1.467379791996791,None,1444.816055167008,1444.8160991669938,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,538,538,0,,,,,,,,,,c+0,negs,100,right,1.1493791249959031,None,None,,,,,,,,,,,0,538,538,584,1444.8265306250032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.8180584169968,1444.8265306250032,1445.3176746250028,1445.3176746250028,1445.3917818749978,1445.3917818749978,1445.98715275,right,1.1493791249959031,None,1445.987255292006,1445.987299833003,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,539,539,0,,,,,,,,,,c+8,poss,100,right,1.3204218330065487,None,None,,,,,,,,,,,0,539,539,308,1445.993949625008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1445.989239333001,1445.993949625008,1446.4845131249967,1446.4845131249967,1446.5585191250066,1446.5585191250066,1447.3171760829937,right,1.3204218330065487,None,1447.3173073750004,1447.3173617079956,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,540,540,0,,,,,,,,,,c+2,negs,100,right,1.2258794999943348,None,None,,,,,,,,,,,0,540,540,633,1447.327697000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1447.3194578330076,1447.327697000008,1447.8177375419982,1447.8177375419982,1447.891827833002,1447.891827833002,1448.5608634580058,right,1.2258794999943348,None,1448.5609943329982,1448.5610493750064,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,541,541,0,,,,,,,,,,c+1,noss,0,left,1.4348163749964442,None,None,,,,,,,,,,,0,541,541,852,1448.571278083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1448.5633063329951,1448.571278083,1449.0577608329986,1449.0577608329986,1449.1320902499938,1449.1320902499938,1450.0108445000005,left,1.4348163749964442,None,1450.0109694170023,1450.0110232920051,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,542,542,0,,,,,,,,,,c-1,noss,0,left,1.3737563749891706,None,None,,,,,,,,,,,0,542,542,811,1450.021343833003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450.0133846250028,1450.021343833003,1450.5082890419944,1450.5082890419944,1450.5804971249963,1450.5804971249963,1451.4002342079984,left,1.3737563749891706,None,1451.4003549580011,1451.4004085419947,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,543,543,0,,,,,,,,,,c+2,poss,100,left,1.3440668749972247,None,None,,,,,,,,,,,0,543,543,121,1451.4107526249936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1451.4024554580028,1451.4107526249936,1451.900785458005,1451.900785458005,1451.9753638750044,1451.9753638750044,1452.761634041999,left,1.3440668749972247,None,1452.761763082999,1452.7618202079975,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,544,544,0,,,,,,,,,,c+4,poss,100,left,1.4281910419958876,None,None,,,,,,,,,,,0,544,544,203,1452.7720474580055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1452.7640241249974,1452.7720474580055,1453.2582983749962,1453.2582983749962,1453.3301395420058,1453.3301395420058,1454.2107779580037,left,1.4281910419958876,None,1454.210899167003,1454.210953624999,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,545,545,0,,,,,,,,,,c+2,negs,100,right,1.2518451670039212,None,None,,,,,,,,,,,0,545,545,663,1454.2210450420025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1454.213074457999,1454.2210450420025,1454.7082757499957,1454.7082757499957,1454.781201333004,1454.781201333004,1455.4777786669947,right,1.2518451670039212,None,1455.4778820830034,1455.4779259169954,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-2,15.0,,546,546,0,,,,,,,,,,c-2,poss,100,left,1.181280417004018,None,None,,,,,,,,,,,0,546,546,32,1455.4879197920018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455.4798598330017,1455.4879197920018,1455.974916500003,1455.974916500003,1456.0469819579957,1456.0469819579957,1456.6784335000048,left,1.181280417004018,None,1456.6786115000068,1456.6786712079993,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
8,15.0,,547,547,0,,,,,,,,,,c+8,poss,100,right,1.2232825420069275,None,None,,,,,,,,,,,0,547,547,332,1456.6897640419993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1456.6813793330002,1456.6897640419993,1457.1751898750008,1457.1751898750008,1457.247545416998,1457.247545416998,1457.916423249997,right,1.2232825420069275,None,1457.916522499996,1457.9165642920052,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,548,548,0,,,,,,,,,,c+0,poss,100,left,1.0173073750047479,None,None,,,,,,,,,,,0,548,548,71,1457.9418205420006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1457.9184694579963,1457.9418205420006,1458.4173589170023,1458.4173589170023,1458.4924077920077,1458.4924077920077,1458.9617952920016,left,1.0173073750047479,None,1458.9620289999948,1458.9621199169997,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,549,549,0,,,,,,,,,,c-4,noss,0,left,1.1767687910032691,None,None,,,,,,,,,,,0,549,549,679,1458.9728974579994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1458.9645897920054,1458.9728974579994,1459.4584931250065,1459.4584931250065,1459.531273624998,1459.531273624998,1460.1610078750018,left,1.1767687910032691,None,1460.1611452080033,1460.1611979999943,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,550,550,0,,,,,,,,,,c-4,negs,100,left,1.3230751250084722,None,None,,,,,,,,,,,0,550,550,490,1460.1711564170037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1460.1632370829975,1460.1711564170037,1460.6585305830013,1460.6585305830013,1460.7305747919963,1460.7305747919963,1461.4994939579992,left,1.3230751250084722,None,1461.4996225419964,1461.499676917003,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,-15.0,,551,551,0,,,,,,,,,,c+2,negs,100,right,3.3960795839957427,None,None,,,,,,,,,,,0,551,551,647,1461.510436167002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1461.5019537919943,1461.510436167002,1462.0015652079965,1462.0015652079965,1462.0758058749998,1462.0758058749998,1464.9114642919958,right,3.3960795839957427,None,1464.911634666998,1464.9116895830011,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,552,552,0,,,,,,,,,,c+0,negs,100,right,1.1375642500061076,None,None,,,,,,,,,,,0,552,552,599,1464.9220459169956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1464.9142529169985,1464.9220459169956,1465.4077392079998,1465.4077392079998,1465.4820413329944,1465.4820413329944,1466.0626433329962,right,1.1375642500061076,None,1466.062805542002,1466.0628730420067,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,15.0,,553,553,0,,,,,,,,,,c+4,poss,100,right,3.808258040997316,None,None,,,,,,,,,,,0,553,553,178,1466.0740934999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.065604083,1466.0740934999994,1466.5586397499937,1466.5586397499937,1466.6312429169993,1466.6312429169993,1469.8947509579957,right,3.808258040997316,None,1469.8948787500049,1469.8949343750064,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,554,554,0,,,,,,,,,,c+0,poss,100,left,1.0419720840000082,None,None,,,,,,,,,,,0,554,554,84,1469.9053432080036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1469.8972254170003,1469.9053432080036,1470.3921978750077,1470.3921978750077,1470.4650949999996,1470.4650949999996,1470.9498832080062,left,1.0419720840000082,None,1470.9499831670037,1470.950025457998,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,-15.0,,555,555,0,,,,,,,,,,c-4,negs,100,left,2.13354562499444,None,None,,,,,,,,,,,0,555,555,451,1470.9755579169941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470.9519253749968,1470.9755579169941,1471.4509667919992,1471.4509667919992,1471.5263269170027,1471.5263269170027,1473.1115528330047,left,2.13354562499444,None,1473.1116792500034,1473.1117352920046,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,556,556,0,,,,,,,,,,c+0,negs,100,right,1.0208589579997351,None,None,,,,,,,,,,,0,556,556,568,1473.1219205419984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473.1139523329985,1473.1219205419984,1473.6088533329967,1473.6088533329967,1473.6813314170067,1473.6813314170067,1474.1454604579994,right,1.0208589579997351,None,1474.1455891669975,1474.145644917,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,557,557,0,,,,,,,,,,c-4,noss,0,left,1.0207892920006998,None,None,,,,,,,,,,,0,557,557,727,1474.1556987919976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1474.1478234580063,1474.1556987919976,1474.6422512920035,1474.6422512920035,1474.7152522080069,1474.7152522080069,1475.1796937499967,left,1.0207892920006998,None,1475.179855167,1475.179916999994,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
1,0.0,,558,558,0,,,,,,,,,,c+1,noss,0,right,1.503925540993805,None,None,,,,,,,,,,,0,558,558,854,1475.1901900000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1475.1822004579954,1475.1901900000012,1475.6756238330054,1475.6756238330054,1475.748792874998,1475.748792874998,1476.701407749999,right,1.503925540993805,None,1476.701535207998,1476.7016155829988,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
6,15.0,,559,559,0,,,,,,,,,,c+6,poss,100,right,1.0335035839962075,None,None,,,,,,,,,,,0,559,559,273,1476.7118520830045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.7035953749946,1476.7118520830045,1477.2020545420019,1477.2020545420019,1477.2763482079972,1477.2763482079972,1477.7494335419979,right,1.0335035839962075,None,1477.7495324999982,1477.749574249996,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,0.0,,560,560,0,,,,,,,,,,c+2,noss,0,right,1.4193629159999546,None,None,,,,,,,,,,,0,560,560,935,1477.759878792007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477.7514650830053,1477.759878792007,1478.2424409580053,1478.2424409580053,1478.314725917,1478.314725917,1479.183506333,right,1.4193629159999546,None,1479.1836167920046,1479.1836584170014,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,561,561,0,,,,,,,,,,c-8,negs,100,left,1.0519984160055174,None,None,,,,,,,,,,,0,561,561,344,1479.209350291996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1479.1855792920032,1479.209350291996,1479.684821750001,1479.684821750001,1479.7596872079957,1479.7596872079957,1480.2678324999943,left,1.0519984160055174,None,1480.2679695000043,1480.268024500001,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,562,562,0,,,,,,,,,,c-4,noss,0,left,1.501704541995423,None,None,,,,,,,,,,,0,562,562,717,1480.2785533329952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1480.2701437919968,1480.2785533329952,1480.768539417004,1480.768539417004,1480.8430580420027,1480.8430580420027,1481.784027624999,left,1.501704541995423,None,1481.7841247079996,1481.784165875004,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,563,563,0,,,,,,,,,,c+0,negs,100,right,1.234573374997126,None,None,,,,,,,,,,,0,563,563,566,1481.7948399170054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1481.786073749994,1481.7948399170054,1482.2846738750013,1482.2846738750013,1482.3597093329954,1482.3597093329954,1483.0341236250024,right,1.234573374997126,None,1483.0342440000022,1483.0342982500079,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,564,564,0,,,,,,,,,,c-1,noss,0,left,1.0154384579946054,None,None,,,,,,,,,,,0,564,564,820,1483.0450086669953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.0362522080031,1483.0450086669953,1483.534664083003,1483.534664083003,1483.6097847919955,1483.6097847919955,1484.0714279169988,left,1.0154384579946054,None,1484.0715310000014,1484.0715765830028,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,15.0,,565,565,0,,,,,,,,,,c+0,poss,100,left,1.0712535420025233,None,None,,,,,,,,,,,0,565,565,100,1484.0784636670069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.073536917007,1484.0784636670069,1484.5685736249943,1484.5685736249943,1484.6432416249954,1484.6432416249954,1485.1521705419946,left,1.0712535420025233,None,1485.1522974580075,1485.1523508750033,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,566,566,0,,,,,,,,,,c-4,noss,0,left,1.0086862919997657,None,None,,,,,,,,,,,0,566,566,721,1485.1626330000072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.1546595420004,1485.1626330000072,1485.6518131669945,1485.6518131669945,1485.7266282919954,1485.7266282919954,1486.1787709169948,left,1.0086862919997657,None,1486.1789035420006,1486.1789581249977,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-1,0.0,,567,567,0,,,,,,,,,,c-1,noss,0,left,1.088938084008987,None,None,,,,,,,,,,,0,567,567,817,1486.1884368749961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.1809585829978,1486.1884368749961,1486.6761691250067,1486.6761691250067,1486.7490340830045,1486.7490340830045,1487.287615041998,left,1.088938084008987,None,1487.2877134999944,1487.2877551670026,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,568,568,0,,,,,,,,,,c+2,poss,100,left,1.6984054580098018,None,None,,,,,,,,,,,0,568,568,118,1487.295338457996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1487.2900401250008,1487.295338457996,1487.7857056249995,1487.7857056249995,1487.8599037500026,1487.8599037500026,1488.9967379579975,left,1.6984054580098018,None,1488.9968922920016,1488.9969824579966,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
0,-15.0,,569,569,0,,,,,,,,,,c+0,negs,100,left,1.1335896660020808,None,None,,,,,,,,,,,0,569,569,562,1489.0071985000031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1488.9991761250058,1489.0071985000031,1489.4928482080068,1489.4928482080068,1489.5648988329995,1489.5648988329995,1490.1457876249988,left,1.1335896660020808,None,1490.1458941249948,1490.1459367080024,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
4,0.0,,570,570,0,,,,,,,,,,c+4,noss,0,right,1.0773977919889148,None,None,,,,,,,,,,,0,570,570,994,1490.1557745420068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.1478585420045,1490.1557745420068,1490.6428304579968,1490.6428304579968,1490.7166202080043,1490.7166202080043,1491.2455082500019,right,1.0773977919889148,None,1491.2456348750056,1491.2456882920014,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-4,0.0,,571,571,0,,,,,,,,,,c-4,noss,0,left,0.9709495829883963,None,None,,,,,,,,,,,0,571,571,696,1491.256174333008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491.2480212919982,1491.256174333008,1491.7429400000037,1491.7429400000037,1491.8147909170002,1491.8147909170002,1492.2296599170004,left,0.9709495829883963,None,1492.229764333002,1492.2298072500053,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,0.0,,572,572,0,,,,,,,,,,c+2,noss,0,right,0.9750005840032827,None,None,,,,,,,,,,,0,572,572,937,1492.2397038330018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492.2317746669942,1492.2397038330018,1492.7263006250068,1492.7263006250068,1492.7980431670076,1492.7980431670076,1493.2175875419998,right,0.9750005840032827,None,1493.2177160000065,1493.2177687080039,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
-8,-15.0,,573,573,0,,,,,,,,,,c-8,negs,100,left,1.0813798750023125,None,None,,,,,,,,,,,0,573,573,361,1493.2282017500038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.2199774999972,1493.2282017500038,1493.7189146249948,1493.7189146249948,1493.7934512919965,1493.7934512919965,1494.3123098750002,left,1.0813798750023125,None,1494.3124352920058,1494.3124892080014,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
2,15.0,,574,574,0,,,,,,,,,,c+2,poss,100,left,1.4633018749882467,None,None,,,,,,,,,,,0,574,574,152,1494.3224714580065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1494.314561750005,1494.3224714580065,1494.809667417001,1494.809667417001,1494.8821311249994,1494.8821311249994,1495.7933952499952,left,1.4633018749882467,None,1495.7934467920059,1495.7934617500068,None,,,,,,,,,,,,21049990,0,2025-12-01_14h25.12.143,tilt_mocs,2024.2.4,120.24957799218359,2025-12-01 14h25.24.964630 -0500,
