center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2.75,-15.0,,399,399,0,,,,,,,,,,p3,negs,100,right,1.025594083002943,None,None,,,,,,,,,,,0,399,399,539,527.4959236249997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.4875423330013,527.4959236249997,527.9815954579972,527.9815954579972,528.0537423749993,528.0537423749993,528.5240169579993,right,1.025594083002943,None,528.524116665998,528.5241602500028,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,400,400,0,,,,,,,,,,p1,negs,100,left,1.0986120000015944,None,None,,,,,,,,,,,0,400,400,457,528.5343502910036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.5260215410017,528.5343502910036,529.0243397910017,529.0243397910017,529.098660165997,529.098660165997,529.6432294999977,left,1.0986120000015944,None,529.6433273750008,529.6433708749973,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,401,401,0,,,,,,,,,,p3,poss,100,left,1.8022400000045309,None,None,,,,,,,,,,,0,401,401,271,529.6510481660007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.6452321660036,529.6510481660007,530.1406433750017,530.1406433750017,530.2155828329996,530.2155828329996,531.4578967909983,left,1.8022400000045309,None,531.4580270829974,531.4580987500012,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,402,402,0,,,,,,,,,,PSE,negs,100,right,1.4056275000039022,None,None,,,,,,,,,,,0,402,402,401,531.468177374998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.4605378330016,531.468177374998,531.957891375001,531.957891375001,532.0322015409984,532.0322015409984,532.8845187080005,right,1.4056275000039022,None,532.8846479159984,532.8847036660009,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,403,403,0,,,,,,,,,,PSE,poss,100,right,1.3055367920023855,None,None,,,,,,,,,,,0,403,403,139,532.8946875410038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.8867426659999,532.8946875410038,533.3818944160012,533.3818944160012,533.4549504579991,533.4549504579991,534.2073119580018,right,1.3055367920023855,None,534.207412415999,534.2074565410003,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,404,404,0,,,,,,,,,,p2,negs,100,right,1.0653641669996432,None,None,,,,,,,,,,,0,404,404,500,534.2176993329995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.2093584160029,534.2176993329995,534.7076706660009,534.7076706660009,534.7824900409978,534.7824900409978,535.2858449159976,right,1.0653641669996432,None,535.2860733749985,535.286186915997,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-1.0,0.0,,405,405,0,,,,,,,,,,m2,noss,0,right,6.893754542004899,None,None,,,,,,,,,,,0,405,405,598,535.2968139579971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535.2886536250007,535.2968139579971,535.7820866659968,535.7820866659968,535.8547676660019,535.8547676660019,542.2015815830018,right,6.893754542004899,None,542.201707082997,542.2017636250021,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,406,406,0,,,,,,,,,,p1,poss,100,right,1.1064314159957576,None,None,,,,,,,,,,,0,406,406,192,542.212481458002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.2041982500014,542.212481458002,542.6988375000001,542.6988375000001,542.7708417079994,542.7708417079994,543.3231825830007,right,1.1064314159957576,None,543.3232781249972,543.3233214580032,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,407,407,0,,,,,,,,,,p3,poss,100,right,1.0625897500067367,None,None,,,,,,,,,,,0,407,407,273,543.3490311659989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.3252339579994,543.3490311659989,543.824460415999,543.824460415999,543.8993056250038,543.8993056250038,544.4176915409989,right,1.0625897500067367,None,544.4177903329983,544.4178444999998,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,408,408,0,,,,,,,,,,m1,poss,100,left,1.0955948339978931,None,None,,,,,,,,,,,0,408,408,118,544.4276851250033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.4197397500029,544.4276851250033,544.915637791004,544.915637791004,544.9877029159979,544.9877029159979,545.5349852500003,left,1.0955948339978931,None,545.5351054159983,545.5351604579992,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,409,409,0,,,,,,,,,,m2,poss,100,left,1.0374174589960603,None,None,,,,,,,,,,,0,409,409,42,545.5449937500016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.5370849160026,545.5449937500016,546.0322957079989,546.0322957079989,546.1043062079989,546.1043062079989,546.5850659159987,left,1.0374174589960603,None,546.5851904160008,546.5852466249999,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,410,410,0,,,,,,,,,,m3,poss,100,left,0.9436440420031431,None,None,,,,,,,,,,,0,410,410,29,546.5952438329987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.5872676660001,546.5952438329987,547.0825324999969,547.0825324999969,547.1544915830018,547.1544915830018,547.5418157500026,left,0.9436440420031431,None,547.5419433330026,547.5419933750018,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,411,411,0,,,,,,,,,,m1,negs,100,left,0.937504916000762,None,None,,,,,,,,,,,0,411,411,368,547.5518744159999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.5440593750027,547.5518744159999,548.0412714159975,548.0412714159975,548.116214499998,548.116214499998,548.4921860000031,left,0.937504916000762,None,548.4923396660015,548.4923951250021,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
0.5,0.0,,412,412,0,,,,,,,,,,p1,noss,0,right,1.4653793339966796,None,None,,,,,,,,,,,0,412,412,658,548.5024897080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.4949265410032,548.5024897080002,548.9912661249982,548.9912661249982,549.066256332997,549.066256332997,549.9745374999984,right,1.4653793339966796,None,549.9746553329969,549.974710208,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,413,413,0,,,,,,,,,,m2,poss,100,left,1.0849810409999918,None,None,,,,,,,,,,,0,413,413,53,549.9853574160006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.9768659580004,549.9853574160006,550.4743389580035,550.4743389580035,550.5497191250033,550.5497191250033,551.0748000000021,left,1.0849810409999918,None,551.0748949580011,551.0749375000014,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.0,0.0,,414,414,0,,,,,,,,,,p3,noss,0,left,1.5640127919978113,None,None,,,,,,,,,,,0,414,414,683,551.0851016250017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.0768401250025,551.0851016250017,551.5754486660007,551.5754486660007,551.6496929999994,551.6496929999994,552.6519500409995,left,1.5640127919978113,None,552.6520853330003,552.6521412500006,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
5.166666666666667,15.0,,415,415,0,,,,,,,,,,p3,poss,100,right,1.010464208004123,None,None,,,,,,,,,,,0,415,415,248,552.6624542080026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.6542377079968,552.6624542080026,553.149245499997,553.149245499997,553.221710040998,553.221710040998,553.6753057910028,right,1.010464208004123,None,553.6754217080015,553.6754661660016,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,416,416,0,,,,,,,,,,m2,negs,100,left,0.9817007499950705,None,None,,,,,,,,,,,0,416,416,323,553.6855314159984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.6774023749967,553.6855314159984,554.1755495410034,554.1755495410034,554.249764250002,554.249764250002,554.6730529999986,left,0.9817007499950705,None,554.6731508750017,554.6731942909973,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,417,417,0,,,,,,,,,,m1,negs,100,left,1.0643192079951405,None,None,,,,,,,,,,,0,417,417,361,554.6832845410026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.675073958002,554.6832845410026,555.1748069160021,555.1748069160021,555.2498329160007,555.2498329160007,555.752185915997,left,1.0643192079951405,None,555.752307499999,555.7523620830034,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,418,418,0,,,,,,,,,,m1,poss,100,left,0.9411565000045812,None,None,,,,,,,,,,,0,418,418,98,555.762245416001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.7542812079992,555.762245416001,556.2493566659978,556.2493566659978,556.3222928750038,556.3222928750038,556.7080712500028,left,0.9411565000045812,None,556.7081964160025,556.7082610830039,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,419,419,0,,,,,,,,,,m3,negs,100,left,0.9269708339998033,None,None,,,,,,,,,,,0,419,419,285,556.7186860410002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.710311791001,556.7186860410002,557.2086327500001,557.2086327500001,557.2832272500018,557.2832272500018,557.6516989579977,left,0.9269708339998033,None,557.6518282500037,557.6518733330013,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,420,420,0,,,,,,,,,,m1,negs,100,left,1.0086230830056593,None,None,,,,,,,,,,,0,420,420,380,557.6616890829973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,557.653739207999,557.6616890829973,558.1484286659979,558.1484286659979,558.221424041003,558.221424041003,558.6750802500028,left,1.0086230830056593,None,558.6752053750024,558.6752588750023,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-2.75,-15.0,,421,421,0,,,,,,,,,,p3,negs,100,left,2.524484958004905,None,None,,,,,,,,,,,0,421,421,558,558.685429582998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.6773014580031,558.685429582998,559.1756805830009,559.1756805830009,559.249986791001,559.249986791001,561.2187596660006,left,2.524484958004905,None,561.2189019580037,561.2189571249983,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,422,422,0,,,,,,,,,,m3,negs,100,left,1.0583019580008113,None,None,,,,,,,,,,,0,422,422,306,561.2294174999988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.2212762909985,561.2294174999988,561.7162674580031,561.7162674580031,561.7881602909983,561.7881602909983,562.2916343750039,left,1.0583019580008113,None,562.2917584160023,562.2918124159987,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,423,423,0,,,,,,,,,,m1,poss,100,left,0.9559757080060081,None,None,,,,,,,,,,,0,423,423,90,562.3019703329992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562.2937260410035,562.3019703329992,562.7918099160015,562.7918099160015,562.8668088330014,562.8668088330014,563.269296915998,left,0.9559757080060081,None,563.2694531250017,563.2695083330036,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.166666666666667,15.0,,424,424,0,,,,,,,,,,m2,poss,100,left,0.9888132499982021,None,None,,,,,,,,,,,0,424,424,51,563.280565041001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,563.2723823749984,563.280565041001,563.7663255829975,563.7663255829975,563.8403369579974,563.8403369579974,564.27586075,left,0.9888132499982021,None,564.2759932080007,564.2760518750001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
1.166666666666667,15.0,,425,425,0,,,,,,,,,,m3,poss,100,left,0.9500853749996168,None,None,,,,,,,,,,,0,425,425,1,564.2862114579984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.2781779159995,564.2862114579984,564.7754828329998,564.7754828329998,564.8501567909989,564.8501567909989,565.2412523329986,left,0.9500853749996168,None,565.2413776250032,565.241432666,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,426,426,0,,,,,,,,,,PSE,poss,100,left,0.9564473749996978,None,None,,,,,,,,,,,0,426,426,158,565.2515379160031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,565.2433958749971,565.2515379160031,565.7420903329985,565.7420903329985,565.8165973330033,565.8165973330033,566.2192196660035,left,0.9564473749996978,None,566.2193440830015,566.2193998750008,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.25,-15.0,,427,427,0,,,,,,,,,,m1,negs,100,left,0.9872605420023319,None,None,,,,,,,,,,,0,427,427,394,566.2293487080024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,566.2214197909998,566.2293487080024,566.716531791004,566.716531791004,566.7885842079995,566.7885842079995,567.2191547080001,left,0.9872605420023319,None,567.219279625002,567.2193345830019,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,428,428,0,,,,,,,,,,p2,negs,100,left,2.6802864169949316,None,None,,,,,,,,,,,0,428,428,512,567.2294759580036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.221563375002,567.2294759580036,567.7164144159979,567.7164144159979,567.7884409160033,567.7884409160033,569.9194361249974,left,2.6802864169949316,None,569.9195984160033,569.9196557910036,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,429,429,0,,,,,,,,,,p2,negs,100,right,1.1208501250002882,None,None,,,,,,,,,,,0,429,429,491,569.9301404159996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.9219956250017,569.9301404159996,570.4165985,570.4165985,570.4900471250003,570.4900471250003,571.0539413750012,right,1.1208501250002882,None,571.0540904160007,571.0541515000004,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-3.75,-15.0,,430,430,0,,,,,,,,,,p2,negs,100,right,1.0073757080026553,None,None,,,,,,,,,,,0,430,430,510,571.0643970829988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,571.056306749997,571.0643970829988,571.5498860829975,571.5498860829975,571.6230938750014,571.6230938750014,572.0756221249976,right,1.0073757080026553,None,572.0757636249982,572.0758434579984,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.666666666666667,15.0,,431,431,0,,,,,,,,,,p1,poss,100,right,1.459012832994631,None,None,,,,,,,,,,,0,431,431,180,572.086225416002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.0779756249976,572.086225416002,572.5766236249983,572.5766236249983,572.6504943749969,572.6504943749969,573.5526979159986,right,1.459012832994631,None,573.5528213330035,573.5528762500035,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-5.75,-15.0,,432,432,0,,,,,,,,,,m2,negs,100,right,1.0801063339968096,None,None,,,,,,,,,,,0,432,432,320,573.5634798329993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.5552387499993,573.5634798329993,574.0500069159971,574.0500069159971,574.1222832499989,574.1222832499989,574.6530841659987,right,1.0801063339968096,None,574.6532412079978,574.6533151659969,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.0,0.0,,433,433,0,,,,,,,,,,p3,noss,0,right,1.3218181659976835,None,None,,,,,,,,,,,0,433,433,698,574.6635517500035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574.6556123749979,574.6635517500035,575.150046499999,575.150046499999,575.2240605830011,575.2240605830011,575.9925145829984,right,1.3218181659976835,None,575.9926384580031,575.9926917909979,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.0,0.0,,434,434,0,,,,,,,,,,p3,noss,0,right,1.0179729579976993,None,None,,,,,,,,,,,0,434,434,682,576.0029178330005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.9950119159985,576.0029178330005,576.4925813329974,576.4925813329974,576.5672880830025,576.5672880830025,577.0246057909972,right,1.0179729579976993,None,577.0247287079983,577.0247982500005,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,435,435,0,,,,,,,,,,p1,negs,100,right,1.3737297909974586,None,None,,,,,,,,,,,0,435,435,462,577.0359521249993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577.02687075,577.0359521249993,577.5260517499992,577.5260517499992,577.600461957998,577.600461957998,578.4194924580006,right,1.3737297909974586,None,578.419614790997,578.419670041003,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
4.166666666666667,15.0,,436,436,0,,,,,,,,,,p2,poss,100,right,1.1878617080001277,None,None,,,,,,,,,,,0,436,436,202,578.4297302909981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.4218448750034,578.4297302909981,578.9167504159996,578.9167504159996,578.9890614999968,578.9890614999968,579.6205724579995,right,1.1878617080001277,None,579.6207226249971,579.6207820409982,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
2.666666666666667,15.0,,437,437,0,,,,,,,,,,m1,poss,100,left,1.1798633750004228,None,None,,,,,,,,,,,0,437,437,104,579.6314682079974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579.6228809579989,579.6314682079974,580.1170506659982,580.1170506659982,580.1897107080003,580.1897107080003,580.8196760409992,left,1.1798633750004228,None,580.8198030409985,580.819858750001,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.75,-15.0,,438,438,0,,,,,,,,,,PSE,negs,100,left,1.1513391670014244,None,None,,,,,,,,,,,0,438,438,407,580.829776999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.8218607500021,580.829776999999,581.3170155830012,581.3170155830012,581.3895077909983,581.3895077909983,581.9868180409976,left,1.1513391670014244,None,581.9869607910005,581.9870168749985,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
3.166666666666667,15.0,,439,439,0,,,,,,,,,,PSE,poss,100,left,1.2375916669989238,None,None,,,,,,,,,,,0,439,439,156,581.9973660830001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,581.9891179159968,581.9973660830001,582.483546083,582.483546083,582.555932041003,582.555932041003,583.2462351659997,left,1.2375916669989238,None,583.2463371249978,583.2463827079991,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-6.75,-15.0,,440,440,0,,,,,,,,,,m3,negs,100,left,1.0311908749936265,None,None,,,,,,,,,,,0,440,440,290,583.2529517500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.248285499998,583.2529517500006,583.742426124998,583.742426124998,583.8175159160019,583.8175159160019,584.2874083749994,left,1.0311908749936265,None,584.2875650409987,584.2876214999997,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
-4.25,-15.0,,441,441,0,,,,,,,,,,p1,negs,100,left,0.9385078750055982,None,None,,,,,,,,,,,0,441,441,453,584.2979844579968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.289847166001,584.2979844579968,584.7837612080039,584.7837612080039,584.8571516660013,584.8571516660013,585.2410983750015,left,0.9385078750055982,None,585.2411992909983,585.2412434580037,None,,,,,,,,,,,,21049997,0,2025-10-20_13h11.20.095,tilt_mocs,2024.2.4,118.29343922245755,2025-10-20 13h11.29.216890 -0400,
