center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-2,-15.0,,521,521,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.349841417002608,None,None,,,,,,,,,,,0,521,521,402,1061.994098791998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061.9855597920032,1061.994098791998,1062.9796895839972,1062.9796895839972,1062.9796895839972,1063.052686541996,1063.052686541996,1063.052686541996,1063.3504718339973,period,1.349841417002608,None,1063.3506169169996,1063.3506764170015,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,522,522,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.336048707998998,None,None,,,,,,,,,,,0,522,522,57,1063.3620618749992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.3531606670003,1063.3620618749992,1064.0972681249987,1064.0972681249987,1064.0972681249987,1064.169467959,1064.169467959,1064.169467959,1064.701115208998,z,1.336048707998998,None,1064.7012640839966,1064.7013422090022,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,523,523,0,,,,,0,100,,,,,c+2,noss,0.75,period,1.2432578330044635,None,None,,,,,,,,,,,0,523,523,650,1064.712195084001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064.7034976249997,1064.712195084001,1065.4472183749967,1065.4472183749967,1065.4472183749967,1065.5198799999998,1065.5198799999998,1065.5198799999998,1065.966798542002,period,1.2432578330044635,None,1065.9669263339965,1065.9669816250025,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,524,524,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.4608803750015795,None,None,,,,,,,,,,,0,524,524,196,1065.9782036670003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1065.969393416999,1065.9782036670003,1066.9639535419992,1066.9639535419992,1066.9639535419992,1067.036028417002,1067.036028417002,1067.036028417002,1067.450106999997,period,1.4608803750015795,None,1067.4502350420007,1067.450291250003,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,525,525,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.921614833001513,None,None,,,,,,,,,,,0,525,525,663,1067.4614629589996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067.4526778340005,1067.4614629589996,1068.6964669169975,1068.6964669169975,1068.6964669169975,1068.7696104999995,1068.7696104999995,1068.7696104999995,1069.3887787089989,period,1.921614833001513,None,1069.3889068749995,1069.3889595419969,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,526,526,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.5667931669959216,None,None,,,,,,,,,,,0,526,526,535,1069.3997720420011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1069.3910626669967,1069.3997720420011,1070.3904048749973,1070.3904048749973,1070.3904048749973,1070.4645621669988,1070.4645621669988,1070.4645621669988,1070.972816374997,z,1.5667931669959216,None,1070.9729354169976,1070.9729817499974,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,0.0,,527,527,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.4412759589977213,None,None,,,,,,,,,,,0,527,527,566,1070.9834399589963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1070.9750604590008,1070.9834399589963,1071.7235313749989,1071.7235313749989,1071.7235313749989,1071.797927708998,1071.797927708998,1071.797927708998,1072.433506166999,z,1.4412759589977213,None,1072.4336342500028,1072.4336896669993,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,-15.0,,528,528,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.849439124998753,None,None,,,,,,,,,,,0,528,528,461,1072.4448351669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1072.4361988750024,1072.4448351669998,1073.6810311669979,1073.6810311669979,1073.6810311669979,1073.752781916999,1073.752781916999,1073.752781916999,1074.3007968750026,period,1.849439124998753,None,1074.3009547089969,1074.301009750001,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,0.0,,529,529,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.8217952920022071,None,None,,,,,,,,,,,0,529,529,709,1074.313726667002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1074.3044890840029,1074.313726667002,1075.5476203340004,1075.5476203340004,1075.5476203340004,1075.6209345000025,1075.6209345000025,1075.6209345000025,1076.1394616670004,period,1.8217952920022071,None,1076.1396028340023,1076.1396667090012,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,0.0,,530,530,0,,,,,0,100,,,,,c+4,noss,1.25,period,1.7654819169983966,None,None,,,,,,,,,,,0,530,530,711,1076.1507909170032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076.1419099589984,1076.1507909170032,1077.3901810839961,1077.3901810839961,1077.3901810839961,1077.4649075839989,1077.4649075839989,1077.4649075839989,1077.9214710840024,period,1.7654819169983966,None,1077.9215700420027,1077.921612416998,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,531,531,0,,,,,100,0,,,,,c-4,negs,0.5,z,1.2392366659987601,None,None,,,,,,,,,,,0,531,531,341,1077.947882417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1077.9235800000024,1077.947882417,1078.4142828339973,1078.4142828339973,1078.4142828339973,1078.4867584590029,1078.4867584590029,1078.4867584590029,1079.1903361669974,z,1.2392366659987601,None,1079.1904922920003,1079.1905479170018,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,-15.0,,532,532,0,,,,,100,0,,,,,c-2,negs,1.25,period,2.066175874999317,None,None,,,,,,,,,,,0,532,532,410,1079.200817584002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1079.1927549999964,1079.200817584002,1080.4402428749963,1080.4402428749963,1080.4402428749963,1080.5150407499968,1080.5150407499968,1080.5150407499968,1081.2721792919983,period,2.066175874999317,None,1081.272283667,1081.2723304589963,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,533,533,0,,,,,100,0,,,,,c+0,poss,1.25,z,2.065541875002964,None,None,,,,,,,,,,,0,533,533,82,1081.283340916998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1081.274288374996,1081.283340916998,1082.5240759169974,1082.5240759169974,1082.5240759169974,1082.5984548339984,1082.5984548339984,1082.5984548339984,1083.351903584,z,2.065541875002964,None,1083.352053374998,1083.352125874997,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,534,534,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.525226334000763,None,None,,,,,,,,,,,0,534,534,526,1083.3631068749964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083.3544282919975,1083.3631068749964,1084.3469485419992,1084.3469485419992,1084.3469485419992,1084.4201217090013,1084.4201217090013,1084.4201217090013,1084.8913969999994,z,1.525226334000763,None,1084.891544291997,1084.8916090420025,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,535,535,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.050627208998776,None,None,,,,,,,,,,,0,535,535,50,1084.9018715839993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1084.8937722499977,1084.9018715839993,1085.3906138340026,1085.3906138340026,1085.3906138340026,1085.465134209,1085.465134209,1085.465134209,1085.9564061670026,z,1.050627208998776,None,1085.9565329589968,1085.9565875420012,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,536,536,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.3320787920019939,None,None,,,,,,,,,,,0,536,536,598,1085.9674957919997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1085.958721541996,1085.9674957919997,1086.4576379589998,1086.4576379589998,1086.4576379589998,1086.531788375003,1086.531788375003,1086.531788375003,1087.311572958999,period,1.3320787920019939,None,1087.3116914999991,1087.3117340839963,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,537,537,0,,,,,0,100,,,,,c+0,noss,1.0,z,1.6551773329993011,None,None,,,,,,,,,,,0,537,537,617,1087.318273124998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.3136958749965,1087.318273124998,1088.307929167,1088.307929167,1088.307929167,1088.3819673339967,1088.3819673339967,1088.3819673339967,1088.9838835839982,z,1.6551773329993011,None,1088.9840095839972,1088.9840624170029,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,538,538,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.325146290997509,None,None,,,,,,,,,,,0,538,538,224,1088.994966541999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1088.9862624590023,1088.994966541999,1089.7314976670023,1089.7314976670023,1089.7314976670023,1089.8046609169978,1089.8046609169978,1089.8046609169978,1090.323004167003,period,1.325146290997509,None,1090.3231215839987,1090.3231644999978,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,539,539,0,,,,,100,0,,,,,c-4,negs,0.75,z,1.3701947500012466,None,None,,,,,,,,,,,0,539,539,357,1090.3343994590032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090.3256855,1090.3343994590032,1091.074611750002,1091.074611750002,1091.074611750002,1091.148813959,1091.148813959,1091.148813959,1091.707321791997,z,1.3701947500012466,None,1091.707489667002,1091.7075394170024,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,540,540,0,,,,,100,0,,,,,c+6,poss,1.25,period,1.8468306249997113,None,None,,,,,,,,,,,0,540,540,202,1091.7185516250029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1091.7102450419989,1091.7185516250029,1092.9576141669968,1092.9576141669968,1092.9576141669968,1093.032165042001,1093.032165042001,1093.032165042001,1093.5682770420026,period,1.8468306249997113,None,1093.5684242089992,1093.5684757499985,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
8,15.0,,541,541,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.7697565409980598,None,None,,,,,,,,,,,0,541,541,242,1093.580528917002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093.5715766249996,1093.580528917002,1094.8148560839982,1094.8148560839982,1094.8148560839982,1094.8871154590015,1094.8871154590015,1094.8871154590015,1095.3567965839975,period,1.7697565409980598,None,1095.3569297919967,1095.3569777090015,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,542,542,0,,,,,100,0,,,,,c+6,poss,0.5,z,1.3717517089971807,None,None,,,,,,,,,,,0,542,542,176,1095.3677871249965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1095.3589378339966,1095.3677871249965,1095.8577492089971,1095.8577492089971,1095.8577492089971,1095.9319112500016,1095.9319112500016,1095.9319112500016,1096.751956084001,z,1.3717517089971807,None,1096.7521165419967,1096.7521715420007,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,543,543,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.5850543749984354,None,None,,,,,,,,,,,0,543,543,60,1096.763700167001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096.754781167001,1096.763700167001,1097.498338999998,1097.498338999998,1097.498338999998,1097.5704022089994,1097.5704022089994,1097.5704022089994,1098.351361000001,z,1.5850543749984354,None,1098.351522584002,1098.3515795420026,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,544,544,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.727306957996916,None,None,,,,,,,,,,,0,544,544,669,1098.3635731250033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1098.354313625001,1098.3635731250033,1099.5983785839999,1099.5983785839999,1099.5983785839999,1099.6711161249987,1099.6711161249987,1099.6711161249987,1100.101126542002,period,1.727306957996916,None,1100.1012587919977,1100.1013217090003,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,0.0,,545,545,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.23163950000162,None,None,,,,,,,,,,,0,545,545,595,1100.1124810839974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.1037566250016,1100.1124810839974,1100.5985227920028,1100.5985227920028,1100.5985227920028,1100.6708010000002,1100.6708010000002,1100.6708010000002,1101.3512231249988,period,1.23163950000162,None,1101.351350208999,1101.3514053339968,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,0.0,,546,546,0,,,,,0,100,,,,,c-2,noss,1.0,z,1.733229042001767,None,None,,,,,,,,,,,0,546,546,574,1101.3620032499966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101.353380792003,1101.3620032499966,1102.348539833998,1102.348539833998,1102.348539833998,1102.4205528340026,1102.4205528340026,1102.4205528340026,1103.1007992090017,z,1.733229042001767,None,1103.1008970420007,1103.1009383339988,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
4,15.0,,547,547,0,,,,,100,0,,,,,c+4,poss,1.25,period,1.900840957998298,None,None,,,,,,,,,,,0,547,547,165,1103.1113886669991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1103.102871916999,1103.1113886669991,1104.3485972499984,1104.3485972499984,1104.3485972499984,1104.4210932920032,1104.4210932920032,1104.4210932920032,1105.0180814170017,period,1.900840957998298,None,1105.0182436670002,1105.0183030420012,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
6,15.0,,548,548,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.552772333001485,None,None,,,,,,,,,,,0,548,548,186,1105.0300528340013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0211021249997,1105.0300528340013,1105.7653427499972,1105.7653427499972,1105.7653427499972,1105.837119249998,1105.837119249998,1105.837119249998,1106.585258375002,period,1.552772333001485,None,1106.585390166998,1106.585446459001,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,549,549,0,,,,,0,100,,,,,c-4,noss,0.75,z,1.241592958002002,None,None,,,,,,,,,,,0,549,549,521,1106.5963330000013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1106.5876587090024,1106.5963330000013,1107.3320066669985,1107.3320066669985,1107.3320066669985,1107.404771417001,1107.404771417001,1107.404771417001,1107.8518644169962,z,1.241592958002002,None,1107.8520175000012,1107.8520796669982,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,-15.0,,550,550,0,,,,,100,0,,,,,c+2,negs,1.25,period,1.7784678750031162,None,None,,,,,,,,,,,0,550,550,498,1107.863618000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107.8545185420007,1107.863618000003,1109.0989911249999,1109.0989911249999,1109.0989911249999,1109.171883875002,1109.171883875002,1109.171883875002,1109.6517129589993,period,1.7784678750031162,None,1109.6518799170008,1109.6519378340017,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,551,551,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.7534416670023347,None,None,,,,,,,,,,,0,551,551,665,1109.6635927090028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1109.6546562500007,1109.6635927090028,1110.8981360420003,1110.8981360420003,1110.8981360420003,1110.9707124170018,1110.9707124170018,1110.9707124170018,1111.4296217919982,period,1.7534416670023347,None,1111.4297237499995,1111.4297677499999,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,0.0,,552,552,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.0661518330016406,None,None,,,,,,,,,,,0,552,552,514,1111.4369993750006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1111.4317866249985,1111.4369993750006,1111.9246999590032,1111.9246999590032,1111.9246999590032,1111.9994224170005,1111.9994224170005,1111.9994224170005,1112.5076070840005,z,1.0661518330016406,None,1112.507702709001,1112.5077447090007,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
2,0.0,,553,553,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.5640800000037416,None,None,,,,,,,,,,,0,553,553,659,1112.5184535000008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1112.5097005839998,1112.5184535000008,1113.5091274169972,1113.5091274169972,1113.5091274169972,1113.5827332920016,1113.5827332920016,1113.5827332920016,1114.0849480420002,period,1.5640800000037416,None,1114.0850540839965,1114.0850975419962,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,554,554,0,,,,,100,0,,,,,c+0,poss,1.25,z,1.8090913749983883,None,None,,,,,,,,,,,0,554,554,80,1114.0953046669965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.087073458999,1114.0953046669965,1115.3322502090014,1115.3322502090014,1115.3322502090014,1115.4042742090023,1115.4042742090023,1115.4042742090023,1115.9078920419997,z,1.8090913749983883,None,1115.9080257090027,1115.9080795420014,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,555,555,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.3358231660022284,None,None,,,,,,,,,,,0,555,555,21,1115.9183547499997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1115.9100611250033,1115.9183547499997,1116.6586370000005,1116.6586370000005,1116.6586370000005,1116.732844625003,1116.732844625003,1116.732844625003,1117.2581883340026,z,1.3358231660022284,None,1117.2583135840032,1117.2583805839968,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
0,15.0,,556,556,0,,,,,100,0,,,,,c+0,poss,0.75,z,2.8655252500029746,None,None,,,,,,,,,,,0,556,556,55,1117.2689312500006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1117.260885124997,1117.2689312500006,1118.008073500001,1118.008073500001,1118.008073500001,1118.082893042003,1118.082893042003,1118.082893042003,1120.140989583997,z,2.8655252500029746,None,1120.141127959003,1120.1411823750022,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-6,-15.0,,557,557,0,,,,,100,0,,,,,c-6,negs,0.5,z,1.249948749995383,None,None,,,,,,,,,,,0,557,557,302,1120.1518368339966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1120.1432491669984,1120.1518368339966,1120.6427417500017,1120.6427417500017,1120.6427417500017,1120.7152049169963,1120.7152049169963,1120.7152049169963,1121.4083696669986,z,1.249948749995383,None,1121.408499709003,1121.4085572920012,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-2,15.0,,558,558,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.5880176249993383,None,None,,,,,,,,,,,0,558,558,30,1121.4191710840023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.4110693339971,1121.4191710840023,1122.4082776669966,1122.4082776669966,1122.4082776669966,1122.483027000002,1122.483027000002,1122.483027000002,1123.0176514999985,z,1.5880176249993383,None,1123.0177496249962,1123.017791541999,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
-4,-15.0,,559,559,0,,,,,100,0,,,,,c-4,negs,1.0,z,2.4611841669975547,None,None,,,,,,,,,,,0,559,559,358,1123.0285117090025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.0197852089987,1123.0285117090025,1124.016022083997,1124.016022083997,1124.016022083997,1124.088320750001,1124.088320750001,1124.088320750001,1125.4925547500025,z,2.4611841669975547,None,1125.4926919589998,1125.492752459002,None,,,,,,,,,,,,21040100,1,2026-02-12_12h39.57.646,tilt_mocs,2024.2.4,None,2026-02-12 12h54.07.649896 -0500,
