center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-8,-15.0,,295,295,0,,,,,,,,,,c-8,negs,100,1.0,z,1.4866289579949807,None,None,,,,,,,,,,,0,295,295,234,1768.0511827080045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768.0427148750023,1768.0511827080045,1769.041225167006,1769.041225167006,1769.1155622500082,1769.1155622500082,1769.5403182080045,z,1.4866289579949807,None,1769.5404488750064,1769.5405010420072,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,0.0,,296,296,0,,,,,,,,,,c+4,noss,0,1.0,z,1.5537417919986183,None,None,,,,,,,,,,,0,296,296,633,1769.5514658330067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1769.5425099999993,1769.5514658330067,1770.541429917008,1770.541429917008,1770.615719082998,1770.615719082998,1771.1076558330096,z,1.5537417919986183,None,1771.1077652500098,1771.107805874999,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,0.0,,297,297,0,,,,,,,,,,c+4,noss,0,1.0,period,1.6807717500050785,None,None,,,,,,,,,,,0,297,297,631,1771.118308582998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771.1097723330022,1771.118308582998,1772.107459250008,1772.107459250008,1772.1822582080058,1772.1822582080058,1772.8019167500024,period,1.6807717500050785,None,1772.8020724579983,1772.8021280000103,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,0.0,,298,298,0,,,,,,,,,,c-4,noss,0,1.0,z,1.5191282500018133,None,None,,,,,,,,,,,0,298,298,458,1772.8132831670082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1772.80437204201,1772.8132831670082,1773.7985287080082,1773.7985287080082,1773.8705552080064,1773.8705552080064,1774.3355384580063,z,1.5191282500018133,None,1774.335685291997,1774.3357396670035,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
1,0.0,,299,299,0,,,,,,,,,,c+1,noss,0,0.75,period,1.2569205829931889,None,None,,,,,,,,,,,0,299,299,553,1774.3471690000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1774.338061041999,1774.3471690000006,1775.0809971670096,1775.0809971670096,1775.1544372080098,1775.1544372080098,1775.6072545830102,period,1.2569205829931889,None,1775.6073920830095,1775.6074481250107,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,0.0,,300,300,0,,,,,,,,,,c+4,noss,0,0.75,period,1.254517624998698,None,None,,,,,,,,,,,0,300,300,623,1775.6181528330053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1775.609713124999,1775.6181528330053,1776.3581390000036,1776.3581390000036,1776.432511542007,1776.432511542007,1776.8846652920038,period,1.254517624998698,None,1776.884797375009,1776.8848494999984,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,15.0,,301,301,0,,,,,,,,,,c+4,poss,100,0.75,period,1.1591294999961974,None,None,,,,,,,,,,,0,301,301,124,1776.895967250006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1776.8870130830037,1776.895967250006,1777.6319603330048,1777.6319603330048,1777.7038839169982,1777.7038839169982,1778.0576870000077,period,1.1591294999961974,None,1778.0577984580013,1778.0578379170038,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-1,0.0,,302,302,0,,,,,,,,,,c-1,noss,0,1.0,period,1.4090124579961412,None,None,,,,,,,,,,,0,302,302,523,1778.0681930420105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778.0598061250057,1778.0681930420105,1779.057447833009,1779.057447833009,1779.1325212079973,1779.1325212079973,1779.4850789580087,period,1.4090124579961412,None,1779.485239542002,1779.4852996249974,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,15.0,,303,303,0,,,,,,,,,,c+0,poss,100,0.75,period,1.3545718329987722,None,None,,,,,,,,,,,0,303,303,53,1779.4965767920075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1779.4877158750023,1779.4965767920075,1780.232113667007,1780.232113667007,1780.30399554201,1780.30399554201,1780.8565962499997,period,1.3545718329987722,None,1780.8567319580034,1780.8567900000053,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-8,-15.0,,304,304,0,,,,,,,,,,c-8,negs,100,1.25,z,1.7897423750109738,None,None,,,,,,,,,,,0,304,304,248,1780.8682423330029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1780.8590709170094,1780.8682423330029,1782.108311707998,1782.108311707998,1782.1825626670034,1782.1825626670034,1782.6681490420015,z,1.7897423750109738,None,1782.668286375003,1782.6683365830104,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-8,-15.0,,305,305,0,,,,,,,,,,c-8,negs,100,0.5,z,1.0077168339921627,None,None,,,,,,,,,,,0,305,305,223,1782.679413167003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782.6704882080085,1782.679413167003,1783.1655047079985,1783.1655047079985,1783.2386117920105,1783.2386117920105,1783.6898922499968,z,1.0077168339921627,None,1783.6900182920072,1783.6900681670086,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,15.0,,306,306,0,,,,,,,,,,c+0,poss,100,0.75,z,1.200477416990907,None,None,,,,,,,,,,,0,306,306,45,1783.7015241670015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783.6923606250057,1783.7015241670015,1784.4414627500082,1784.4414627500082,1784.5159755420027,1784.5159755420027,1784.906253417008,z,1.200477416990907,None,1784.9063513750007,1784.9063900830079,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,0.0,,307,307,0,,,,,,,,,,c+2,noss,0,0.75,z,2.540105374995619,None,None,,,,,,,,,,,0,307,307,588,1784.9181177080027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1784.9083598750003,1784.9181177080027,1785.6575345419988,1785.6575345419988,1785.732764667002,1785.732764667002,1787.4682934169978,z,2.540105374995619,None,1787.468422292004,1787.4684729169967,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,-15.0,,308,308,0,,,,,,,,,,c+2,negs,100,0.5,period,1.1490222909924341,None,None,,,,,,,,,,,0,308,308,403,1787.480043042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.4712163329968,1787.480043042,1787.9657093749993,1787.9657093749993,1788.0376260000048,1788.0376260000048,1788.6350782920053,period,1.1490222909924341,None,1788.6352086670086,1788.6352589169983,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,-15.0,,309,309,0,,,,,,,,,,c+2,negs,100,1.25,period,1.7322333330084803,None,None,,,,,,,,,,,0,309,309,427,1788.6464430830092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788.6374444579997,1788.6464430830092,1789.8822900829982,1789.8822900829982,1789.9543835420045,1789.9543835420045,1790.384759624998,period,1.7322333330084803,None,1790.3848645420076,1790.3849059170025,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
0,15.0,,310,310,0,,,,,,,,,,c+0,poss,100,0.5,z,1.0732353329949547,None,None,,,,,,,,,,,0,310,310,40,1790.3956445829972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1790.3868692499964,1790.3956445829972,1790.8824049999967,1790.8824049999967,1790.9546220000047,1790.9546220000047,1791.4744373330032,z,1.0732353329949547,None,1791.4745614170097,1791.4746106670063,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-1,0.0,,311,311,0,,,,,,,,,,c-1,noss,0,0.5,z,1.264453791998676,None,None,,,,,,,,,,,0,311,311,512,1791.485296458006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1791.4765885420056,1791.485296458006,1791.9744116670045,1791.9744116670045,1792.0494983750104,1792.0494983750104,1792.7522955000022,z,1.264453791998676,None,1792.752437957999,1792.752507917001,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,15.0,,312,312,0,,,,,,,,,,c+4,poss,100,1.0,period,1.6588540000084322,None,None,,,,,,,,,,,0,312,312,134,1792.7638499169989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1792.7548990420037,1792.7638499169989,1793.7482240829995,1793.7482240829995,1793.82150250001,1793.82150250001,1794.4354119580094,period,1.6588540000084322,None,1794.4355862079974,1794.435643667006,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,15.0,,313,313,0,,,,,,,,,,c+4,poss,100,1.25,period,1.802952333993744,None,None,,,,,,,,,,,0,313,313,141,1794.4473737920052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1794.438305625008,1794.4473737920052,1795.6823817080003,1795.6823817080003,1795.7549885420012,1795.7549885420012,1796.2531646670104,period,1.802952333993744,None,1796.253310708009,1796.2533660000045,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,314,314,0,,,,,,,,,,c-2,noss,0,1.0,z,1.6074773340078536,None,None,,,,,,,,,,,0,314,314,489,1796.2644764580036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1796.2555444580066,1796.2644764580036,1797.2491477080039,1797.2491477080039,1797.3216585420014,1797.3216585420014,1797.8745809999964,z,1.6074773340078536,None,1797.874683083006,1797.8747226670093,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,0.0,,315,315,0,,,,,,,,,,c-2,noss,0,0.75,period,1.10896783300268,None,None,,,,,,,,,,,0,315,315,484,1797.885472791997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.876650332997,1797.885472791997,1798.6247342499992,1798.6247342499992,1798.699847833006,1798.699847833006,1799.0022711250058,period,1.10896783300268,None,1799.002448166997,1799.002500875009,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,-15.0,,316,316,0,,,,,,,,,,c-4,negs,100,1.0,period,2.59032787499018,None,None,,,,,,,,,,,0,316,316,314,1799.014035583008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1799.0051842920075,1799.014035583008,1799.9993142500025,1799.9993142500025,1800.0718967499997,1800.0718967499997,1801.607221750004,period,2.59032787499018,None,1801.6073232500057,1801.607363083007,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-1,0.0,,317,317,0,,,,,,,,,,c-1,noss,0,1.0,z,3.3051636250020238,None,None,,,,,,,,,,,0,317,317,525,1801.6184594170045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1801.6092752499972,1801.6184594170045,1802.6083295420103,1802.6083295420103,1802.683255958007,1802.683255958007,1804.9355799170007,z,3.3051636250020238,None,1804.9357465830108,1804.935799458006,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,-15.0,,318,318,0,,,,,,,,,,c-2,negs,100,0.75,period,1.7043804999993881,None,None,,,,,,,,,,,0,318,318,334,1804.9476594169973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1804.9383917920059,1804.9476594169973,1805.6828548330086,1805.6828548330086,1805.7552467500063,1805.7552467500063,1806.6581338749966,period,1.7043804999993881,None,1806.6582603749994,1806.658310208004,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,15.0,,319,319,0,,,,,,,,,,c+2,poss,100,0.75,period,1.3317901660047937,None,None,,,,,,,,,,,0,319,319,83,1806.6692958750064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1806.6603617500077,1806.6692958750064,1807.409053292009,1807.409053292009,1807.483446416998,1807.483446416998,1808.0131139580044,period,1.3317901660047937,None,1808.0132222920074,1808.0132626249979,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
1,0.0,,320,320,0,,,,,,,,,,c+1,noss,0,0.75,period,1.3693497499916703,None,None,,,,,,,,,,,0,320,320,555,1808.019855874998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1808.0152525000012,1808.019855874998,1808.7587568750023,1808.7587568750023,1808.8333502080059,1808.8333502080059,1809.3921150829992,period,1.3693497499916703,None,1809.3922787080082,1809.3923319580063,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,15.0,,321,321,0,,,,,,,,,,c+2,poss,100,0.75,period,1.3374105830007466,None,None,,,,,,,,,,,0,321,321,87,1809.4028710420098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1809.3945364170067,1809.4028710420098,1810.1419215830101,1810.1419215830101,1810.2168725000083,1810.2168725000083,1810.7522943750082,period,1.3374105830007466,None,1810.7524246250105,1810.7524742920068,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,322,322,0,,,,,,,,,,c+8,poss,100,1.0,period,1.6871721250063274,None,None,,,,,,,,,,,0,322,322,205,1810.7634081669967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.7547177500091,1810.7634081669967,1811.749669833007,1811.749669833007,1811.8218193750072,1811.8218193750072,1812.4536132920039,period,1.6871721250063274,None,1812.453746416999,1812.4537974999985,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,323,323,0,,,,,,,,,,c-6,negs,100,0.75,period,1.9544398339930922,None,None,,,,,,,,,,,0,323,323,262,1812.4649537079968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.4560886249965,1812.4649537079968,1813.1997033750085,1813.1997033750085,1813.2720048330084,1813.2720048330084,1814.4257820420025,period,1.9544398339930922,None,1814.4259169580037,1814.4259675000067,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,0.0,,324,324,0,,,,,,,,,,c+4,noss,0,0.5,period,0.9655518750078045,None,None,,,,,,,,,,,0,324,324,615,1814.4363377499976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814.4281077080086,1814.4363377499976,1814.925087124997,1814.925087124997,1815.000545917006,1815.000545917006,1815.4078139170015,period,0.9655518750078045,None,1815.4079415000015,1815.4079922500096,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-6,-15.0,,325,325,0,,,,,,,,,,c-6,negs,100,1.0,z,1.6063189999986207,None,None,,,,,,,,,,,0,325,325,270,1815.4191030420043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1815.410135500002,1815.4191030420043,1816.4092147920019,1816.4092147920019,1816.4837655830052,1816.4837655830052,1817.0364075000107,z,1.6063189999986207,None,1817.0366035000043,1817.0366626670002,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
1,0.0,,326,326,0,,,,,,,,,,c+1,noss,0,0.75,period,1.4183896250033285,None,None,,,,,,,,,,,0,326,326,556,1817.0489804170065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1817.0397291670088,1817.0489804170065,1817.7832208330074,1817.7832208330074,1817.8554788750043,1817.8554788750043,1818.470087958005,period,1.4183896250033285,None,1818.4702526670008,1818.470306333009,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,15.0,,327,327,0,,,,,,,,,,c+2,poss,100,0.75,period,1.3798514999944018,None,None,,,,,,,,,,,0,327,327,82,1818.4815757920005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1818.4726979999978,1818.4815757920005,1819.2167345000053,1819.2167345000053,1819.2886521250039,1819.2886521250039,1819.8691393330082,period,1.3798514999944018,None,1819.869271042,1819.869321708,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
1,0.0,,328,328,0,,,,,,,,,,c+1,noss,0,1.0,period,1.6766075420018751,None,None,,,,,,,,,,,0,328,328,559,1819.8802675000043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819.8713424169982,1819.8802675000043,1820.8666667920043,1820.8666667920043,1820.9387599580077,1820.9387599580077,1821.5682020420063,period,1.6766075420018751,None,1821.568317792,1821.5683614580048,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
2,-15.0,,329,329,0,,,,,,,,,,c+2,negs,100,1.0,period,1.4798576250032056,None,None,,,,,,,,,,,0,329,329,414,1821.5755098329973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1821.570324291999,1821.5755098329973,1822.5668480830063,1822.5668480830063,1822.6385603329982,1822.6385603329982,1823.0580073330057,period,1.4798576250032056,None,1823.058156833009,1823.0582087079965,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
4,0.0,,330,330,0,,,,,,,,,,c+4,noss,0,1.25,period,1.7686793339962605,None,None,,,,,,,,,,,0,330,330,641,1823.069586083002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823.0606162500044,1823.069586083002,1824.309725583007,1824.309725583007,1824.3839312500058,1824.3839312500058,1824.842491000003,period,1.7686793339962605,None,1824.8426196670043,1824.8426687500032,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,0.0,,331,331,0,,,,,,,,,,c-4,noss,0,0.75,period,1.198128000003635,None,None,,,,,,,,,,,0,331,331,444,1824.8532084170001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824.8449718750053,1824.8532084170001,1825.5925836670067,1825.5925836670067,1825.6673710830073,1825.6673710830073,1826.0634469579963,period,1.198128000003635,None,1826.063550042003,1826.06361225,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
8,15.0,,332,332,0,,,,,,,,,,c+8,poss,100,1.25,period,1.8554009170038626,None,None,,,,,,,,,,,0,332,332,213,1826.0700802500069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.065583750009,1826.0700802500069,1827.309928417002,1827.309928417002,1827.3841658750025,1827.3841658750025,1827.936085542009,period,1.8554009170038626,None,1827.9361874580063,1827.9362271670107,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-4,-15.0,,333,333,0,,,,,,,,,,c-4,negs,100,1.0,z,2.2376136669918196,None,None,,,,,,,,,,,0,333,333,311,1827.9470161670033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.9381670000002,1827.9470161670033,1828.9335767500015,1828.9335767500015,1829.0065964170062,1829.0065964170062,1830.1879417080054,z,2.2376136669918196,None,1830.1880867500004,1830.1881390830094,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
-2,15.0,,334,334,0,,,,,,,,,,c-2,poss,100,0.5,z,1.006297750005615,None,None,,,,,,,,,,,0,334,334,6,1830.1992376249982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830.190334583007,1830.1992376249982,1830.68369970801,1830.68369970801,1830.7556925420067,1830.7556925420067,1831.2088444580004,z,1.006297750005615,None,1831.2089455000096,1831.2089847919997,None,,,,,,,,,,,,21049987,0,2025-12-05_10h17.51.825,tilt_mocs,2024.2.4,120.40437858447272,2025-12-05 10h18.16.055151 -0500,
