center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,surround_angle,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,367.9447439999785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,11,61,down,0.5,-1.0,-1.0,367.93939204199705,367.9447439999785,368.4372402919689,368.4372402919689,368.5090594169451,368.5090594169451,368.5090594169451,369.0782558750361,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,369.08671320800204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,11,62,up,0.5,-0.5,-0.5,369.07939887500834,369.08671320800204,369.57928741700016,369.57928741700016,369.65404037502594,369.65404037502594,369.65404037502594,370.573244625004,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,370.58123066695407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,63,up,0.5,-3.0,-3.0,370.5743626250187,370.58123066695407,371.0695180420298,371.0695180420298,371.13947470800485,371.13947470800485,371.13947470800485,371.98753716703504,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,371.9913064580178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,11,64,down,0.5,-3.0,-3.0,371.98819620802533,371.9913064580178,372.47812395798974,372.47812395798974,372.5540570829762,372.5540570829762,372.55928354198113,373.3728770420421,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,373.38093400001526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,11,65,down,0.5,0.5,0.5,373.37402154202573,373.38093400001526,373.86956787493546,373.86956787493546,373.94284970802255,373.94284970802255,373.94284970802255,374.62823670799844,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,374.6366846669698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,66,up,0.5,0.0,0.0,374.6293964999495,374.6366846669698,375.12847470794804,375.12847470794804,375.2037896249676,375.2037896249676,375.2037896249676,376.9434466250241,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,376.95284312497824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,67,up,0.5,0.5,0.5,376.94452949997503,376.95284312497824,377.44591387500986,377.44591387500986,377.52058124996256,377.52058124996256,377.52058124996256,378.5277640420245,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,378.5361744170077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,68,down,0.5,-3.5,-3.5,378.5287863749545,378.5361744170077,379.0304371250095,379.0304371250095,379.103980874992,379.103980874992,379.103980874992,380.5314495420316,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,380.5368547500111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,69,up,0.5,-0.5,-0.5,380.5324391250033,380.5368547500111,381.0292261670111,381.0292261670111,381.1036643750267,381.1036643750267,381.1036643750267,381.63961399998516,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,381.64804949995596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,70,up,0.5,-2.5,-2.5,381.64075354195666,381.64804949995596,382.13634624995757,382.13634624995757,382.2101156669669,382.2101156669669,382.2101156669669,382.63952541700564,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,382.64833295799326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,71,down,0.5,0.0,0.0,382.64103091694415,382.64833295799326,383.1362618749263,383.1362618749263,383.2099904579809,383.2099904579809,383.2099904579809,383.96151879196987,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,383.9699084579479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,72,up,0.5,0.5,0.5,383.96264841698576,383.9699084579479,384.4607495829696,384.4607495829696,384.5371836250415,384.5371836250415,384.5371836250415,385.0618731669383,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,385.06940954201855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,73,down,0.5,-0.5,-0.5,385.0628117079614,385.06940954201855,385.5622949169483,385.5622949169483,385.63733558298554,385.63733558298554,385.63733558298554,386.36493874993175,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,386.370171083021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,74,down,0.5,-3.0,-3.0,386.3659345830092,386.370171083021,386.86290245794225,386.86290245794225,386.93723191693425,386.93723191693425,386.94257666694466,387.6726135419449,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,387.68134712497704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,75,up,0.5,1.0,1.0,387.67425024998374,387.68134712497704,388.1699559580302,388.1699559580302,388.25476316700224,388.25476316700224,388.25476316700224,388.7287879169453,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,388.73694983299356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,76,up,0.5,0.0,0.0,388.72989304200746,388.73694983299356,389.22837087500375,389.22837087500375,389.304093832965,389.304093832965,389.304093832965,390.0036008330062,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,390.0081631250214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,77,down,0.5,-4.0,-4.0,390.0046532920096,390.0081631250214,390.4955471249996,390.4955471249996,390.5707298750058,390.5707298750058,390.5749699169537,391.2066725830082,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,391.2152597500244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,78,down,0.5,-1.0,-1.0,391.2079212500248,391.2152597500244,391.70278391696047,391.70278391696047,391.7767606249545,391.7767606249545,391.7767606249545,392.6452392919455,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,392.65263816702645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,79,down,0.5,0.5,0.5,392.64576424995903,392.65263816702645,393.1440250829328,393.1440250829328,393.22065316699445,393.22065316699445,393.22065316699445,394.0049166670069,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,394.0126888329396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,80,up,0.5,1.0,1.0,394.00591345794965,394.0126888329396,394.5037775420351,394.5037775420351,394.5772376669338,394.5772376669338,394.5772376669338,395.1951639170293,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,395.2038901250344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,81,up,0.5,-2.5,-2.5,395.19692016695626,395.2038901250344,395.6960961249424,395.6960961249424,395.77120208297856,395.77120208297856,395.77120208297856,396.4218426250154,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,396.4292829580372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,82,up,0.5,-3.5,-3.5,396.4228257499635,396.4292829580372,396.92063762503676,396.92063762503676,396.9931834579911,396.9931834579911,396.9931834579911,397.8972742080223,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,397.9068146669306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,83,down,0.5,-0.5,-0.5,397.89847416698467,397.9068146669306,398.3958639999619,398.3958639999619,398.47102812503,398.47102812503,398.47694620792754,398.97787141695153,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,398.9861391669838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,84,up,0.5,-3.0,-3.0,398.97898833302315,398.9861391669838,399.47898466698825,399.47898466698825,399.55384241696447,399.55384241696447,399.55384241696447,400.19466883293353,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,400.2026773749385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,85,down,0.5,0.5,0.5,400.19532416702714,400.2026773749385,400.69372754194774,400.69372754194774,400.77052299992647,400.77052299992647,400.77052299992647,401.2718945830129,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,401.27949295798317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,86,down,0.5,-1.0,-1.0,401.2727378749987,401.27949295798317,401.7714836249361,401.7714836249361,401.8621286669513,401.8621286669513,401.8621286669513,403.1615200829692,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,403.17212570796255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,87,down,0.5,0.0,0.0,403.1642196669709,403.17212570796255,403.67522133293096,403.67522133293096,403.75347612495534,403.75347612495534,403.73667737504,404.28187549998984,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,404.3008685830282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,88,down,0.5,-3.0,-3.0,404.285512582981,404.3008685830282,404.7763284579851,404.7763284579851,404.8535088750068,404.8535088750068,404.8535088750068,405.4066454169806,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,405.41973683296237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,89,up,0.5,-0.5,-0.5,405.4083364169346,405.41973683296237,405.9028491670033,405.9028491670033,405.9756379169412,405.9756379169412,405.9756379169412,406.65580058295745,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,406.6629954579985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,90,up,0.5,-0.5,-0.5,406.65745449997485,406.6629954579985,407.15279037493747,407.15279037493747,407.22668087494094,407.22668087494094,407.22668087494094,409.4885063749971,1,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,409.4944259580225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,91,down,0.5,-1.0,-1.0,409.48909199994523,409.4944259580225,409.98702237498946,409.98702237498946,410.05937891697977,410.05937891697977,410.05937891697977,410.61118141701445,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,410.61926212499384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,92,down,0.5,-3.5,-3.5,410.61201429204084,410.61926212499384,411.1092042500386,411.1092042500386,411.18669095798396,411.18669095798396,411.18669095798396,411.8202577920165,0,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,411.824483250035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,93,up,0.5,1.0,1.0,411.8206944579724,411.824483250035,412.3117251669755,412.3117251669755,412.3870889999671,412.3870889999671,412.3910895829322,412.9710656249663,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,412.9774987499695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,94,up,0.5,-2.5,-2.5,412.97192070796154,412.9774987499695,413.45886383298784,413.45886383298784,413.5369739170419,413.5369739170419,413.5427535829367,414.0374305419391,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,414.0440490000183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,95,up,0.5,0.5,0.5,414.0379594999831,414.0440490000183,414.5362013329286,414.5362013329286,414.6119639580138,414.6119639580138,414.6119639580138,415.1459428330418,0,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,415.1523435419658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,96,down,0.5,-3.0,-3.0,415.14655049995054,415.1523435419658,415.64245683304034,415.64245683304034,415.7192933750339,415.7192933750339,415.7192933750339,416.6535153329605,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,416.6577960830182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,97,down,0.5,-1.0,-1.0,416.6539479580242,416.6577960830182,417.14268854202237,417.14268854202237,417.219324833015,417.219324833015,417.22343091701623,417.93706358294,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,417.9426781249931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,98,up,0.5,1.0,1.0,417.9375071669929,417.9426781249931,418.4359817079967,418.4359817079967,418.50905404193327,418.50905404193327,418.50905404193327,419.404769207933,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,419.4117426669691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,99,up,0.5,-3.0,-3.0,419.4056502500316,419.4117426669691,419.90339925000444,419.90339925000444,419.97574762499426,419.97574762499426,419.97574762499426,420.47168854193296,1,-30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,420.47827116702683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,100,up,0.5,-0.5,-0.5,420.47257466695737,420.47827116702683,420.97043216694146,420.97043216694146,421.0441339169629,421.0441339169629,421.0441339169629,422.05479404202197,0,,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,422.06162612501066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,101,down,0.5,0.5,0.5,422.055564875016,422.06162612501066,422.55372395797167,422.55372395797167,422.62384508294053,422.62384508294053,422.62384508294053,424.72542812500615,1,30,,,,,,,,,,,,,,,brian2,001,2025-08-18_14h47.11.180,tilt_staircase,2024.2.4,None,2025-08-18 14h47.22.881091 -0400,
