center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,375.1193017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,67,up,0.5,0.5,0.5,,375.1123677,375.1193017,375.6089814,375.6089814,375.6875079,375.6875079,375.6875079,376.1613652,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,376.1692081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,68,up,1,-3,-3,-30,376.1623588,376.1692081,376.6593415,376.6593415,376.737355,376.737355,376.737355,377.5809659,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,377.5864863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,69,down,0.5,1.5,1.5,30,377.581979,377.5864863,378.0785833,378.0785833,378.1601381,378.1541161,378.1541161,379.8057338,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,379.8140083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,70,down,0.5,1.5,1.5,30,379.8069034,379.8140083,380.3025781,380.3025781,380.3767305,380.3767305,380.3767305,381.4448682,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,381.4527705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,71,down,0.5,0.5,0.5,,381.4460692,381.4527705,381.9444061,381.9444061,382.020606,382.020606,382.020606,382.5956492,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,382.6034183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,72,down,0.5,0,0,,382.5966293,382.6034183,383.0929835,383.0929835,383.1698955,383.1698955,383.1698955,384.4725067,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,384.4777396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,73,up,0.5,2,2,30,384.4739328,384.4777396,384.9701131,384.9701131,385.0429791,385.0429791,385.0429791,386.8882012,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,386.8953182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,74,up,1,-2,-2,-30,386.8892136,386.8953182,387.3792429,387.3792429,387.4590635,387.4536419,387.4536419,388.1780232,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,388.1860298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,75,down,0.5,0,0,,388.1790915,388.1860298,388.6782297,388.6782297,388.7539852,388.7539852,388.7539852,389.2060856,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,389.2147951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,76,down,0.5,1,1,30,389.2078546,389.2147951,389.7041181,389.7041181,389.776352,389.776352,389.776352,390.2395702,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,390.2473891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,77,down,0.5,-1.5,-1.5,-30,390.2406946,390.2473891,390.7374022,390.7374022,390.8097867,390.8097867,390.8097867,391.3952791,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,391.4031855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,78,down,0.5,-0.5,-0.5,,391.3962696,391.4031855,391.8945693,391.8945693,391.9701867,391.9701867,391.9701867,392.488373,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,392.4961223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,79,down,0.5,-2.5,-2.5,-30,392.4893573,392.4961223,392.9871855,392.9871855,393.0598611,393.0598611,393.0598611,393.559228,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,393.569484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,80,up,0.5,1.5,1.5,30,393.5601929,393.569484,394.0537217,394.0537217,394.1373377,394.1256107,394.1256107,395.0049912,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,395.0128149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,81,down,0.5,-0.5,-0.5,,395.005996,395.0128149,395.5036526,395.5036526,395.575928,395.575928,395.575928,396.1725061,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,396.180483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,82,up,0.5,2.5,2.5,30,396.1737929,396.180483,396.6703353,396.6703353,396.7434117,396.7434117,396.7434117,397.27272,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,397.2809022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,83,up,0.5,-1,-1,-30,397.2740256,397.2809022,397.7695635,397.7695635,397.840866,397.840866,397.840866,398.4557472,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,398.4642189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,84,down,0.5,2,2,30,398.4570248,398.4642189,398.9530072,398.9530072,399.0248025,399.0248025,399.0248025,399.6592463,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,399.669948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,85,up,0.5,0,0,,399.6600423,399.669948,400.1525131,400.1525131,400.2371095,400.2257177,400.2257177,401.5048915,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,401.5120901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,86,down,0.5,-1.5,-1.5,-30,401.5058925,401.5120901,402.0039134,402.0039134,402.0757384,402.0757384,402.0757384,402.7959656,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,402.8199545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,87,up,0.5,-2,-2,-30,402.7972194,402.8199545,403.296293,403.296293,403.3704249,403.3704249,403.3704249,404.5438832,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,404.5524987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,88,down,0.5,1,1,30,404.5449058,404.5524987,405.0445613,405.0445613,405.1202337,405.1202337,405.1202337,405.671708,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,405.6793318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,89,up,0.5,0,0,,405.672694,405.6793318,406.1697815,406.1697815,406.2432527,406.2432527,406.2432527,407.0948595,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,407.1029494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,90,up,0.5,0.5,0.5,,407.0959328,407.1029494,407.5948565,407.5948565,407.6704836,407.6704836,407.6704836,410.6050119,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,410.6127022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,91,up,0.5,0.5,0.5,,410.6059923,410.6127022,411.1041203,411.1041203,411.1764094,411.1764094,411.1764094,411.6085497,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,411.6202467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,92,down,0.5,1.5,1.5,30,411.6094985,411.6202467,412.1037832,412.1037832,412.1874694,412.1742548,412.1742548,413.4723244,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,413.480822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,93,up,0.5,1.5,1.5,30,413.47416,413.480822,413.9702469,413.9702469,414.0429064,414.0429064,414.0429064,415.1946413,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,415.2025236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,94,down,0.5,-2.5,-2.5,-30,415.1956752,415.2025236,415.694925,415.694925,415.7705364,415.7705364,415.7705364,416.4557731,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,416.4637925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,95,up,0.5,-1,-1,-30,416.4569573,416.4637925,416.9531005,416.9531005,417.0261628,417.0261628,417.0261628,417.7951943,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,417.8035189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,96,up,0.5,2,2,30,417.7964848,417.8035189,418.291058,418.291058,418.3748738,418.3693071,418.3693071,418.8625465,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,418.8870118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,97,up,0.5,-2,-2,-30,418.8636214,418.8870118,419.3622258,419.3622258,419.4368725,419.4368725,419.4368725,419.8556153,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,419.8640098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,98,down,0.5,-1.5,-1.5,-30,419.8571632,419.8640098,420.3535478,420.3535478,420.4263175,420.4263175,420.4263175,421.6214917,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,421.6285166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,99,down,0.5,0,0,,421.6225636,421.6285166,422.120247,422.120247,422.1928338,422.1928338,422.1928338,422.7894118,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,422.7983088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,100,down,0.5,0,0,,422.7912601,422.7983088,423.2868791,423.2868791,423.3594905,423.3594905,423.3594905,425.3555196,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,425.3632864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,101,down,0.5,1,1,30,425.3565603,425.3632864,425.8536673,425.8536673,425.9258866,425.9258866,425.9258866,426.5382701,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,426.5447429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,102,down,0.5,1.5,1.5,30,426.5391344,426.5447429,427.0367735,427.0367735,427.109096,427.109096,427.109096,427.6278559,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,427.6356834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,103,down,0.5,-0.5,-0.5,,427.6286751,427.6356834,428.1287942,428.1287942,428.203801,428.203801,428.203801,428.6727739,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,428.6810359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,104,down,0.5,-0.5,-0.5,,428.6741984,428.6810359,429.1696443,429.1696443,429.2432066,429.2432066,429.2432066,429.8300587,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,429.8356568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,105,up,0.5,-1,-1,-30,429.831131,429.8356568,430.3294323,430.3294323,430.4039644,430.4039644,430.4039644,430.9091712,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,430.9197832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,106,up,0.5,1.5,1.5,30,430.9101813,430.9197832,431.4024317,431.4024317,431.4868273,431.476886,431.476886,431.9550028,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,431.9624304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,107,down,0.5,-2.5,-2.5,-30,431.9559934,431.9624304,432.4524326,432.4524326,432.5243885,432.5243885,432.5243885,433.294511,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,433.3027791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,108,up,0.5,2,2,30,433.2956543,433.3027791,433.794864,433.794864,433.8701489,433.8701489,433.8701489,434.5882295,0,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,434.5946607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,109,up,0.5,0,0,,434.5892247,434.5946607,435.0872759,435.0872759,435.159859,435.159859,435.159859,435.6885102,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,435.6962622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,110,down,0.5,-1.5,-1.5,-30,435.6895039,435.6962622,436.1870495,436.1870495,436.2601019,436.2601019,436.2601019,436.8556805,1,,,,,,,,,,,,,,,2418,1,2025-08-16_12h48.08.966,tilt_staircase,2024.2.4,None,2025-08-16 12h48.20.531530 -0700
