center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,text_9.started,surround_practice.started,center_practice.started,text_9.stopped,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,text_10.started,surround_practice_2.started,center_practice_2.started,text_10.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,text_2.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,text_2.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,107.30841724993661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,12,66,up,0.1,-2.25,-2.25,-30,107.30308554205112,107.30841724993661,107.30841724993661,107.7985241250135,107.7985241250135,107.87115795898717,107.87115795898717,107.87115795898717,107.80468070902862,108.62671741703525,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,108.63094862503931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,12,67,up,0.1,0.5499999999999999,0.5499999999999999,30,108.62734600005206,108.63094862503931,108.63094862503931,109.12157641700469,109.12157641700469,109.19847287493758,109.19847287493758,109.20438024995383,109.12157641700469,113.2242199999746,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,113.23106891696807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,12,68,up,0.5,-1.5,-1.5,-30,113.22487566701602,113.23106891696807,113.23106891696807,113.72137816704344,113.72137816704344,113.79852666694205,113.79852666694205,113.79852666694205,113.72137816704344,114.40194920904469,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,114.4079941669479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,12,69,up,0.1,-0.55,-0.55,,114.40258004202042,114.4079941669479,114.4079941669479,114.89819450001232,114.89819450001232,114.97064766695257,114.97064766695257,114.97064766695257,114.90382775000762,115.4350130839739,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,115.44109554204624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,12,70,up,0.25,0.0,0.0,,115.43561541696545,115.44109554204624,115.44109554204624,115.93190466694068,115.93190466694068,116.00405383401085,116.00405383401085,116.00405383401085,115.93809237494133,116.55771420896053,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,116.56432450003922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,12,71,down,0.5,1.5,1.5,30,116.55835329194088,116.56432450003922,116.56432450003922,117.05506699997932,117.05506699997932,117.13190258399118,117.13190258399118,117.13190258399118,117.05506699997932,120.30174858402461,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,120.3079702090472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,13,72,up,0.25,0.25,0.25,,120.30240416701417,120.3079702090472,120.3079702090472,120.7985158340307,120.7985158340307,120.87112679204438,120.87112679204438,120.87112679204438,120.80471945903264,121.90831237495877,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,121.91431820904836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,13,73,up,0.25,1.75,1.75,30,121.90895529196132,121.91431820904836,121.91431820904836,122.40510837500915,122.40510837500915,122.48180358402897,122.48180358402897,122.48180358402897,122.40510837500915,123.96820958401076,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,123.9744625419844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,13,74,up,0.1,-0.45000000000000007,-0.45000000000000007,,123.96882112498861,123.9744625419844,123.9744625419844,124.46516891696956,124.46516891696956,124.53773991693743,124.53773991693743,124.53773991693743,124.47116862505209,124.935200292035,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,124.94153820897918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,13,75,up,0.1,-2.15,-2.15,-30,124.93584691698197,124.94153820897918,124.94153820897918,125.4318106250139,125.4318106250139,125.50396124995314,125.50396124995314,125.50396124995314,125.43773816700559,126.07417991699185,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,126.0808249169495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,13,76,up,0.1,0.6499999999999999,0.6499999999999999,30,126.07480095897336,126.0808249169495,126.0808249169495,126.57148875005078,126.57148875005078,126.6485206669895,126.6485206669895,126.6485206669895,126.57148875005078,127.27368337498046,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,127.28100979200099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,13,77,up,0.5,-1.0,-1.0,-30,127.27421220904216,127.28100979200099,127.28100979200099,127.77095208398532,127.77095208398532,127.84845270903315,127.84845270903315,127.84845270903315,127.77095208398532,128.48976983397733,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,128.49849725002423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,14,78,up,0.1,-0.3500000000000001,-0.3500000000000001,,128.49033770896494,128.49849725002423,128.49849725002423,128.9885337089654,128.9885337089654,129.0651765000075,129.0651765000075,129.0651765000075,128.9885337089654,130.2735753339948,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,130.28109579195734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,14,79,up,0.1,0.7499999999999999,0.7499999999999999,30,130.27415037504397,130.28109579195734,130.28109579195734,130.7718625840498,130.7718625840498,130.8485372089781,130.8485372089781,130.8485372089781,130.7718625840498,131.31869487499353,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,131.32427391700912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,14,80,down,0.25,-1.25,-1.25,-30,131.3193075839663,131.32427391700912,131.32427391700912,131.81519170897081,131.81519170897081,131.88754858402535,131.88754858402535,131.88754858402535,131.82113695901353,135.39342424995266,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,135.39770529197995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,14,81,up,0.25,0.5,0.5,,135.39406358404085,135.39770529197995,135.39770529197995,135.88830079196487,135.88830079196487,135.96513641695492,135.96513641695492,135.9710539589869,135.88830079196487,137.67398641700856,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,137.68086879199836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,14,82,up,0.1,-2.05,-2.05,-30,137.6746165419463,137.68086879199836,137.68086879199836,138.17199158400763,138.17199158400763,138.2484407919692,138.2484407919692,138.2484407919692,138.17199158400763,138.8573540840298,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,138.86422058404423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,14,83,up,0.25,2.0,2.0,30,138.8579783750465,138.86422058404423,138.86422058404423,139.35465337499045,139.35465337499045,139.4317518339958,139.4317518339958,139.4317518339958,139.35465337499045,140.14360212499741,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,140.1479324590182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,15,84,up,0.1,-1.15,-1.15,-30,140.14425574999768,140.1479324590182,140.1479324590182,140.63845808396582,140.63845808396582,140.7151208339492,140.7151208339492,140.72129795898218,140.63845808396582,142.990730584017,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,142.9976025839569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,15,85,up,0.1,-0.2500000000000001,-0.2500000000000001,,142.99130579200573,142.9976025839569,142.9976025839569,143.48798854195047,143.48798854195047,143.5650947500253,143.5650947500253,143.5650947500253,143.48798854195047,144.00682129198685,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,144.0142128339503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,15,86,up,0.25,2.25,2.25,30,144.00743608397897,144.0142128339503,144.0142128339503,144.50465587503277,144.50465587503277,144.58175979193766,144.58175979193766,144.58175979193766,144.50465587503277,145.0848489999771,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,145.0908200419508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,15,87,up,0.1,0.8499999999999999,0.8499999999999999,30,145.08547112497035,145.0908200419508,145.0908200419508,145.5814440420363,145.5814440420363,145.6542220839765,145.6542220839765,145.6542220839765,145.586889334023,146.5412680839654,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,146.54746658401564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,15,88,down,0.1,0.4,0.4,,146.54188762500416,146.54746658401564,146.54746658401564,147.0385364999529,147.0385364999529,147.11521587497555,147.11521587497555,147.11521587497555,147.0385364999529,153.37420516693965,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,153.38087033398915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,15,89,up,0.1,-1.9499999999999997,-1.9499999999999997,-30,153.37485516699962,153.38087033398915,153.38087033398915,153.87185041699558,153.87185041699558,153.94841154199094,153.94841154199094,153.94841154199094,153.87185041699558,156.53493404202163,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,156.5412347089732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,16,90,up,0.1,-1.0499999999999998,-1.0499999999999998,-30,156.53558825002983,156.5412347089732,156.5412347089732,157.03180108394008,157.03180108394008,157.10424308397342,157.10424308397342,157.10424308397342,157.03734283393715,158.0346887500491,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,158.03968654200435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,16,91,up,0.25,2.5,2.5,30,158.03525454201736,158.03968654200435,158.03968654200435,158.53078649996314,158.53078649996314,158.60195787495468,158.60195787495468,158.60195787495468,158.53501170896925,159.2017723750323,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,159.20756708399858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,16,92,down,0.1,-0.3500000000000001,-0.3500000000000001,,159.20253883395344,159.20756708399858,159.20756708399858,159.69809141696896,159.69809141696896,159.77094758395106,159.77094758395106,159.77094758395106,159.7038696249947,160.59070870897267,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,160.59745633404236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,16,93,up,0.1,0.5,0.5,,160.59108708403073,160.59745633404236,160.59745633404236,161.08851062494796,161.08851062494796,161.1650692919502,161.1650692919502,161.1650692919502,161.08851062494796,163.82372412504628,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,163.83074591704644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,16,94,up,0.1,-1.8499999999999996,-1.8499999999999996,-30,163.82428779196925,163.83074591704644,163.83074591704644,164.3215937500354,164.3215937500354,164.39765720895957,164.39765720895957,164.39765720895957,164.3215937500354,165.9834489589557,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,165.98781258403324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,16,95,down,0.1,0.7499999999999999,0.7499999999999999,30,165.9840901249554,165.98781258403324,165.98781258403324,166.48168674996123,166.48168674996123,166.55436962493695,166.55436962493695,166.55436962493695,166.48168674996123,167.1242909169523,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,167.13080754200928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,17,96,down,0.1,-1.9499999999999997,-1.9499999999999997,-30,167.12491733394563,167.13080754200928,167.13080754200928,167.62176258396357,167.62176258396357,167.69841175002512,167.69841175002512,167.69841175002512,167.62176258396357,168.2064750000136,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,168.21443775005173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,1,17,97,down,0.1,-1.15,-1.15,-30,168.20709495898336,168.21443775005173,168.21443775005173,168.7050329169724,168.7050329169724,168.78171379200649,168.78171379200649,168.78171379200649,168.7050329169724,171.54090254195035,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,171.54739816696383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,2,17,98,down,0.1,2.4,2.4,30,171.54153304197825,171.54739816696383,171.54739816696383,172.04080004198477,172.04080004198477,172.11886470904574,172.11886470904574,172.11886470904574,172.04080004198477,172.72361770900898,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,172.73102674994152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,17,99,up,0.1,-0.2500000000000001,-0.2500000000000001,,172.72422550001647,172.73102674994152,172.73102674994152,173.22175916703418,173.22175916703418,173.29848912497982,173.29848912497982,173.29848912497982,173.22175916703418,174.1237728749402,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,174.13074970897287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,17,100,up,0.1,0.8499999999999999,0.8499999999999999,30,174.1244137090398,174.13074970897287,174.13074970897287,174.62141279201023,174.62141279201023,174.69846016704105,174.69846016704105,174.69846016704105,174.62141279201023,175.15702641697135,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,175.1641947500175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,17,101,down,0.1,0.4,0.4,,175.1576482920209,175.1641947500175,175.1641947500175,175.6549982089782,175.6549982089782,175.73168529197574,175.73168529197574,175.73168529197574,175.6549982089782,176.50193987495732,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,176.50649570894893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,0,18,102,up,0.1,-1.8499999999999996,-1.8499999999999996,-30,176.50248208397534,176.50649570894893,176.50649570894893,176.99850979202893,176.99850979202893,177.0707831250038,177.0707831250038,177.0707831250038,177.0039846249856,177.6499922920484,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,177.65409416693728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,4,18,103,up,0.1,0.5,0.5,,177.65060187503695,177.65409416693728,177.65409416693728,178.148284416995,178.148284416995,178.22118975000922,178.22118975000922,178.22118975000922,178.148284416995,179.68996633403003,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,179.69736966700293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,3,18,104,up,0.1,0.9499999999999998,0.9499999999999998,30,179.6906028749654,179.69736966700293,179.69736966700293,180.18809362500906,180.18809362500906,180.26497279200703,180.26497279200703,180.26497279200703,180.18809362500906,182.28522833401803,1,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
,,,,,,,,,,,,,,,,,,,,,,,182.29160487500485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5, 0.25, 0.1]",lin,1,1,7,5,18,105,up,0.1,-0.1500000000000001,-0.1500000000000001,,182.28591662494,182.29160487500485,182.29160487500485,182.7817600000417,182.7817600000417,182.85409995901864,182.85409995901864,182.85409995901864,182.78743604198098,183.47417225001846,0,,,,,,,,716259,001,2025-08-14_16h17.39.902,tilt_staircase,2024.2.4,None,2025-08-14 16h17.49.994843 -0700,
