center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,143.03718641598243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,72,down,0.5,0.0,0.0,,143.03035649994854,143.03718641598243,143.52471170795616,143.52471170795616,143.5986260829959,143.5986260829959,143.5986260829959,145.04455954092555,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,145.0519929579459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,73,down,0.5,0.5,0.5,30,145.0455318329623,145.0519929579459,145.54123550001532,145.54123550001532,145.61564804101363,145.61564804101363,145.61564804101363,146.01266312494408,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,146.0201281659538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,74,up,0.5,-1.5,-1.5,-30,146.01378329098225,146.0201281659538,146.5082033330109,146.5082033330109,146.59203062497545,146.57899316598196,146.57899316598196,147.1449109580135,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,147.15366516599897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,75,down,0.5,1.0,1.0,30,147.14637899992522,147.15366516599897,147.64287350000814,147.64287350000814,147.71575537498575,147.71575537498575,147.71575537498575,148.52711274998728,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,148.53516112500802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,76,down,0.5,0.0,0.0,,148.52811320801266,148.53516112500802,149.02465558296535,149.02465558296535,149.0988906659186,149.0988906659186,149.0988906659186,149.76991216593888,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,149.77537670801394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,77,down,0.5,-1.5,-1.5,-30,149.77090000000317,149.77537670801394,150.26760808296967,150.26760808296967,150.34875574999023,150.34270741592627,150.34270741592627,151.22038779093418,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,151.22573829093017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,78,down,0.5,-2.0,-2.0,-30,151.22139958292246,151.22573829093017,151.71794837492052,151.71794837492052,151.79896766599268,151.79276016599033,151.79276016599033,152.5115235829726,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,152.52059695799835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,79,down,0.5,-2.0,-2.0,-30,152.5133585409494,152.52059695799835,153.0082231250126,153.0082231250126,153.0819435409503,153.0819435409503,153.0819435409503,153.73375954094809,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,153.74254562496208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,80,up,0.5,0.5,0.5,,153.7350094160065,153.74254562496208,154.23392124997918,154.23392124997918,154.30935604101978,154.30935604101978,154.30935604101978,156.8003242079867,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,156.8085787909804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,81,up,0.5,1.0,1.0,30,156.80137012491468,156.8085787909804,157.30141691595782,157.30141691595782,157.37609379098285,157.37609379098285,157.37609379098285,157.82002191594802,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,157.82531183294486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,82,up,0.5,0.5,0.5,,157.82099149993155,157.82531183294486,158.31796079094056,158.31796079094056,158.3991212499095,158.39273887500167,158.39273887500167,161.0115151249338,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,161.01999212498777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,83,down,0.5,0.5,0.5,30,161.0126900000032,161.01999212498777,161.50793770793825,161.50793770793825,161.58210462494753,161.58210462494753,161.58210462494753,162.14438441593666,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,162.15230037493166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,84,up,0.5,1.0,1.0,30,162.14570004097186,162.15230037493166,162.6420852500014,162.6420852500014,162.71533516596537,162.71533516596537,162.71533516596537,163.27817149995826,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,163.28681879094802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,85,down,0.5,-2.5,-2.5,-30,163.27993795799557,163.28681879094802,163.7745470829541,163.7745470829541,163.84859979094472,163.84859979094472,163.84859979094472,164.43183762498666,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,164.44128374999855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,86,up,0.5,1.5,1.5,30,164.433118582936,164.44128374999855,164.92520620801952,164.92520620801952,165.00946445798036,164.99888795800507,164.99888795800507,165.6281814579852,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,165.636394290952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,87,down,0.5,0.0,0.0,,165.62948320794385,165.636394290952,166.1254232909996,166.1254232909996,166.19875458301976,166.19875458301976,166.19875458301976,168.27796091593336,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,168.28541804093402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,88,down,0.5,-2.5,-2.5,-30,168.27902249991894,168.28541804093402,168.77461445797235,168.77461445797235,168.84860287501942,168.84860287501942,168.84860287501942,169.4670777079882,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,169.47555833298247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,89,up,0.5,1.0,1.0,,169.4681616659509,169.47555833298247,169.96789733297192,169.96789733297192,170.0424282499589,170.0424282499589,170.0424282499589,170.64818949997425,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,170.65816095797345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,90,up,0.5,2.0,2.0,30,170.6491510409396,170.65816095797345,171.14135024999268,171.14135024999268,171.22613949992228,171.2151534159202,171.2151534159202,172.08330416597892,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,172.09126670798287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,91,down,0.5,0.5,0.5,,172.08428970794193,172.09126670798287,172.57454437494744,172.57454437494744,172.65931004099548,172.647547832923,172.647547832923,173.2670248330105,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,173.27503212494776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,92,up,0.5,0.5,0.5,,173.26804570795503,173.27503212494776,173.76499666599557,173.76499666599557,173.84130074991845,173.84130074991845,173.84130074991845,175.6283766659908,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,175.6366899999557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,93,up,0.5,1.5,1.5,30,175.62955441593658,175.6366899999557,176.12542141601443,176.12542141601443,176.19918804091867,176.19918804091867,176.19918804091867,177.0438817909453,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,177.04943358292803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,94,up,0.5,-2.0,-2.0,-30,177.0449405409163,177.04943358292803,177.54128779098392,177.54128779098392,177.61519820801914,177.61519820801914,177.61519820801914,178.10054349992424,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,178.1087626250228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,95,up,0.5,-2.0,-2.0,-30,178.1016556249233,178.1087626250228,178.6011324999854,178.6011324999854,178.6758662079228,178.6758662079228,178.6758662079228,179.76661699998658,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,179.77468312496785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,96,up,0.5,1.0,1.0,,179.76761799992528,179.77468312496785,180.26741087494884,180.26741087494884,180.3427637909772,180.3427637909772,180.3427637909772,180.86089687491767,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,180.86918554094154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,97,down,0.5,-2.5,-2.5,-30,180.86230195790995,180.86918554094154,181.35886945796665,181.35886945796665,181.4297094999347,181.4297094999347,181.4297094999347,182.09453908295836,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,182.10275791597087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,98,down,0.5,1.0,1.0,30,182.09589695790783,182.10275791597087,182.59139137493912,182.59139137493912,182.66586512501817,182.66586512501817,182.66586512501817,183.31665833294392,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,183.3252705829218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,99,down,0.5,-2.5,-2.5,-30,183.31810195802245,183.3252705829218,183.817422040971,183.817422040971,183.89225633291062,183.89225633291062,183.89225633291062,184.6615898750024,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,184.67031870794017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,100,down,0.5,0.0,0.0,,184.66332599997986,184.67031870794017,185.15792679099832,185.15792679099832,185.2324956660159,185.2324956660159,185.2324956660159,189.26018054096494,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,189.26831416599452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,101,down,0.5,1.5,1.5,30,189.26117604097817,189.26831416599452,189.7507277079858,189.7507277079858,189.8317657909356,189.82595362490974,189.82595362490974,190.37015391595196,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,190.37564616592135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,102,down,0.5,1.0,1.0,30,190.3711102079833,190.37564616592135,190.86737595801242,190.86737595801242,190.9478925409494,190.9478925409494,190.9478925409494,193.95345999998972,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,193.95888945797924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,103,up,0.5,0.5,0.5,,193.9544299999252,193.95888945797924,194.4503922079457,194.4503922079457,194.53189587499946,194.52603558299597,194.52603558299597,194.97714395797811,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,194.98469508299604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,104,down,0.5,0.5,0.5,,194.97809987491928,194.98469508299604,195.4745034580119,195.4745034580119,195.54924291593488,195.54924291593488,195.54924291593488,196.2532799160108,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,196.25894087494817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,105,up,0.5,-2.0,-2.0,-30,196.25376466591842,196.25894087494817,196.74930725002196,196.74930725002196,196.82995133299846,196.82472187501844,196.82472187501844,197.41039154096507,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,197.41742533294018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,106,up,0.5,-2.0,-2.0,-30,197.41143645800184,197.41742533294018,197.9080079579726,197.9080079579726,197.98275433294475,197.98275433294475,197.98275433294475,200.51149504096247,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,200.51982045790646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,107,down,0.5,0.5,0.5,30,200.5128280830104,200.51982045790646,201.0081467910204,201.0081467910204,201.08051070792135,201.08051070792135,201.08051070792135,201.6985725829145,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,201.70767345791683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,108,down,0.5,-2.5,-2.5,-30,201.69958479097113,201.70767345791683,202.1923919999972,202.1923919999972,202.2759457079228,202.26467075000983,202.26467075000983,206.2943407499697,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,206.30312162498012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,109,down,0.5,0.0,0.0,,206.2960638749646,206.30312162498012,206.79142537491862,206.79142537491862,206.86312499991618,206.86312499991618,206.86312499991618,208.81194174999837,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,208.82100837491453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,110,down,0.5,0.0,0.0,,208.81385154090822,208.82100837491453,209.3077958750073,209.3077958750073,209.38214370794594,209.38214370794594,209.38214370794594,210.81127237493638,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,210.81939079100266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,111,up,0.5,1.5,1.5,30,210.81240391591564,210.81939079100266,211.30775179096963,211.30775179096963,211.38237741601188,211.38237741601188,211.38237741601188,212.24474833300337,0,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,212.25343170796987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,112,up,0.5,-1.5,-1.5,-30,212.24657462490723,212.25343170796987,212.7413624159526,212.7413624159526,212.81384049996268,212.81384049996268,212.81384049996268,213.59458375000395,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,213.6028830410214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,113,up,0.5,1.0,1.0,30,213.59570758300833,213.6028830410214,214.09224908298347,214.09224908298347,214.1651561659528,214.1651561659528,214.1651561659528,218.18560474994592,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,218.19111770798918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,114,up,0.5,0.5,0.5,,218.18666079093236,218.19111770798918,218.68460325000342,218.68460325000342,218.7592050830135,218.7592050830135,218.7592050830135,219.56702550000045,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
,,,,,,,,,,,,,,,,,,,,,,,219.5751256250078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,115,down,0.5,-2.0,-2.0,-30,219.56803187495098,219.5751256250078,220.06752762501128,220.06752762501128,220.14254095801152,220.14254095801152,220.14254095801152,221.1029463330051,1,,,,,,,,730109,001,2025-08-15_12h13.30.959,tilt_staircase,2024.2.4,None,2025-08-15 12h13.38.075185 -0700,
