center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,surround_angle,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,136.9058782500215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,72,up,0.5,0.0,0.0,136.90138108306564,136.9058782500215,137.39653558307327,137.39653558307327,137.47304804099258,137.47304804099258,137.47980416601058,137.99131650000345,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,137.99946279102005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,73,up,0.5,-2.5,-2.5,137.99238891608547,137.99946279102005,138.48841079103295,138.48841079103295,138.56273937504739,138.56273937504739,138.56273937504739,141.05202050006483,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,141.05878804100212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,74,down,0.5,0.5,0.5,141.05326541606337,141.05878804100212,141.5485899160849,141.5485899160849,141.6231656250311,141.6231656250311,141.6294883750379,142.4086331659928,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,142.41747550002765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,75,up,0.5,2.0,2.0,142.41032866598107,142.41747550002765,142.9052584579913,142.9052584579913,142.97952962503769,142.97952962503769,142.97952962503769,148.08096558297984,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,148.0888483329909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,76,up,0.5,1.5,1.5,148.0817350000143,148.0888483329909,148.58054083306342,148.58054083306342,148.65607883303892,148.65607883303892,148.65607883303892,149.19710616604425,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,149.2052687080577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,77,up,0.5,-3.5,-3.5,149.19811604102142,149.2052687080577,149.69643679098226,149.69643679098226,149.7730258749798,149.7730258749798,149.7730258749798,150.41594883298967,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,150.42157095798757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,78,up,0.5,1.0,1.0,150.41696162498556,150.42157095798757,150.91460266604554,150.91460266604554,150.98929133301135,150.98929133301135,150.98929133301135,151.7307195829926,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,151.73865062498953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,79,up,0.5,-3.0,-3.0,151.73169958300423,151.73865062498953,152.23058450000826,152.23058450000826,152.30651537503581,152.30651537503581,152.30651537503581,153.3557174160378,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,153.36133908305783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,80,down,0.5,-0.5,-0.5,153.3567256249953,153.36133908305783,153.8495765409898,153.8495765409898,153.9229187500896,153.9229187500896,153.92858000006527,154.91396375000477,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,154.92220408306457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,81,up,0.5,2.0,2.0,154.91499900002964,154.92220408306457,155.41453762503807,155.41453762503807,155.48934937501326,155.48934937501326,155.48934937501326,156.66696954099461,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,156.6722307910677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,82,down,0.5,-3.0,-3.0,156.66793908306863,156.6722307910677,157.164993833052,157.164993833052,157.2397151660407,157.2397151660407,157.2456899160752,157.78359970799647,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,157.7889493330149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,83,down,0.5,1.5,1.5,157.78454758308362,157.7889493330149,158.28116158302873,158.28116158302873,158.355964541086,158.355964541086,158.3608572500525,159.04765437508468,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,159.05604658299126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,84,up,0.5,-2.5,-2.5,159.04875987500418,159.05604658299126,159.54814850003459,159.54814850003459,159.62257779098582,159.62257779098582,159.62257779098582,161.74045945808757,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,161.74843345803674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,85,up,0.5,-2.5,-2.5,161.74142750003375,161.74843345803674,162.23295679106377,162.23295679106377,162.30622020806186,162.30622020806186,162.3143302500248,163.6808918750612,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,163.68915533309337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,86,down,0.5,1.5,1.5,163.68197445804253,163.68915533309337,164.18162908300292,164.18162908300292,164.25630929099862,164.25630929099862,164.25630929099862,164.79171904106624,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,164.80052645807154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,87,down,0.5,-1.0,-1.0,164.79353525000624,164.80052645807154,165.28820237505715,165.28820237505715,165.36298254108988,165.36298254108988,165.36298254108988,165.85832025005948,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,165.86610149999615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,88,down,0.5,0.5,0.5,165.85937362501863,165.86610149999615,166.35543754103128,166.35543754103128,166.4298885000171,166.4298885000171,166.4298885000171,167.21701145800762,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,167.22239300003275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,89,up,0.5,2.0,2.0,167.2179667080054,167.22239300003275,167.71477012499236,167.71477012499236,167.78984770807438,167.78984770807438,167.79630512499716,170.40816958306823,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,170.41657900006976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,90,down,0.5,-3.0,-3.0,170.40943450003397,170.41657900006976,170.90580566599965,170.90580566599965,170.97844187507872,170.97844187507872,170.97844187507872,171.4975799160311,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,171.50553487509023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,91,down,0.5,-3.0,-3.0,171.49859595799353,171.50553487509023,171.99800204101484,171.99800204101484,172.0720470000524,172.0720470000524,172.0720470000524,172.67488308309112,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,172.6830222910503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,92,up,0.5,-0.5,-0.5,172.67602787504438,172.6830222910503,173.17149016598705,173.17149016598705,173.24635904107708,173.24635904107708,173.24635904107708,174.90824954106938,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,174.91715366602875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,93,down,0.5,1.5,1.5,174.90986033307854,174.91715366602875,175.40507937502116,175.40507937502116,175.4787603750592,175.4787603750592,175.4787603750592,178.17533466604073,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,178.18262462504208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,94,down,0.5,0.0,0.0,178.17689750005957,178.18262462504208,178.67251812503673,178.67251812503673,178.7453607500065,178.7453607500065,178.7453607500065,179.31419837498106,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,179.3222612499958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,95,up,0.5,2.0,2.0,179.31522083305754,179.3222612499958,179.81447387498338,179.81447387498338,179.88923745800275,179.88923745800275,179.88923745800275,180.56103983300272,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,180.57265229104087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,96,up,0.5,0.0,0.0,180.56201266602147,180.57265229104087,181.0559368750546,181.0559368750546,181.12858066603076,181.12858066603076,181.1393560830038,181.8997004160192,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,181.90529675001744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,97,down,0.5,1.0,1.0,181.90069575002417,181.90529675001744,182.39819779107347,182.39819779107347,182.47300100000575,182.47300100000575,182.47888658300508,184.41798408306204,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,184.42489083309192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,98,up,0.5,-2.5,-2.5,184.41899450006895,184.42489083309192,184.91554733307566,184.91554733307566,184.9897253330564,184.9897253330564,184.99584704102017,185.7303800410591,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,185.73843862500507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,99,up,0.5,-2.5,-2.5,185.7314325410407,185.73843862500507,186.23181783303153,186.23181783303153,186.30626295797992,186.30626295797992,186.30626295797992,186.9141962910071,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,186.9226213330403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,100,up,0.5,2.5,2.5,186.9152149159927,186.9226213330403,187.41497945808806,187.41497945808806,187.48971937503666,187.48971937503666,187.48971937503666,188.94746070809197,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,188.9545255000703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,101,up,0.5,0.5,0.5,188.9484291659901,188.9545255000703,189.44768641598057,189.44768641598057,189.5227952080313,189.5227952080313,189.5227952080313,189.9405837910017,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,189.94616150006186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,102,down,0.5,2.0,2.0,189.94174187502358,189.94616150006186,190.4393075830303,190.4393075830303,190.50999912503175,190.50999912503175,190.50999912503175,191.05738000001293,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,191.06503679102752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,103,down,0.5,-0.5,-0.5,191.0582772080088,191.06503679102752,191.5561552500585,191.5561552500585,191.62798624997959,191.62798624997959,191.62798624997959,192.1750274579972,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,192.18344904098194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,104,down,0.5,0.5,0.5,192.17614462506026,192.18344904098194,192.67262904101517,192.67262904101517,192.74326666607521,192.74326666607521,192.74326666607521,193.24600000004284,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,193.25487183302175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,105,up,0.5,1.0,1.0,193.24657320801634,193.25487183302175,193.7447297500912,193.7447297500912,193.8218175000511,193.8218175000511,193.8218175000511,194.52433441602625,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,194.52962183300406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,106,up,0.5,-2.0,-2.0,194.52528050006367,194.52962183300406,195.0216838750057,195.0216838750057,195.09417575004045,195.09417575004045,195.09417575004045,196.60731004108675,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,196.6157478330424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,107,up,0.5,-2.0,-2.0,196.60836950002704,196.6157478330424,197.097308541066,197.097308541066,197.17252962500788,197.17252962500788,197.17691024998203,198.18035991606303,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,198.1886717909947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,108,up,0.5,0.0,0.0,198.1813893750077,198.1886717909947,198.68094874999952,198.68094874999952,198.7552990410477,198.7552990410477,198.7552990410477,199.80827625002712,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,199.81672083307058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,109,up,0.5,2.5,2.5,199.80976000009105,199.81672083307058,200.30486287502572,200.30486287502572,200.37629766599275,200.37629766599275,200.37629766599275,202.0311341660563,0,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,202.0394956660457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,110,up,0.5,-1.5,-1.5,202.03233829105739,202.0394956660457,202.53165941603947,202.53165941603947,202.60615937504917,202.60615937504917,202.60615937504917,203.0640577080194,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,203.0721565000713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,111,down,0.5,-2.5,-2.5,203.06510420807172,203.0721565000713,203.5643307500286,203.5643307500286,203.63936775003094,203.63936775003094,203.63936775003094,204.70846525009256,0,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,204.7160967080854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,112,down,0.5,0.5,0.5,204.709702666034,204.7160967080854,205.20629375008866,205.20629375008866,205.27910154103301,205.27910154103301,205.27910154103301,205.79452724999283,1,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,205.80502316600177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,113,up,0.5,1.0,1.0,205.79552054102533,205.80502316600177,206.28818708308972,206.28818708308972,206.3599815410562,206.3599815410562,206.37291383300908,209.56756079103798,1,15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,209.5892104160739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,114,up,0.5,0.5,0.5,209.56863954104483,209.5892104160739,210.06496770808008,210.06496770808008,210.13942850008607,210.13942850008607,210.14533862506505,211.2839475410292,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,211.28940729098395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,20,115,up,0.5,-2.0,-2.0,211.28495404100977,211.28940729098395,211.78090987505857,211.78090987505857,211.85618808306754,211.85618808306754,211.86245958309155,212.74677399999928,1,-15,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
,,,,,,,,,,,,,,,,,,,,,,,212.75509741599672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,116,down,0.5,0.0,0.0,212.74776816600934,212.75509741599672,213.2483568750322,213.2483568750322,213.32273616606835,213.32273616606835,213.32273616606835,216.20823508303147,0,,,,,,,,,789846,001,2025-08-15_12h03.37.872,tilt_staircase,2024.2.4,None,2025-08-15 12h03.51.100407 -0700,
