center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,test.started,surround_practice_3.started,center_practice_3.started,key_resp_7.started,test.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,text_3.started,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,569.89122974989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,11,64,up,0.5,-4.0,-4.0,-30,569.8845102910418,569.89122974989,570.380913208006,570.380913208006,570.4553443749901,570.4553443749901,570.4553443749901,571.1340461249929,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,571.1423077499494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,11,65,up,0.5,2.0,2.0,30,571.1353127500042,571.1423077499494,571.6319748749956,571.6319748749956,571.7048489579465,571.7048489579465,571.7048489579465,572.2341817498673,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,572.2428199579008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,66,up,0.5,2.5,2.5,30,572.2358287910465,572.2428199579008,572.7315712498967,572.7315712498967,572.8048672499135,572.8048672499135,572.8048672499135,573.322526749922,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,573.3309068328235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,67,up,0.5,3.0,3.0,30,573.323514000047,573.3309068328235,573.8241904578172,573.8241904578172,573.8986262909602,573.8986262909602,573.8986262909602,574.9224020410329,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,574.9310251658317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,68,up,0.5,-3.5,-3.5,-30,574.9234780408442,574.9310251658317,575.4238978328649,575.4238978328649,575.4985765409656,575.4985765409656,575.4985765409656,576.2163657909259,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,576.2243402500171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,69,up,0.5,0.5,0.5,,576.2174145409372,576.2243402500171,576.7153487498872,576.7153487498872,576.7881676249672,576.7881676249672,576.7881676249672,577.7002568328753,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,577.7077494158875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,70,up,0.5,0.5,0.5,,577.7011147078592,577.7077494158875,578.1987602079753,578.1987602079753,578.2693298328668,578.2693298328668,578.2693298328668,579.0169616248459,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,579.0248855408281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,71,down,0.5,-3.5,-3.5,-30,579.017952041002,579.0248855408281,579.5153836659156,579.5153836659156,579.5888659998309,579.5888659998309,579.5888659998309,580.5495057499502,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,580.5704092909582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,72,up,0.5,3.0,3.0,30,580.5502191658597,580.5704092909582,581.0407313748728,581.0407313748728,581.1153262909502,581.1153262909502,581.1216144999489,582.5712132079061,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,582.5811406660359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,73,up,0.5,-3.0,-3.0,-30,582.5725267909002,582.5811406660359,583.0737081659026,583.0737081659026,583.1485790000297,583.1485790000297,583.1485790000297,583.917533832835,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,583.9259303328581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,74,up,0.5,3.5,3.5,30,583.9189688328188,583.9259303328581,584.4153948749881,584.4153948749881,584.4878313329536,584.4878313329536,584.4878313329536,585.6878361660056,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,585.6977609999012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,75,up,0.5,1.0,1.0,,585.6888392500114,585.6977609999012,586.1809871250298,586.1809871250298,586.2539437080268,586.2539437080268,586.2653744579293,586.9240402909927,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,586.9321816659067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,76,up,0.5,-3.0,-3.0,-30,586.9252984579653,586.9321816659067,587.4243054578546,587.4243054578546,587.4985342079308,587.4985342079308,587.4985342079308,588.1566395829432,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,588.1646443749778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,77,up,0.5,1.0,1.0,,588.1578242909163,588.1646443749778,588.6572189999279,588.6572189999279,588.7320523329545,588.7320523329545,588.7320523329545,589.4374236250296,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,589.4480434579309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,78,up,0.5,3.5,3.5,30,589.4384553330019,589.4480434579309,589.9319811658934,589.9319811658934,590.0037417910062,590.0037417910062,590.0152629159857,590.5716608748771,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,590.5808530829381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,79,up,0.5,1.5,1.5,,590.5726320408285,590.5808530829381,591.0734859998338,591.0734859998338,591.1485758328345,591.1485758328345,591.1485758328345,591.7506222079974,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,591.7579476248939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,80,up,0.5,-2.5,-2.5,-30,591.7518132498953,591.7579476248939,592.2485516248271,592.2485516248271,592.3209827910177,592.3209827910177,592.3209827910177,593.6175085830037,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,593.6259624159429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,81,down,0.5,0.5,0.5,,593.6191767498385,593.6259624159429,594.1150968328584,594.1150968328584,594.1886760408524,594.1886760408524,594.1886760408524,594.7933523328975,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,594.7988412498962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,82,up,0.5,-2.5,-2.5,-30,594.7943417909555,594.7988412498962,595.2902148328722,595.2902148328722,595.3653106249403,595.3653106249403,595.370988540817,595.8873397908174,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,595.8976658750325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,83,down,0.5,3.0,3.0,30,595.8884054999799,595.8976658750325,596.3820019159466,596.3820019159466,596.4523955830373,596.4523955830373,596.4656289999839,597.5231670408975,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,597.5314704158809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,84,up,0.5,3.5,3.5,30,597.5243585410062,597.5314704158809,598.022719624918,598.022719624918,598.0987502909265,598.0987502909265,598.0987502909265,598.9833636658732,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,598.9912892079446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,85,up,0.5,1.0,1.0,,598.9843360409141,598.9912892079446,599.482019332936,599.482019332936,599.5550658330321,599.5550658330321,599.5550658330321,600.1508757499978,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,600.1597447078675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,86,down,0.5,1.0,1.0,,600.1523416659329,600.1597447078675,600.6475934998598,600.6475934998598,600.7213872908615,600.7213872908615,600.7213872908615,601.5881128329784,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,601.5974290829618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,87,down,0.5,-3.0,-3.0,-30,601.5892389158253,601.5974290829618,602.0814497908577,602.0814497908577,602.1536201660056,602.1536201660056,602.165347083006,602.9837640409824,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,602.9916994159576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,88,up,0.5,-2.0,-2.0,-30,602.9848302500322,602.9916994159576,603.4808498749044,603.4808498749044,603.5550657080021,603.5550657080021,603.5550657080021,604.2675224158447,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,604.2762132908683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,89,up,0.5,4.0,4.0,30,604.2689513750374,604.2762132908683,604.7647690000013,604.7647690000013,604.8373496248387,604.8373496248387,604.8373496248387,605.3335861249361,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,605.3415994578972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,90,down,0.5,0.5,0.5,,605.3349666658323,605.3415994578972,605.8321957909502,605.8321957909502,605.905315333046,605.905315333046,605.905315333046,606.7556555408519,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,606.7640777500346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,91,up,0.5,4.0,4.0,30,606.7566757909954,606.7640777500346,607.2578122499399,607.2578122499399,607.3318170828279,607.3318170828279,607.3318170828279,607.9005057909526,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,607.9085238329135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,92,up,0.5,-1.5,-1.5,-30,607.9014981659129,607.9085238329135,608.3985579998698,608.3985579998698,608.4715942910407,608.4715942910407,608.4715942910407,609.0038777908776,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,609.0143630828243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,93,down,0.5,0.5,0.5,,609.004912290955,609.0143630828243,609.4976817078423,609.4976817078423,609.5702157909982,609.5702157909982,609.5821140829939,610.3675067080185,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,610.3764895410277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,94,down,0.5,3.5,3.5,30,610.369295374956,610.3764895410277,610.8652349999174,610.8652349999174,610.9376774579287,610.9376774579287,610.9376774579287,611.9166773329489,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,611.9248185828328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,95,up,0.5,-2.5,-2.5,-30,611.9179545829538,611.9248185828328,612.4144588748459,612.4144588748459,612.4881234578788,612.4881234578788,612.4881234578788,613.2002319579478,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,613.2115867498796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,96,down,0.5,3.5,3.5,30,613.2022878329735,613.2115867498796,613.6978177079,613.6978177079,613.7710805409588,613.7710805409588,613.7710805409588,614.3333137908485,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,614.340816832846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,97,up,0.5,1.0,1.0,,614.3347218749113,614.340816832846,614.8317997909617,614.8317997909617,614.9050133749843,614.9050133749843,614.9050133749843,615.7393857080024,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,615.7477850408759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,98,down,0.5,-2.0,-2.0,-30,615.7404835410416,615.7477850408759,616.2403794578277,616.2403794578277,616.3154442908708,616.3154442908708,616.3154442908708,616.8001387498807,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,616.8083368330263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,99,down,0.5,3.0,3.0,30,616.8011495410465,616.8083368330263,617.2985157079529,617.2985157079529,617.3714248749893,617.3714248749893,617.3714248749893,617.8709981660359,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,617.880764957983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,100,down,0.5,0.0,0.0,,617.872050832957,617.880764957983,618.3646934579592,618.3646934579592,618.4354899579193,618.4354899579193,618.448896958027,619.051364999963,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,619.0600349160377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,101,up,0.5,-2.0,-2.0,-30,619.0527578329202,619.0600349160377,619.5476113748737,619.5476113748737,619.6217359998263,619.6217359998263,619.6217359998263,620.1377046660054,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,620.1473687910475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,102,down,0.5,2.5,2.5,30,620.1392257078551,620.1473687910475,620.6312971250154,620.6312971250154,620.7037082498427,620.7037082498427,620.7152247908525,621.2228514999151,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,621.2308957499918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,103,down,0.5,-2.5,-2.5,-30,621.2238389160484,621.2308957499918,621.7241492909379,621.7241492909379,621.7986043328419,621.7986043328419,621.7986043328419,622.4725137078203,1,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,622.4809482910205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,104,down,0.5,3.0,3.0,30,622.4737024158239,622.4809482910205,622.973989916034,622.973989916034,623.0483850829769,623.0483850829769,623.0483850829769,623.7554753329605,0,,,,,,,,,,,,,,,daniel,001,2025-08-18_18h22.17.637,tilt_staircase,2024.2.4,None,2025-08-18 18h22.38.209282 -0400,
