center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,475.95582495800045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,69,up,0.5,-1.5,-1.5,,475.9478374159953,475.95582495800045,476.44304966599884,476.44304966599884,476.51536670800124,476.51536670800124,476.9790355829973,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,476.98819154100056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,70,up,1,-3,-3,30,476.98017204099597,476.98819154100056,477.47622645799856,477.47622645799856,477.54849541599833,477.54849541599833,478.0621960829958,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,478.0715075409971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,71,down,0.5,-4.0,-4.0,-30,478.06335074999515,478.0715075409971,478.55979045799904,478.55979045799904,478.6321606659985,478.6321606659985,479.06369487499614,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,479.07391795799776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,72,up,0.5,-6.5,-6.5,-30,479.0655392499975,479.07391795799776,479.55992029099434,479.55992029099434,479.632111040999,479.632111040999,480.1685213749952,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,480.19319983299647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,73,up,1,-2,-2,30,480.1698065829987,480.19319983299647,480.6686765409977,480.6686765409977,480.7426229579942,480.7426229579942,481.19597016599437,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,481.2062667499995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,74,up,0.5,-0.5,-0.5,,481.1977934999959,481.2062667499995,481.693204915995,481.693204915995,481.7654052079961,481.7654052079961,482.23538116599957,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,482.24569899999915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,75,up,0.5,-1.0,-1.0,,482.23673895799584,482.24569899999915,482.7354241659996,482.7354241659996,482.8104443330012,482.8104443330012,483.43582191599853,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,483.4455808329949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,76,up,0.5,-3.5,-3.5,-30,483.43712999999843,483.4455808329949,483.93535549999797,483.93535549999797,484.01044916599494,484.01044916599494,484.62917866600037,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,484.63908437499776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,77,up,0.5,4.5,4.5,30,484.63060108300124,484.63908437499776,485.1267864159963,485.1267864159963,485.19927499999903,485.19927499999903,485.7800879159986,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,485.79037995799445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,78,up,0.5,-0.5,-0.5,,485.7818565829948,485.79037995799445,486.27665537499706,486.27665537499706,486.34971816599864,486.34971816599864,487.21859379099624,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,487.243575415996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,79,up,0.5,0.0,0.0,,487.2197320829946,487.243575415996,487.7199364159969,487.7199364159969,487.7939981659947,487.7939981659947,488.27936158299417,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,488.2893493329975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,80,down,0.5,-4.0,-4.0,-30,488.2807742079967,488.2893493329975,488.77672333299415,488.77672333299415,488.84896920799656,488.84896920799656,489.5180205409997,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,489.5271841249996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,81,down,0.5,4.0,4.0,30,489.51937441599875,489.5271841249996,490.01909645799606,490.01909645799606,490.0941004999986,490.0941004999986,490.7630218329941,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,490.77374508299545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,82,up,0.5,-6.0,-6.0,-30,490.76511991599546,490.77374508299545,491.2603440409948,491.2603440409948,491.3320961249992,491.3320961249992,492.06295249999675,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,492.0723998329995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,83,up,1,-1,-1,30,492.0642622079977,492.0723998329995,492.56027020799957,492.56027020799957,492.63376266599516,492.63376266599516,493.3852650409972,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,493.41008762499405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,84,down,0.5,3.5,3.5,30,493.3867929159969,493.41008762499405,493.88633470799687,493.88633470799687,493.9608428329957,493.9608428329957,494.5346730409947,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,494.543775457998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,85,down,0.5,-1.0,-1.0,,494.5358861249988,494.543775457998,495.0357234580006,495.0357234580006,495.1108894159988,495.1108894159988,495.5309860829948,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,495.540601875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,86,down,0.5,-0.5,-0.5,,495.53240549999464,495.540601875,496.02713524999854,496.02713524999854,496.1006422079954,496.1006422079954,496.61306958299974,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,496.62250137500087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,87,down,0.5,-6.5,-6.5,-30,496.61438062499656,496.62250137500087,497.11037858299824,497.11037858299824,497.1829186249961,497.1829186249961,497.91432166599407,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,497.9242079999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,88,down,0.5,-4.5,-4.5,-30,497.9158827499996,497.9242079999967,498.41045791599754,498.41045791599754,498.482709625001,498.482709625001,499.212998832998,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,499.21972537499823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,89,down,0.5,-1.5,-1.5,30,499.21364920799533,499.21972537499823,499.71040699999867,499.71040699999867,499.7824040829946,499.7824040829946,500.38025787499646,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,500.38985470799526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,90,up,0.5,-1.0,-1.0,30,500.38166033299785,500.38985470799526,500.8771962499959,500.8771962499959,500.9492462499984,500.9492462499984,501.479709332998,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,501.48891549999826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,91,down,0.5,3.0,3.0,30,501.4808569579982,501.48891549999826,501.97724124999513,501.97724124999513,502.0493733330004,502.0493733330004,502.5640284999972,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,502.5736567499989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,92,up,0.5,-6.0,-6.0,-30,502.565359207998,502.5736567499989,503.06079150000005,503.06079150000005,503.1327722499991,503.1327722499991,503.9308354159948,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,503.94032095799776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,93,down,0.5,-1.0,-1.0,,503.93210245799855,503.94032095799776,504.42737624999427,504.42737624999427,504.4994577079997,504.4994577079997,505.30208395799855,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,505.32756783299556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,94,down,0.5,-1.5,-1.5,,505.30347070800053,505.32756783299556,505.8034352909963,505.8034352909963,505.88431695799954,505.88431695799954,506.8981274580001,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,506.9077509579947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,95,up,0.5,-4.0,-4.0,-30,506.8996918749981,506.9077509579947,507.39402612499543,507.39402612499543,507.4662512499999,507.4662512499999,508.1534225409996,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,508.1634526659982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,96,up,0.5,-1.0,-1.0,,508.1551812079997,508.1634526659982,508.6529958329993,508.6529958329993,508.7281432909949,508.7281432909949,509.5025176249983,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,509.52773345799505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,97,up,0.5,-5.5,-5.5,-30,509.5039751250006,509.52773345799505,510.0036292500008,510.0036292500008,510.07807829100057,510.07807829100057,510.8855068330013,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,510.89493895800115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,98,up,0.5,-0.5,-0.5,30,510.8866274999964,510.89493895800115,511.38678437499766,511.38678437499766,511.4615614159993,511.4615614159993,512.630756874998,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,512.6403935829949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,99,down,0.5,-4.5,-4.5,-30,512.6322329999966,512.6403935829949,513.127522499999,513.127522499999,513.1998025829962,513.1998025829962,514.2727085000006,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,514.2802467079964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,100,up,0.5,-0.5,-0.5,,514.2738481659981,514.2802467079964,514.7709444579959,514.7709444579959,514.8449201249969,514.8449201249969,515.8530652909976,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,515.8634997909976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,101,up,0.5,3.5,3.5,30,515.8545602079976,515.8634997909976,516.353306457997,516.353306457997,516.4284094999966,516.4284094999966,518.1022802910011,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,518.1114204580008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,102,down,0.5,-1.5,-1.5,,518.1035139160012,518.1114204580008,518.6035814159986,518.6035814159986,518.6784004159999,518.6784004159999,519.2689391659951,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,519.2779078749954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,103,down,0.5,-6.0,-6.0,-30,519.2700625409998,519.2779078749954,519.7605720829961,519.7605720829961,519.8336500410005,519.8336500410005,520.498227707998,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,520.507760540997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,104,down,0.5,3.0,3.0,30,520.4997054999985,520.507760540997,520.994520332999,520.994520332999,521.0674312499978,521.0674312499978,521.9473672499953,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,521.957032540995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,105,down,0.5,-1.0,-1.0,30,521.9487840000002,521.957032540995,522.4447211660008,522.4447211660008,522.5168802499975,522.5168802499975,523.1975378749994,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,523.2073868750012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,106,up,0.5,-4.0,-4.0,-30,523.1989305409952,523.2073868750012,523.6946180829982,523.6946180829982,523.767640332997,523.767640332997,524.4987674160002,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,524.5085328749992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,107,down,0.5,-1.0,-1.0,,524.5003446249975,524.5085328749992,524.9948857909985,524.9948857909985,525.0667737499971,525.0667737499971,525.7189841660002,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,525.7278729579994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,108,down,0.5,-2.0,-2.0,,525.7201142080012,525.7278729579994,526.2114590829951,526.2114590829951,526.2839036250007,526.2839036250007,526.7972305000003,1,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,526.8062842500003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,109,down,0.5,-1.5,-1.5,30,526.7983507499957,526.8062842500003,527.2948818329969,527.2948818329969,527.3673078329957,527.3673078329957,527.8477503329996,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,527.8574560829948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,110,down,0.5,-6.5,-6.5,-30,527.8493231249959,527.8574560829948,528.3447987499967,528.3447987499967,528.4172248749965,528.4172248749965,528.9982550829955,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,529.0081812909993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,111,down,0.5,-1.5,-1.5,,528.9999556249968,529.0081812909993,529.4942461659957,529.4942461659957,529.5671570409977,529.5671570409977,530.6200107909972,0,,,,,,,,,,,,,,,21049997,0,2025-10-20_12h56.33.344,tilt_staircase,2024.2.4,120.09884133706386,2025-10-20 12h57.05.261796 -0400,
