center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-4,0.0,,371,371,0,,,,,0,100,,,,,c-4,noss,1.0,z,1.598870791029185,None,None,,,,,,,,,,,0,371,371,535,890.8256442080019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.8165531660197,890.8256442080019,891.8111785409856,891.8111785409856,891.8111785409856,891.8840334580163,891.8840334580163,891.8840334580163,892.4308504579822,z,1.598870791029185,None,892.4309538750094,892.431010750006,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,15.0,,372,372,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.4602107080281712,None,None,,,,,,,,,,,0,372,372,46,892.4417608330259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.4329801250133,892.4417608330259,892.9275498330244,892.9275498330244,892.9275498330244,893.0014409159776,893.0014409159776,893.0014409159776,893.9129683329957,z,1.4602107080281712,None,893.9130842079758,893.9131314579863,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,-15.0,,373,373,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.5523320839856751,None,None,,,,,,,,,,,0,373,373,487,893.9206427499885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.9151809579926,893.9206427499885,894.9053129160311,894.9053129160311,894.9053129160311,894.9788791250321,894.9788791250321,894.9788791250321,895.4812686250079,period,1.5523320839856751,None,895.4813966660295,895.4814652079949,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,0.0,,374,374,0,,,,,0,100,,,,,c+4,noss,0.5,period,1.0572963749873452,None,None,,,,,,,,,,,0,374,374,681,895.4928929160233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.4840314160101,895.4928929160233,895.9777678750106,895.9777678750106,895.9777678750106,896.0508452909999,896.0508452909999,896.0508452909999,896.5542630000273,period,1.0572963749873452,None,896.5543858329765,896.554442749999,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,15.0,,375,375,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.7022191249998286,None,None,,,,,,,,,,,0,375,375,26,896.5651028330321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.5565564580029,896.5651028330321,897.5546370410011,897.5546370410011,897.5546370410011,897.6291171659832,897.6291171659832,897.6291171659832,898.2713727910304,z,1.7022191249998286,None,898.2715057079913,898.2715785829932,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,-15.0,,376,376,0,,,,,100,0,,,,,c-2,negs,1.25,period,1.931872708024457,None,None,,,,,,,,,,,0,376,376,411,898.2823082910036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,898.2741072499775,898.2823082910036,899.5220725410036,899.5220725410036,899.5220725410036,899.5959224160179,899.5959224160179,899.5959224160179,900.2210991249885,period,1.931872708024457,None,900.2212353330106,900.2212962909834,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,15.0,,377,377,0,,,,,100,0,,,,,c+4,poss,0.5,period,1.461432332987897,None,None,,,,,,,,,,,0,377,377,128,900.2316529160016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900.2235873750178,900.2316529160016,900.7218274159823,900.7218274159823,900.7218274159823,900.7959290830186,900.7959290830186,900.7959290830186,901.6986167079885,period,1.461432332987897,None,901.6987850409932,901.6989157500211,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,0.0,,378,378,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.04932991694659,None,None,,,,,,,,,,,0,378,378,508,901.7105662910035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.7017099580262,901.7105662910035,902.1944819579949,902.1944819579949,902.1944819579949,902.2674776660278,902.2674776660278,902.2674776660278,902.7649694160209,z,1.04932991694659,None,902.765099790995,902.7651553329779,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
8,15.0,,379,379,0,,,,,100,0,,,,,c+8,poss,0.5,period,1.1752236250322312,None,None,,,,,,,,,,,0,379,379,216,902.7756688750233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.7671696660109,902.7756688750233,903.2621143329889,903.2621143329889,903.2621143329889,903.3350177080138,903.3350177080138,903.3350177080138,903.9545932500041,period,1.1752236250322312,None,903.954727541015,903.9547878750018,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,0.0,,380,380,0,,,,,0,100,,,,,c+2,noss,0.75,period,1.3813702080515213,None,None,,,,,,,,,,,0,380,380,651,903.9653277909965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.9568595829769,903.9653277909965,904.7034823750146,904.7034823750146,904.7034823750146,904.7793346249964,904.7793346249964,904.7793346249964,905.3496257499792,period,1.3813702080515213,None,905.349825332989,905.3498957080301,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,-15.0,,381,381,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.517230917001143,None,None,,,,,,,,,,,0,381,381,491,905.3620740000042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.3528142499854,905.3620740000042,906.3455859579844,906.3455859579844,906.3455859579844,906.4180558330263,906.4180558330263,906.4180558330263,906.8821917910245,period,1.517230917001143,None,906.8823481249856,906.8824087909888,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,15.0,,382,382,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.1070630840258673,None,None,,,,,,,,,,,0,382,382,51,906.8934952500276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.8846541250241,906.8934952500276,907.3781152500305,907.3781152500305,907.3781152500305,907.4509616660071,907.4509616660071,907.4509616660071,908.0044205000158,z,1.1070630840258673,None,908.0045572500094,908.0046174160088,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,0.0,,383,383,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.2145163329550996,None,None,,,,,,,,,,,0,383,383,560,908.0153652500012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.0067995410063,908.0153652500012,908.7557955830125,908.7557955830125,908.7557955830125,908.8295505000278,908.8295505000278,908.8295505000278,909.2329640000244,z,1.2145163329550996,None,909.2331172500271,909.2331775409984,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,15.0,,384,384,0,,,,,100,0,,,,,c-2,poss,0.5,z,1.924026916967705,None,None,,,,,,,,,,,0,384,384,10,909.244165791024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.2353441250161,909.244165791024,909.7291105830227,909.7291105830227,909.7291105830227,909.8026769999997,909.8026769999997,909.8026769999997,911.1714706660132,z,1.924026916967705,None,911.1716028749943,911.171659375017,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,385,385,0,,,,,100,0,,,,,c-8,negs,1.0,period,1.804469708004035,None,None,,,,,,,,,,,0,385,385,282,911.1819951250218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.1738888330292,911.1819951250218,912.1721088750055,912.1721088750055,912.1721088750055,912.2465234579868,912.2465234579868,912.2465234579868,912.9890575000318,period,1.804469708004035,None,912.9891886250116,912.9892459160183,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,386,386,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.81321662501432,None,None,,,,,,,,,,,0,386,386,291,912.9995852080174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,912.9914859160199,912.9995852080174,914.2390266250004,914.2390266250004,914.2390266250004,914.3129569999874,914.3129569999874,914.3129569999874,914.8152898750268,z,1.81321662501432,None,914.8154185829917,914.8154780829791,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-6,-15.0,,387,387,0,,,,,100,0,,,,,c-6,negs,1.25,z,1.9032684999983758,None,None,,,,,,,,,,,0,387,387,335,914.8262986249756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914.8176877080114,914.8262986249756,916.06263166602,916.06263166602,916.06263166602,916.1355581660173,916.1355581660173,916.1355581660173,916.7319932910032,z,1.9032684999983758,None,916.7320992079913,916.7321444160189,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,388,388,0,,,,,100,0,,,,,c-8,negs,1.25,z,1.7595982909551822,None,None,,,,,,,,,,,0,388,388,289,916.7427982499939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.7341359159909,916.7427982499939,917.9793365410296,917.9793365410296,917.9793365410296,918.0516925409902,918.0516925409902,918.0516925409902,918.5051899160026,z,1.7595982909551822,None,918.5053595830104,918.505486915994,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,-15.0,,389,389,0,,,,,100,0,,,,,c-4,negs,0.5,period,1.6803985420265235,None,None,,,,,,,,,,,0,389,389,336,918.5163020410109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,918.508134957985,918.5163020410109,919.0057495000074,919.0057495000074,919.0057495000074,919.079753833008,919.079753833008,919.079753833008,920.1991758749937,period,1.6803985420265235,None,920.1993142910069,920.19937466603,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,15.0,,390,390,0,,,,,100,0,,,,,c+2,poss,1.0,z,1.8770693749538623,None,None,,,,,,,,,,,0,390,390,107,920.210645041021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.2018261660123,920.210645041021,921.1956785410293,921.1956785410293,921.1956785410293,921.2688320000307,921.2688320000307,921.2688320000307,922.0988919580122,z,1.8770693749538623,None,922.0990177079802,922.0990743330331,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-6,-15.0,,391,391,0,,,,,100,0,,,,,c-6,negs,0.75,period,1.7146441250224598,None,None,,,,,,,,,,,0,391,391,315,922.1100813749945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.1015054159798,922.1100813749945,922.8459929160308,922.8459929160308,922.8459929160308,922.9179513329873,922.9179513329873,922.9179513329873,923.8322105410043,period,1.7146441250224598,None,923.8323385000112,923.8323951250059,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,0.0,,392,392,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.8111698330030777,None,None,,,,,,,,,,,0,392,392,584,923.8436845000251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923.8346782079898,923.8436845000251,925.0794488330139,925.0794488330139,925.0794488330139,925.1517953749862,925.1517953749862,925.1517953749862,925.665507290978,z,1.8111698330030777,None,925.6656302079791,925.665700957994,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,0.0,,393,393,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.920995042019058,None,None,,,,,,,,,,,0,393,393,603,925.6767355829943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925.668112208019,925.6767355829943,926.4128683329909,926.4128683329909,926.4128683329909,926.4852254579891,926.4852254579891,926.4852254579891,927.6042667910224,period,1.920995042019058,None,927.6044205829967,927.6044825830031,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-6,-15.0,,394,394,0,,,,,100,0,,,,,c-6,negs,0.75,period,2.2251648329547606,None,None,,,,,,,,,,,0,394,394,305,927.6157961250283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.6068847500137,927.6157961250283,928.3559055830119,928.3559055830119,928.3559055830119,928.4300573749933,928.4300573749933,928.4300573749933,929.8491533329943,period,2.2251648329547606,None,929.8493234160123,929.8493867910001,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,-15.0,,395,395,0,,,,,100,0,,,,,c-4,negs,1.0,period,1.6447430839762092,None,None,,,,,,,,,,,0,395,395,360,929.8612380829873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929.8519560000277,929.8612380829873,930.8463572500041,930.8463572500041,930.8463572500041,930.9179416659754,930.9179416659754,930.9179416659754,931.5160098330234,period,1.6447430839762092,None,931.5161693330156,931.5163391660317,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
8,15.0,,396,396,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.879106666019652,None,None,,,,,,,,,,,0,396,396,248,931.5280756659922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931.5188847910031,931.5280756659922,932.763110083004,932.763110083004,932.763110083004,932.8361037499853,932.8361037499853,932.8361037499853,933.4161093750154,period,1.879106666019652,None,933.4162710829987,933.4163337500067,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,0.0,,397,397,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.5687082919757813,None,None,,,,,,,,,,,0,397,397,654,933.4286499160226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933.4192170000169,933.4286499160226,934.4131869580015,934.4131869580015,934.4131869580015,934.4855139580322,934.4855139580322,934.4855139580322,935.0004317500279,period,1.5687082919757813,None,935.0005837500212,935.0006427079788,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
4,15.0,,398,398,0,,,,,100,0,,,,,c+4,poss,0.5,period,1.0844587920000777,None,None,,,,,,,,,,,0,398,398,129,935.0121574160294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935.0030365830171,935.0121574160294,935.4964305409812,935.4964305409812,935.4964305409812,935.5689931249944,935.5689931249944,935.5689931249944,936.0993846660131,period,1.0844587920000777,None,936.0995382079855,936.0995960829896,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
6,15.0,,399,399,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.6767783329705708,None,None,,,,,,,,,,,0,399,399,191,936.1113409579848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936.1022200409789,936.1113409579848,937.0956367910258,937.0956367910258,937.0956367910258,937.1700282910024,937.1700282910024,937.1700282910024,937.7991370829986,period,1.6767783329705708,None,937.799245207978,937.7992922079866,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,0.0,,400,400,0,,,,,0,100,,,,,c-2,noss,0.75,period,1.5476129170274362,None,None,,,,,,,,,,,0,400,400,557,937.8103163330234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,937.80131041602,937.8103163330234,938.5456209580298,938.5456209580298,938.5456209580298,938.6197790000006,938.6197790000006,938.6197790000006,939.3660484580323,period,1.5476129170274362,None,939.3661752080079,939.3662315410329,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,0.0,,401,401,0,,,,,0,100,,,,,c-2,noss,0.5,period,2.3782428330159746,None,None,,,,,,,,,,,0,401,401,546,939.3772037500166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939.3684411250288,939.3772037500166,939.863335083006,939.863335083006,939.863335083006,939.9356152910041,939.9356152910041,939.9356152910041,941.7664942080155,period,2.3782428330159746,None,941.7666277500102,941.766686625022,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,-15.0,,402,402,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.396564791968558,None,None,,,,,,,,,,,0,402,402,428,941.7774179159896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,941.7688303330215,941.7774179159896,942.2633500000229,942.2633500000229,942.2633500000229,942.3353773329873,942.3353773329873,942.3353773329873,943.1827931249863,period,1.396564791968558,None,943.1828996660188,943.182944790984,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-2,-15.0,,403,403,0,,,,,100,0,,,,,c-2,negs,1.25,period,1.9163355409982614,None,None,,,,,,,,,,,0,403,403,419,943.1935302080237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.1849269160302,943.1935302080237,944.4302070830017,944.4302070830017,944.4302070830017,944.5019868329982,944.5019868329982,944.5019868329982,945.1162814159761,period,1.9163355409982614,None,945.1163843329996,945.1164296250208,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,15.0,,404,404,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.4283377500250936,None,None,,,,,,,,,,,0,404,404,45,945.1270960830152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.118394375022,945.1270960830152,945.6135724160122,945.6135724160122,945.6135724160122,945.6851902499911,945.6851902499911,945.6851902499911,946.5664525000029,z,1.4283377500250936,None,946.5666104999837,946.5666767910006,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,15.0,,405,405,0,,,,,100,0,,,,,c+2,poss,1.0,z,2.6800924169947393,None,None,,,,,,,,,,,0,405,405,106,946.578826041019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946.5695302499807,946.578826041019,947.5635072080186,947.5635072080186,947.5635072080186,947.6362222909811,947.6362222909811,947.6362222909811,949.2670447910205,z,2.6800924169947393,None,949.2671927079791,949.2672492500278,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-4,-15.0,,406,406,0,,,,,100,0,,,,,c-4,negs,1.25,period,1.8960647500352934,None,None,,,,,,,,,,,0,406,406,370,949.2788455000264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,949.2695473749773,949.2788455000264,950.5137325000251,950.5137325000251,950.5137325000251,950.5858556660241,950.5858556660241,950.5858556660241,951.1834144580062,period,1.8960647500352934,None,951.1835827500327,951.183647333004,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
2,15.0,,407,407,0,,,,,100,0,,,,,c+2,poss,0.5,period,2.7565768340136856,None,None,,,,,,,,,,,0,407,407,92,951.1959877079935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,951.186684040993,951.1959877079935,951.6797352079884,951.6797352079884,951.6797352079884,951.7524651249987,951.7524651249987,951.7524651249987,953.9550830830121,period,2.7565768340136856,None,953.9551842500223,953.9552278749761,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
0,0.0,,408,408,0,,,,,0,100,,,,,c+0,noss,1.25,period,3.508985332970042,None,None,,,,,,,,,,,0,408,408,621,953.9662902500131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,953.9572080000071,953.9662902500131,955.2062396660331,955.2062396660331,955.2062396660331,955.281078208005,955.281078208005,955.281078208005,957.483515000029,period,3.508985332970042,None,957.4836501249811,957.4837128330255,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
-8,-15.0,,409,409,0,,,,,100,0,,,,,c-8,negs,1.25,period,2.793263792002108,None,None,,,,,,,,,,,0,409,409,284,957.495350458019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.4860505000106,957.495350458019,958.7305695000105,958.7305695000105,958.7305695000105,958.8029719999759,958.8029719999759,958.8029719999759,960.3002195000299,period,2.793263792002108,None,960.3003932079882,960.3004604160087,None,,,,,,,,,,,,21040109,1,2026-04-13_12h22.22.667,tilt_mocs,2024.2.4,None,2026-04-13 12h22.37.394450 -0400,
