center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
-6,-15.0,,281,281,0,,,,,,,,,,c-6,negs,100,1.25,z,2.0541059160022996,None,None,,,,,,,,,,,0,281,281,287,635.8405586670124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.8319999580126,635.8405586670124,637.0771842920076,637.0771842920076,637.1492140000046,637.1492140000046,637.8977442080068,z,2.0541059160022996,None,637.897898167008,637.8979571670061,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,15.0,,282,282,0,,,,,,,,,,c-2,poss,100,1.0,z,1.3848397090041544,None,None,,,,,,,,,,,0,282,282,21,637.9094788330112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.900291583006,637.9094788330112,638.8939304170053,638.8939304170053,638.9660992920108,638.9660992920108,639.2966805420001,z,1.3848397090041544,None,639.2968095000106,639.2968655420118,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-8,-15.0,,283,283,0,,,,,,,,,,c-8,negs,100,0.75,z,1.1103782909922302,None,None,,,,,,,,,,,0,283,283,225,639.3076837920089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.2990157500026,639.3076837920089,640.0439284580061,640.0439284580061,640.1165825830103,640.1165825830103,640.4300100830005,z,1.1103782909922302,None,640.4301371670008,640.4301926670014,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,0.0,,284,284,0,,,,,,,,,,c-2,noss,0,0.75,z,1.8061115840100683,None,None,,,,,,,,,,,0,284,284,483,640.4412515420117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.432320167005,640.4412515420117,641.1773573330138,641.1773573330138,641.2497352920036,641.2497352920036,642.2521078749996,z,1.8061115840100683,None,642.2522081670031,642.2522505830129,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
8,15.0,,285,285,0,,,,,,,,,,c+8,poss,100,1.0,period,1.4665484169963747,None,None,,,,,,,,,,,0,285,285,205,642.2634305829997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.2541983750125,642.2634305829997,643.2432641250052,643.2432641250052,643.3173058329994,643.3173058329994,643.7347990000126,period,1.4665484169963747,None,643.7348990419996,643.7349426250003,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
0,-15.0,,286,286,0,,,,,,,,,,c+0,negs,100,0.75,period,1.2610542080074083,None,None,,,,,,,,,,,0,286,286,376,643.7466965000058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.7368352500052,643.7466965000058,644.486266042004,644.486266042004,644.5613063330093,644.5613063330093,645.0137214999995,period,1.2610542080074083,None,645.0138997920003,645.0139727920032,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
6,15.0,,287,287,0,,,,,,,,,,c+6,poss,100,0.5,period,1.0983375420037191,None,None,,,,,,,,,,,0,287,287,151,645.0255863330094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.0166134169995,645.0255863330094,645.5108534169995,645.5108534169995,645.5833138750022,645.5833138750022,646.1303472080035,period,1.0983375420037191,None,646.1304509170004,646.1304948750039,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,0.0,,288,288,0,,,,,,,,,,c+2,noss,0,1.0,period,1.8883804159995634,None,None,,,,,,,,,,,0,288,288,602,646.141180333012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646.1324301250133,646.141180333012,647.1267032080068,647.1267032080068,647.1993126670131,647.1993126670131,648.0367810420139,period,1.8883804159995634,None,648.0369025830005,648.0369620830024,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
0,-15.0,,289,289,0,,,,,,,,,,c+0,negs,100,1.25,period,1.7668542089959374,None,None,,,,,,,,,,,0,289,289,394,648.0475108330138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.0390961250087,648.0475108330138,649.287437875013,649.287437875013,649.3614955830126,649.3614955830126,649.819750708004,period,1.7668542089959374,None,649.8198735830083,649.8199335420068,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
1,0.0,,290,290,0,,,,,,,,,,c+1,noss,0,0.5,period,1.170538584003225,None,None,,,,,,,,,,,0,290,290,540,649.8309508750099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649.8220832500083,649.8309508750099,650.3203652500088,650.3203652500088,650.3948872920009,650.3948872920009,651.0040692080074,period,1.170538584003225,None,651.0041970420134,651.0042533330125,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,15.0,,291,291,0,,,,,,,,,,c+2,poss,100,1.25,z,2.140417541988427,None,None,,,,,,,,,,,0,291,291,102,651.0151504170062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,651.0068945830135,651.0151504170062,652.2534550420096,652.2534550420096,652.3281218330085,652.3281218330085,653.1638363750099,z,2.140417541988427,None,653.1639985830116,653.1640571669996,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
8,15.0,,292,292,0,,,,,,,,,,c+8,poss,100,0.5,period,1.08767095899384,None,None,,,,,,,,,,,0,292,292,187,653.1760151670023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.167086292,653.1760151670023,653.6610142920108,653.6610142920108,653.7336862080119,653.7336862080119,654.2686335000035,period,1.08767095899384,None,654.2687567080138,654.2688113330078,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,-15.0,,293,293,0,,,,,,,,,,c+2,negs,100,0.5,period,1.050331708000158,None,None,,,,,,,,,,,0,293,293,397,654.2800007920014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.2709045420052,654.2800007920014,654.7701464580023,654.7701464580023,654.8448990420002,654.8448990420002,655.3368399169995,period,1.050331708000158,None,655.3369422079995,655.3369852500036,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
8,15.0,,294,294,0,,,,,,,,,,c+8,poss,100,0.75,period,1.1650496670044959,None,None,,,,,,,,,,,0,294,294,190,655.3473743330105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.3389373750106,655.3473743330105,656.0875657080032,656.0875657080032,656.1617555420089,656.1617555420089,656.5239019170112,period,1.1650496670044959,None,656.5240065830003,656.5240501250082,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,-15.0,,295,295,0,,,,,,,,,,c-2,negs,100,0.5,period,1.066252999997232,None,None,,,,,,,,,,,0,295,295,328,656.5308911669999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.5259995000088,656.5308911669999,657.0198424580012,657.0198424580012,657.0949982080056,657.0949982080056,657.6028914580093,period,1.066252999997232,None,657.6030181670067,657.6030771670048,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,-15.0,,296,296,0,,,,,,,,,,c+2,negs,100,1.0,period,1.5543388750083977,None,None,,,,,,,,,,,0,296,296,417,657.6140900830069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.6052010830026,657.6140900830069,658.6044222500059,658.6044222500059,658.678463083008,658.678463083008,659.1805952080031,period,1.5543388750083977,None,659.1807257920009,659.1807810830069,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
4,15.0,,297,297,0,,,,,,,,,,c+4,poss,100,0.5,z,1.3171285000134958,None,None,,,,,,,,,,,0,297,297,108,659.1918362080032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.182902792003,659.1918362080032,659.677843042009,659.677843042009,659.7499300000054,659.7499300000054,660.5140377920034,z,1.3171285000134958,None,660.5141670000012,660.5142214170046,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,-15.0,,298,298,0,,,,,,,,,,c-4,negs,100,0.75,period,1.4206072079978185,None,None,,,,,,,,,,,0,298,298,302,660.5251141670014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,660.516417167004,660.5251141670014,661.2612410420115,661.2612410420115,661.3323491250048,661.3323491250048,661.9484191250085,period,1.4206072079978185,None,661.9485750830063,661.94862908301,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,0.0,,299,299,0,,,,,,,,,,c+2,noss,0,1.25,period,1.7350417919951724,None,None,,,,,,,,,,,0,299,299,611,661.9602416250127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.9512663330097,661.9602416250127,663.1948385830037,663.1948385830037,663.2672084170044,663.2672084170044,663.6981514580111,period,1.7350417919951724,None,663.6983228750032,663.6983806250064,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,15.0,,300,300,0,,,,,,,,,,c-2,poss,100,1.0,z,1.4820152079919353,None,None,,,,,,,,,,,0,300,300,20,663.7097394170123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663.7004597920022,663.7097394170123,664.6947830420104,664.6947830420104,664.7676762920019,664.7676762920019,665.1975737500034,z,1.4820152079919353,None,665.1977613330091,665.1978296250018,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
4,0.0,,301,301,0,,,,,,,,,,c+4,noss,0,0.75,period,1.2524746669951128,None,None,,,,,,,,,,,0,301,301,624,665.2097312500118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665.2006090420036,665.2097312500118,665.9447690830129,665.9447690830129,666.0161372500006,666.0161372500006,666.4647122919996,period,1.2524746669951128,None,666.464842292,666.46489620801,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
4,15.0,,302,302,0,,,,,,,,,,c+4,poss,100,0.5,period,1.203052333992673,None,None,,,,,,,,,,,0,302,302,113,666.4763895420037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.4673275830137,666.4763895420037,666.9615615420043,666.9615615420043,667.0338574170019,667.0338574170019,667.6908595830027,period,1.203052333992673,None,667.6909610420116,667.6910060000082,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,15.0,,303,303,0,,,,,,,,,,c-2,poss,100,0.5,z,0.9429761250066804,None,None,,,,,,,,,,,0,303,303,0,667.6977686669998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.6929149580101,667.6977686669998,668.1876232080103,668.1876232080103,668.2620622920076,668.2620622920076,668.6474505420047,z,0.9429761250066804,None,668.647576583011,668.6476298750058,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,15.0,,304,304,0,,,,,,,,,,c-2,poss,100,0.5,z,0.894684041995788,None,None,,,,,,,,,,,0,304,304,5,668.6587495000131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.6500842080131,668.6587495000131,669.1448518329998,669.1448518329998,669.2181473750097,669.2181473750097,669.564516917002,z,0.894684041995788,None,669.5646443330043,669.5646993750124,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
2,0.0,,305,305,0,,,,,,,,,,c+2,noss,0,1.25,period,1.6934970840084134,None,None,,,,,,,,,,,0,305,305,610,669.5757434580009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.5671455420088,669.5757434580009,670.811760083001,670.811760083001,670.8837256250117,670.8837256250117,671.2808905000129,period,1.6934970840084134,None,671.2810140420042,671.2810676250083,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,-15.0,,306,306,0,,,,,,,,,,c-4,negs,100,1.25,period,2.2716214999963995,None,None,,,,,,,,,,,0,306,306,321,671.292043333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671.2833856250072,671.292043333,672.5282579580089,672.5282579580089,672.6014510830137,672.6014510830137,673.5706812500139,period,2.2716214999963995,None,673.5707831670006,673.5708299170074,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
8,15.0,,307,307,0,,,,,,,,,,c+8,poss,100,0.5,period,1.2814384999946924,None,None,,,,,,,,,,,0,307,307,180,673.5815098750027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.5727975830087,673.5815098750027,674.0702606670093,674.0702606670093,674.1455165420048,674.1455165420048,674.8659529170109,period,1.2814384999946924,None,674.8661027080088,674.866160125006,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
4,15.0,,308,308,0,,,,,,,,,,c+4,poss,100,0.75,z,1.4264504589955322,None,None,,,,,,,,,,,0,308,308,118,674.8770625420002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674.8682742500096,674.8770625420002,675.6116975420009,675.6116975420009,675.6842634580098,675.6842634580098,676.314353875001,z,1.4264504589955322,None,676.3144827500073,676.314548667011,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-6,-15.0,,309,309,0,,,,,,,,,,c-6,negs,100,1.25,z,1.8450214170006802,None,None,,,,,,,,,,,0,309,309,280,676.3250961250014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.3165224580007,676.3250961250014,677.5619439580041,677.5619439580041,677.6347181670135,677.6347181670135,678.1811510000116,z,1.8450214170006802,None,678.1812797080056,678.1813360000087,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,15.0,,310,310,0,,,,,,,,,,c-2,poss,100,0.75,z,1.193464165990008,None,None,,,,,,,,,,,0,310,310,14,678.1923228330124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678.1835344170104,678.1923228330124,678.9285017920047,678.9285017920047,679.0014997500111,679.0014997500111,679.3990024580125,z,1.193464165990008,None,679.3991533330118,679.3992137080058,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-6,-15.0,,311,311,0,,,,,,,,,,c-6,negs,100,1.0,period,1.5857928329933202,None,None,,,,,,,,,,,0,311,311,274,679.4105228750122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.4014107920084,679.4105228750122,680.3951192920067,680.3951192920067,680.4675527080108,680.4675527080108,680.9993900420086,period,1.5857928329933202,None,680.9995485420077,680.9996118750132,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,0.0,,312,312,0,,,,,,,,,,c-4,noss,0,0.75,z,1.188502459001029,None,None,,,,,,,,,,,0,312,312,447,681.0107037920097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681.0018175830046,681.0107037920097,681.745399833002,681.745399833002,681.8185830420116,681.8185830420116,682.2033417920029,z,1.188502459001029,None,682.2034642080107,682.2035178330116,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,-15.0,,313,313,0,,,,,,,,,,c-2,negs,100,0.75,period,1.2150635830039391,None,None,,,,,,,,,,,0,313,313,341,682.2146717920114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682.2054662500013,682.2146717920114,682.9546275830071,682.9546275830071,683.0289881250064,683.0289881250064,683.4326536670123,period,1.2150635830039391,None,683.4327987920115,683.4328604580078,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,-15.0,,314,314,0,,,,,,,,,,c-2,negs,100,0.5,period,1.0085048750042915,None,None,,,,,,,,,,,0,314,314,330,683.4440047500102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683.4349689580122,683.4440047500102,683.928701583005,683.928701583005,684.0007584170089,684.0007584170089,684.4801729169994,period,1.0085048750042915,None,684.4803080830025,684.4803644170024,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,0.0,,315,315,0,,,,,,,,,,c-2,noss,0,1.0,z,1.453195957990829,None,None,,,,,,,,,,,0,315,315,489,684.4958035830059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,684.482527583008,684.4958035830059,685.4787617080001,685.4787617080001,685.5509592080052,685.5509592080052,685.9539891250024,z,1.453195957990829,None,685.9541139170033,685.9541741670109,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
6,15.0,,316,316,0,,,,,,,,,,c+6,poss,100,1.0,period,1.5487292079924373,None,None,,,,,,,,,,,0,316,316,165,685.9651857920107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,685.9563537500071,685.9651857920107,686.9544872500119,686.9544872500119,687.0293290420086,687.0293290420086,687.5196224170068,period,1.5487292079924373,None,687.5198737080063,687.5199715000053,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-4,-15.0,,317,317,0,,,,,,,,,,c-4,negs,100,0.75,period,1.2028301249956712,None,None,,,,,,,,,,,0,317,317,298,687.5319654580089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687.5227656250063,687.5319654580089,688.2721083330107,688.2721083330107,688.3460012920114,688.3460012920114,688.7373695420101,period,1.2028301249956712,None,688.7374717920029,688.7375151250017,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,0.0,,318,318,0,,,,,,,,,,c-2,noss,0,1.0,period,1.5553470409940928,None,None,,,,,,,,,,,0,318,318,490,688.7483844170056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688.7394211250066,688.7483844170056,689.7379687920038,689.7379687920038,689.8127149170032,689.8127149170032,690.3147673330095,period,1.5553470409940928,None,690.314894375013,690.314949208012,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
0,15.0,,319,319,0,,,,,,,,,,c+0,poss,100,0.75,z,1.1812349579995498,None,None,,,,,,,,,,,0,319,319,51,690.325236500008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690.3170247500093,690.325236500008,691.0613717080123,691.0613717080123,691.1343742919998,691.1343742919998,691.5150168330001,z,1.1812349579995498,None,691.515145042009,691.5152020000096,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
-2,-15.0,,320,320,0,,,,,,,,,,c-2,negs,100,0.75,z,1.0733013749995735,None,None,,,,,,,,,,,0,320,320,340,691.5269590420066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,691.5177237080061,691.5269590420066,692.2621887080022,692.2621887080022,692.3346488750103,692.3346488750103,692.6042930000112,z,1.0733013749995735,None,692.6044192080008,692.6044803750119,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
1,0.0,,321,321,0,,,,,,,,,,c+1,noss,0,0.5,z,1.0805930419883225,None,None,,,,,,,,,,,0,321,321,545,692.6154107080074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692.6066078330041,692.6154107080074,693.1044014580111,693.1044014580111,693.1794575830136,693.1794575830136,693.6984593750094,z,1.0805930419883225,None,693.6985832920036,693.6986378750007,None,,,,,,,,,,,,21049986,0,2025-12-05_11h16.49.676,tilt_mocs,2024.2.4,119.32865651328754,2025-12-05 11h17.03.348072 -0500,
