center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,314.17602083300153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,12,69,up,0.5,-3.5,-3.5,-30,314.170485542003,314.17602083300153,314.6616557919988,314.6616557919988,314.73561045800307,314.73561045800307,316.01030045800144,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,316.035331375002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,12,70,up,0.5,3.5,3.5,30,316.01142591700045,316.035331375002,316.5117797920029,316.5117797920029,316.5858310830008,316.5858310830008,317.52598758300155,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,317.5351423750035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,12,71,down,0.5,-2.0,-2.0,-30,317.52727045800566,317.5351423750035,318.02729970800283,318.02729970800283,318.10244354200404,318.10244354200404,320.5044851249986,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,320.51342816700344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,72,down,0.5,3.0,3.0,30,320.50562291700044,320.51342816700344,321.00196870800573,321.00196870800573,321.074620708001,321.074620708001,323.3722974170014,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,323.38237570800266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,73,up,0.5,0.5,0.5,,323.37378645800345,323.38237570800266,323.8688066670002,323.8688066670002,323.9407616669996,323.9407616669996,324.65593150000495,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,324.6659476249988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,74,up,0.5,-1.5,-1.5,-30,324.65744241700304,324.6659476249988,325.1521797500027,325.1521797500027,325.2244481669986,325.2244481669986,325.8950482500004,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,325.9046600830043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,75,down,0.5,0.5,0.5,,325.89638350000314,325.9046600830043,326.39517095799965,326.39517095799965,326.4694016249996,326.4694016249996,327.6613071669999,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,327.67123733300105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,76,up,0.5,-3.0,-3.0,-30,327.66242749999947,327.67123733300105,328.1617452499995,328.1617452499995,328.2359687499993,328.2359687499993,328.8210937920012,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,328.8303331670031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,77,up,0.5,3.5,3.5,30,328.8222197080031,328.8303331670031,329.31893866700557,329.31893866700557,329.39121179200447,329.39121179200447,330.2885072920035,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,330.29900112500036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,78,up,0.5,1.0,1.0,,330.29041829200287,330.29900112500036,330.78568270800315,330.78568270800315,330.85875870800373,330.85875870800373,332.08973629200045,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,332.09930200000235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,79,down,0.5,-2.0,-2.0,-30,332.09117100000003,332.09930200000235,332.58580250000523,332.58580250000523,332.6580547920021,332.6580547920021,334.80476741700113,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,334.8139397920022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,80,down,0.5,3.0,3.0,30,334.8059052919998,334.8139397920022,335.3025120829989,335.3025120829989,335.37467375000415,335.37467375000415,336.4893014170011,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,336.49921537499904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,81,up,0.5,3.5,3.5,30,336.49082358300075,336.49921537499904,336.98580425000546,336.98580425000546,337.05781329200545,337.05781329200545,337.9888917920034,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,337.99828329199954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,82,down,0.5,0.0,0.0,,337.99001295800554,337.99828329199954,338.48588591700536,338.48588591700536,338.5581434170017,338.5581434170017,339.52196212499985,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,339.5315668330004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,83,down,0.5,-3.5,-3.5,-30,339.5233715420036,339.5315668330004,340.0197127920037,340.0197127920037,340.09135845800483,340.09135845800483,341.5943762079987,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,341.61959175000084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,84,up,0.5,-1.5,-1.5,-30,341.5956125830053,341.61959175000084,342.09518129200296,342.09518129200296,342.1700315000053,342.1700315000053,343.56017629200505,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,343.5694368750046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,85,down,0.5,0.5,0.5,,343.56138854200253,343.5694368750046,344.0616905420029,344.0616905420029,344.13666812500014,344.13666812500014,345.6893312079992,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,345.69869758300047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,86,down,0.5,-0.5,-0.5,,345.69054295800015,345.69869758300047,346.1861519170052,346.1861519170052,346.25868258300034,346.25868258300034,347.0451097080004,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,347.0698347080033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,87,down,0.5,3.0,3.0,30,347.0462936250042,347.0698347080033,347.5452639580035,347.5452639580035,347.6201296670042,347.6201296670042,348.95656925000367,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,348.9663527080047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,88,down,0.5,-4.0,-4.0,-30,348.9581257500031,348.9663527080047,349.45308262500475,349.45308262500475,349.52543895800045,349.52543895800045,350.97218799999973,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,350.9816974580026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,89,up,0.5,3.5,3.5,30,350.97332391700184,350.9816974580026,351.4696949999998,351.4696949999998,351.5416911249995,351.5416911249995,353.0404399170002,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,353.0500383750041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,90,down,0.5,0.0,0.0,,353.0418717920038,353.0500383750041,353.5365191250021,353.5365191250021,353.6092343749988,353.6092343749988,354.3570663749997,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,354.3670190000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,91,down,0.5,3.0,3.0,30,354.35888341700047,354.3670190000048,354.85327941700234,354.85327941700234,354.92612391700095,354.92612391700095,356.22865833299875,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,356.25352225000097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,92,down,0.5,-4.5,-4.5,-30,356.2297812079996,356.25352225000097,356.7287580830016,356.7287580830016,356.8038259169989,356.8038259169989,357.8392884999994,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,357.8489197500021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,93,up,0.5,0.0,0.0,,357.8406876670051,357.8489197500021,358.33681537500524,358.33681537500524,358.4086587499987,358.4086587499987,359.1064120830051,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,359.11674391700217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,94,down,0.5,-2.0,-2.0,-30,359.1084432080024,359.11674391700217,359.6035717920022,359.6035717920022,359.6758328750002,359.6758328750002,360.6223652080007,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,360.63154779199976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,95,up,0.5,3.5,3.5,30,360.6234822920014,360.63154779199976,361.1201280000023,361.1201280000023,361.1925184580032,361.1925184580032,362.20717870799854,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,362.21684041700064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,96,up,0.5,0.5,0.5,,362.20873341699917,362.21684041700064,362.7035507920009,362.7035507920009,362.77565304200107,362.77565304200107,363.92886379200354,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,363.95343583300564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,97,down,0.5,-0.5,-0.5,,363.9300200420039,363.95343583300564,364.42936912499863,364.42936912499863,364.5041637920003,364.5041637920003,366.0399081249998,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,366.0495964580041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,98,down,0.5,3.0,3.0,30,366.04145337500086,366.0495964580041,366.5368442500039,366.5368442500039,366.6098281670056,366.6098281670056,368.1896769170053,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,368.2000910830029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,99,down,0.5,-2.5,-2.5,-30,368.19128266700136,368.2000910830029,368.687099625,368.687099625,368.760204582999,368.760204582999,369.91574075000244,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,369.9223582920022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,100,up,0.5,3.5,3.5,30,369.9168535420031,369.9223582920022,370.41288308300136,370.41288308300136,370.4874322079995,370.4874322079995,371.5402473330032,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,371.55021004200535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,101,up,0.5,-4.0,-4.0,-30,371.54167241699906,371.55021004200535,372.0373410000029,372.0373410000029,372.10945470799925,372.10945470799925,374.8287697920023,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,374.85394333300064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,102,down,0.5,-3.0,-3.0,-30,374.830329000004,374.85394333300064,375.3295003750027,375.3295003750027,375.40448237500095,375.40448237500095,376.6784238330001,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,376.70419570800004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,103,down,0.5,-1.0,-1.0,,376.6798160000035,376.70419570800004,377.1706442499999,377.1706442499999,377.2425887080026,377.2425887080026,378.4131827500023,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,378.4225662079989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,104,down,0.5,0.0,0.0,,378.41431491700496,378.4225662079989,378.9131522500029,378.9131522500029,378.98805508300575,378.98805508300575,379.745493041999,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,379.75429808300396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,105,down,0.5,3.0,3.0,30,379.7466212080035,379.75429808300396,380.24667612500343,380.24667612500343,380.32102800000575,380.32102800000575,381.2067525829989,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,381.2158582500051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,106,up,0.5,3.5,3.5,30,381.2078548330028,381.2158582500051,381.70439162500406,381.70439162500406,381.7760707080015,381.7760707080015,382.50686508299987,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,382.51561441700323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,107,down,0.5,-4.5,-4.5,-30,382.50801620800485,382.51561441700323,383.00416979200236,383.00416979200236,383.07623779200367,383.07623779200367,384.7068772920029,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,384.7172249170035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,108,up,0.5,-0.5,-0.5,,384.70869883300475,384.7172249170035,385.20425554200483,385.20425554200483,385.27762225000333,385.27762225000333,386.9069426249989,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,386.9159988750034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,109,down,0.5,3.0,3.0,30,386.9080648330055,386.9159988750034,387.4043172919992,387.4043172919992,387.4770353330023,387.4770353330023,388.54559620800137,1,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,388.5544968750037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,110,down,0.5,2.5,2.5,30,388.5467003750018,388.5544968750037,389.0470451250003,389.0470451250003,389.1216130419998,389.1216130419998,390.37386700000206,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
,,,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,390.383893875005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,111,down,0.5,-5.0,-5.0,-30,390.37528287500027,390.383893875005,390.8712530000048,390.8712530000048,390.94351462500344,390.94351462500344,391.60704833300406,0,,,,,,,,,,,,,,,21049996,0,2025-10-20_13h29.32.005,tilt_staircase,2024.2.4,119.20810011899528,2025-10-20 13h29.50.471759 -0400,
