center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,text_7.stopped,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,text_12.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
0,-15.0,,349,349,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.7604253750032512,None,None,,,,,,,,,,,0,349,349,436,618.5946687499963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,618.5853091249883,618.5946687499963,619.5784589169925,619.5784589169925,619.5784589169925,619.6510324999981,619.6510324999981,619.6510324999981,620.3648520419956,period,1.7604253750032512,None,620.3650188329921,620.3651339999924,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,-15.0,,350,350,0,,,,,100,0,,,,,c+4,negs,1.0,period,1.6706078749994049,None,None,,,,,,,,,,,0,350,350,498,620.3769316249964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,620.3677264579892,620.3769316249964,621.3614816249901,621.3614816249901,621.3614816249901,621.4338790419861,621.4338790419861,621.4338790419861,622.0525976669887,period,1.6706078749994049,None,622.0527026669879,622.052743207998,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,15.0,,351,351,0,,,,,100,0,,,,,c-6,poss,0.75,z,1.2395160839951131,None,None,,,,,,,,,,,0,351,351,46,622.0636570419883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,622.0547140419949,622.0636570419883,622.8044615419931,622.8044615419931,622.8044615419931,622.8779673749959,622.8779673749959,622.8779673749959,623.3150182499958,z,1.2395160839951131,None,623.3151581249986,623.3152099579893,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,0.0,,352,352,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.262863791998825,None,None,,,,,,,,,,,0,352,352,674,623.3258012499864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.3173421669926,623.3258012499864,623.8117831669952,623.8117831669952,623.8117831669952,623.8840998329979,623.8840998329979,623.8840998329979,624.5985117919918,period,1.262863791998825,None,624.5986679169873,624.5987285419978,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,15.0,,353,353,0,,,,,100,0,,,,,c-8,poss,0.5,z,1.0715805420040851,None,None,,,,,,,,,,,0,353,353,0,624.6092231249932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624.6014717499929,624.6092231249932,625.0952023329883,625.0952023329883,625.0952023329883,625.1673627919954,625.1673627919954,625.1673627919954,625.6867798749881,z,1.0715805420040851,None,625.6868991669908,625.686949666997,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,354,354,0,,,,,100,0,,,,,c+8,negs,1.0,period,1.3417710829962743,None,None,,,,,,,,,,,0,354,354,562,625.6982542919868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625.6893372919876,625.6982542919868,626.687840249986,626.687840249986,626.687840249986,626.7622940829897,626.7622940829897,626.7622940829897,627.0483523329895,period,1.3417710829962743,None,627.0485172919871,627.0485820419999,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,355,355,0,,,,,100,0,,,,,c-4,negs,0.5,period,1.3641563749988563,None,None,,,,,,,,,,,0,355,355,353,627.0603111249948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,627.0513644169987,627.0603111249948,627.5449177499977,627.5449177499977,627.5449177499977,627.6167114169948,627.6167114169948,627.6167114169948,628.4313774579932,period,1.3641563749988563,None,628.4314998329937,628.4315499169898,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,15.0,,356,356,0,,,,,100,0,,,,,c+8,poss,0.5,z,1.304310749997967,None,None,,,,,,,,,,,0,356,356,257,628.442308749989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628.4337442079996,628.442308749989,628.9284964169929,628.9284964169929,628.9284964169929,629.0005932919885,629.0005932919885,629.0005932919885,629.7494303329877,z,1.304310749997967,None,629.7497139169864,629.7498135829956,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,-15.0,,357,357,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.6345346250018338,None,None,,,,,,,,,,,0,357,357,462,629.7613646249956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629.7522582499951,629.7613646249956,630.4953871249891,630.4953871249891,630.4953871249891,630.5677277499926,630.5677277499926,630.5677277499926,631.3987055419857,period,1.6345346250018338,None,631.3988469579926,631.3989111669944,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,358,358,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.7839125000027707,None,None,,,,,,,,,,,0,358,358,609,631.4099855829991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631.4010752499889,631.4099855829991,631.8954675419955,631.8954675419955,631.8954675419955,631.9676382079924,631.9676382079924,631.9676382079924,633.1984444169939,z,1.7839125000027707,None,633.1986064169905,633.1986634579953,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,0.0,,359,359,0,,,,,0,100,,,,,c-4,noss,0.5,period,1.0545052079978632,None,None,,,,,,,,,,,0,359,359,577,633.2103654579987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633.201611624987,633.2103654579987,633.6956319579913,633.6956319579913,633.6956319579913,633.7684101669875,633.7684101669875,633.7684101669875,634.2712239579996,period,1.0545052079978632,None,634.2713459999941,634.2713979579858,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,15.0,,360,360,0,,,,,100,0,,,,,c+4,poss,0.5,period,2.6584280409879284,None,None,,,,,,,,,,,0,360,360,199,634.282096541996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,634.2735054579971,634.282096541996,634.771828041994,634.771828041994,634.771828041994,634.8461457079975,634.8461457079975,634.8461457079975,636.9483183329867,period,2.6584280409879284,None,636.9484401249938,636.9484922079864,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,15.0,,361,361,0,,,,,100,0,,,,,c-4,poss,1.25,z,1.7944602909992682,None,None,,,,,,,,,,,0,361,361,91,636.9592971669917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636.9507874999981,636.9592971669917,638.1956537499937,638.1956537499937,638.1956537499937,638.2674668330001,638.2674668330001,638.2674668330001,638.7651107499987,z,1.7944602909992682,None,638.7652753749862,638.7653306249995,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,362,362,0,,,,,100,0,,,,,c-8,negs,0.75,z,1.2936964999971678,None,None,,,,,,,,,,,0,362,362,303,638.7773996669857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.7682604169968,638.7773996669857,639.5125106669875,639.5125106669875,639.5125106669875,639.5847413749871,639.5847413749871,639.5847413749871,640.0820710419939,z,1.2936964999971678,None,640.0821745419962,640.0822163329867,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,-15.0,,363,363,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2812008750042878,None,None,,,,,,,,,,,0,363,363,429,640.0929299169948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.0842260829959,640.0929299169948,640.8286271669931,640.8286271669931,640.8286271669931,640.9012175419921,640.9012175419921,640.9012175419921,641.3820837079984,period,1.2812008750042878,None,641.3822998329997,641.3824147079868,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,364,364,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.4014901669870596,None,None,,,,,,,,,,,0,364,364,643,641.3941174999927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641.3849714579992,641.3941174999927,641.879261582988,641.879261582988,641.879261582988,641.951251416991,641.951251416991,641.951251416991,642.7983486249868,period,1.4014901669870596,None,642.798472999988,642.7985257919936,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-6,15.0,,365,365,0,,,,,100,0,,,,,c-6,poss,0.5,z,1.0249745420005638,None,None,,,,,,,,,,,0,365,365,37,642.8096152079961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.8009917499876,642.8096152079961,643.2952683329931,643.2952683329931,643.2952683329931,643.3687470419973,643.3687470419973,643.3687470419973,643.8374301669974,z,1.0249745420005638,None,643.8375518329995,643.8376106669893,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,0.0,,366,366,0,,,,,0,100,,,,,c+2,noss,1.25,period,1.9079772499972023,None,None,,,,,,,,,,,0,366,366,699,643.8486895419919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,643.8396353749995,643.8486895419919,645.0890171669889,645.0890171669889,645.0890171669889,645.1631640829874,645.1631640829874,645.1631640829874,645.765611166993,period,1.9079772499972023,None,645.7657747919875,645.765830416989,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
2,0.0,,367,367,0,,,,,0,100,,,,,c+2,noss,0.5,period,1.388320666999789,None,None,,,,,,,,,,,0,367,367,672,645.7771560419933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.768443582987,645.7771560419933,646.2621619579877,646.2621619579877,646.2621619579877,646.3357436249935,646.3357436249935,646.3357436249935,647.1721065419988,period,1.388320666999789,None,647.1722588749981,647.1723149169993,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,368,368,0,,,,,100,0,,,,,c-8,negs,0.75,period,3.209191333997296,None,None,,,,,,,,,,,0,368,368,302,647.1836058329936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,647.175279957999,647.1836058329936,647.921851082996,647.921851082996,647.921851082996,647.9966436249961,647.9966436249961,647.9966436249961,650.3982971669902,period,3.209191333997296,None,650.3983913329866,650.3984370829858,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,-15.0,,369,369,0,,,,,100,0,,,,,c-8,negs,1.0,z,1.639108583010966,None,None,,,,,,,,,,,0,369,369,308,650.4086982499866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.4004127919907,650.4086982499866,651.3962627079891,651.3962627079891,651.3962627079891,651.4693658749893,651.4693658749893,651.4693658749893,652.0599371249991,z,1.639108583010966,None,652.060034582988,652.0600795419887,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,370,370,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.1551429999963148,None,None,,,,,,,,,,,0,370,370,387,652.0666102499963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652.0620853329892,652.0666102499963,652.5558922079945,652.5558922079945,652.5558922079945,652.6301150419895,652.6301150419895,652.6301150419895,653.232722582994,period,1.1551429999963148,None,653.2329675829969,653.2330843749951,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,-15.0,,371,371,0,,,,,100,0,,,,,c+6,negs,1.0,period,1.5994313749979483,None,None,,,,,,,,,,,0,371,371,531,653.244715666995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.2356505419884,653.244715666995,654.229556041988,654.229556041988,654.229556041988,654.3026306249958,654.3026306249958,654.3026306249958,654.849100374995,period,1.5994313749979483,None,654.8492286249966,654.8492810829921,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,372,372,0,,,,,0,100,,,,,c+0,noss,0.5,period,2.1791672500112327,None,None,,,,,,,,,,,0,372,372,646,654.8600339169934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,654.8513466669974,654.8600339169934,655.3464108749904,655.3464108749904,655.3464108749904,655.4192823749909,655.4192823749909,655.4192823749909,657.0494249579933,period,2.1791672500112327,None,657.0495836249902,657.0497604169941,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-4,-15.0,,373,373,0,,,,,100,0,,,,,c-4,negs,0.75,z,2.890946375002386,None,None,,,,,,,,,,,0,373,373,363,657.0612442079873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657.0523453329952,657.0612442079873,657.7957181249949,657.7957181249949,657.7957181249949,657.8687012919981,657.8687012919981,657.8687012919981,659.9548322919873,z,2.890946375002386,None,659.9549605829961,659.9550088329997,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,374,374,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.291036875001737,None,None,,,,,,,,,,,0,374,374,608,659.965901042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659.9570254169957,659.965901042,660.4556299999967,660.4556299999967,660.4556299999967,660.530303624997,660.530303624997,660.530303624997,661.2659213749866,z,1.291036875001737,None,661.2660814579867,661.2661339579936,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,375,375,0,,,,,0,100,,,,,c+0,noss,0.75,z,1.5092820840072818,None,None,,,,,,,,,,,0,375,375,648,661.2780380419863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661.2688764999912,661.2780380419863,662.0134237499879,662.0134237499879,662.0134237499879,662.0858899579907,662.0858899579907,662.0858899579907,662.799864207991,z,1.5092820840072818,None,662.8000242499984,662.8000851669931,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,376,376,0,,,,,100,0,,,,,c+6,poss,1.25,z,2.1408714590070304,None,None,,,,,,,,,,,0,376,376,249,662.8117244169989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,662.8031097079947,662.8117244169989,664.0457269579929,664.0457269579929,664.0457269579929,664.118917957996,664.118917957996,664.118917957996,664.9554181669955,z,2.1408714590070304,None,664.9555428329913,664.9556021669996,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
4,15.0,,377,377,0,,,,,100,0,,,,,c+4,poss,0.5,z,1.221972832994652,None,None,,,,,,,,,,,0,377,377,193,664.9662372499879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664.9578678329999,664.9662372499879,665.456510707998,665.456510707998,665.456510707998,665.5295704579912,665.5295704579912,665.5295704579912,666.1997247499967,z,1.221972832994652,None,666.199900541993,666.1999521669932,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,0.0,,378,378,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.3581138329900568,None,None,,,,,,,,,,,0,378,378,616,666.2114879999863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666.2026402919873,666.2114879999863,666.9468238329864,666.9468238329864,666.9468238329864,667.0191151249892,667.0191151249892,667.0191151249892,667.573030124986,z,1.3581138329900568,None,667.5731604999892,667.5732167079987,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
8,-15.0,,379,379,0,,,,,100,0,,,,,c+8,negs,0.75,period,1.34517329200753,None,None,,,,,,,,,,,0,379,379,554,667.5834636249929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,667.5753847499873,667.5834636249929,668.3218553749903,668.3218553749903,668.3218553749903,668.3973759579967,668.3973759579967,668.3973759579967,668.9331610829977,period,1.34517329200753,None,668.9332925419876,668.9333438749891,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,380,380,0,,,,,100,0,,,,,c-2,negs,1.25,period,1.8397138329892186,None,None,,,,,,,,,,,0,380,380,414,668.9440891249978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668.9353172079864,668.9440891249978,670.1801770829916,670.1801770829916,670.1801770829916,670.2521429579938,670.2521429579938,670.2521429579938,670.7893189999886,period,1.8397138329892186,None,670.7894438749936,670.7895019999996,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-8,15.0,,381,381,0,,,,,100,0,,,,,c-8,poss,1.25,z,1.7974790000007488,None,None,,,,,,,,,,,0,381,381,24,670.8001184579916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670.7919537499984,670.8001184579916,672.04036408299,672.04036408299,672.04036408299,672.114380125,672.114380125,672.114380125,672.6005771669879,z,1.7974790000007488,None,672.6007219999883,672.6007827919966,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,15.0,,382,382,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.052544249992934,None,None,,,,,,,,,,,0,382,382,129,672.611841957987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672.6030804169859,672.611841957987,673.0970089579932,673.0970089579932,673.0970089579932,673.169503541998,673.169503541998,673.169503541998,673.6671997919912,z,1.052544249992934,None,673.6673538749892,673.6674127919978,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,-15.0,,383,383,0,,,,,100,0,,,,,c+6,negs,1.0,period,1.4440057500032708,None,None,,,,,,,,,,,0,383,383,533,673.6789971249964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673.6701637079968,673.6789971249964,674.6637552920001,674.6637552920001,674.6637552920001,674.7357094999898,674.7357094999898,674.7357094999898,675.1340689579956,period,1.4440057500032708,None,675.1342095,675.1342664999975,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,384,384,0,,,,,0,100,,,,,c+0,noss,1.0,z,1.4159795830055373,None,None,,,,,,,,,,,0,384,384,662,675.1458585829969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675.136896416996,675.1458585829969,676.1304487499874,676.1304487499874,676.1304487499874,676.2026394169952,676.2026394169952,676.2026394169952,676.5666390419938,z,1.4159795830055373,None,676.566761582988,676.566815291997,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
-2,-15.0,,385,385,0,,,,,100,0,,,,,c-2,negs,0.75,period,1.2655575829994632,None,None,,,,,,,,,,,0,385,385,394,676.5775515419955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.5689723749965,676.5775515419955,677.3130433749902,677.3130433749902,677.3130433749902,677.386643957987,677.386643957987,677.386643957987,677.8499801669968,period,1.2655575829994632,None,677.8501008749881,677.8501524579915,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
0,0.0,,386,386,0,,,,,0,100,,,,,c+0,noss,1.0,period,1.7404225829959614,None,None,,,,,,,,,,,0,386,386,661,677.8606584999943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,677.8522117919929,677.8606584999943,678.8472158749937,678.8472158749937,678.8472158749937,678.9196445829875,678.9196445829875,678.9196445829875,679.6050208749948,period,1.7404225829959614,None,679.6051274169877,679.6051679999946,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
6,15.0,,387,387,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.5876649170095334,None,None,,,,,,,,,,,0,387,387,240,679.6166356249887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679.6075613329886,679.6166356249887,680.6069014169916,680.6069014169916,680.6069014169916,680.6811091669952,680.6811091669952,680.6811091669952,681.2075514999888,period,1.5876649170095334,None,681.2076940829866,681.2077506249916,None,,,,,,,,,,,,21049984,0,2025-12-10_13h37.12.732,tilt_mocs,2024.2.4,119.98500187929075,2025-12-10 13h37.25.474049 -0500,
