center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,surr_opacity,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,surround_practice.stopped,center_practice.stopped,text_11.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,surround_grating.started,center_grating.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
5.333333333333334,15.0,,392,392,0,,,,,,,,,,m1,poss,100,right,1.122820791999402,None,None,,,,,,,,,,,0,392,392,106,504.04364395899756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504.0356393749971,504.04364395899756,504.5308663339965,504.5308663339965,504.6031956250008,504.6031956250008,505.172816333994,right,1.122820791999402,None,505.1729349169982,505.17298370899516,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,393,393,0,,,,,,,,,,m3,poss,100,right,1.1508624169946415,None,None,,,,,,,,,,,0,393,393,6,505.183269000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.1749084589974,505.183269000001,505.67285170899413,505.67285170899413,505.74792599999637,505.74792599999637,506.3392884999994,right,1.1508624169946415,None,506.3394065839966,506.33945404199767,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
4.833333333333334,15.0,,394,394,0,,,,,,,,,,m2,poss,100,right,1.0935945000019274,None,None,,,,,,,,,,,0,394,394,41,506.3500499590009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506.3416014589966,506.3500499590009,506.8398011249956,506.8398011249956,506.91463991699857,506.91463991699857,507.44994779199624,right,1.0935945000019274,None,507.4500475419991,507.450086249999,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
4.833333333333334,15.0,,395,395,0,,,,,,,,,,m2,poss,100,right,1.2508273330022348,None,None,,,,,,,,,,,0,395,395,58,507.459977874998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507.451990249996,507.459977874998,507.9475229999953,507.9475229999953,508.0195321669962,508.0195321669962,508.71635779200005,right,1.2508273330022348,None,508.71645620899653,508.7164950419974,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
6.833333333333334,15.0,,396,396,0,,,,,,,,,,p2,poss,100,right,1.2406442089995835,None,None,,,,,,,,,,,0,396,396,237,508.7264830839995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.71840008399886,508.7264830839995,509.2141921250004,509.2141921250004,509.2861608339954,509.2861608339954,509.97123570899566,right,1.2406442089995835,None,509.97133324999595,509.9713709169955,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
7.833333333333334,15.0,,397,397,0,,,,,,,,,,p3,poss,100,right,0.9574373750001541,None,None,,,,,,,,,,,0,397,397,245,509.9810264999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509.9732565419981,509.9810264999978,510.464222083996,510.464222083996,510.53617799999483,510.53617799999483,510.9509082919976,right,0.9574373750001541,None,510.95105508399865,510.9511089169973,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
1.0,0.0,,398,398,0,,,,,,,,,,p2,noss,0,right,0.8963849170031608,None,None,,,,,,,,,,,0,398,398,675,510.9610134999966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510.95327979199647,510.9610134999966,511.4476520839962,511.4476520839962,511.5206384169942,511.5206384169942,511.86790249999467,right,0.8963849170031608,None,511.86805325000023,511.86810745899857,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-2.0,0.0,,399,399,0,,,,,,,,,,m3,noss,0,left,0.8831287499997416,None,None,,,,,,,,,,,0,399,399,560,511.87835708399507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511.870306083998,511.87835708399507,512.3643565839957,512.3643565839957,512.4366280839968,512.4366280839968,512.7667206669939,left,0.8831287499997416,None,512.7668440839989,512.7668925839971,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-4.666666666666666,-15.0,,400,400,0,,,,,,,,,,p3,negs,100,left,1.1945646660024067,None,None,,,,,,,,,,,0,400,400,552,512.7771924589979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,512.7690710839961,512.7771924589979,513.2644028340001,513.2644028340001,513.3375232499966,513.3375232499966,513.9838077919994,left,1.1945646660024067,None,513.983934291995,513.9839854999955,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
4.833333333333334,15.0,,401,401,0,,,,,,,,,,m2,poss,100,left,1.3216099580022274,None,None,,,,,,,,,,,0,401,401,78,513.9940182499995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.986063874996,513.9940182499995,514.4810794589939,514.4810794589939,514.5536197499969,514.5536197499969,515.3260729999965,left,1.3216099580022274,None,515.3261704999968,515.3262093749945,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-7.666666666666666,-15.0,,402,402,0,,,,,,,,,,m2,negs,100,right,1.8871015000040643,None,None,,,,,,,,,,,0,402,402,344,515.333963291996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515.3280984999947,515.333963291996,515.8238663749944,515.8238663749944,515.8982682919959,515.8982682919959,517.223992291998,right,1.8871015000040643,None,517.2241365839946,517.224210083994,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,403,403,0,,,,,,,,,,m3,poss,100,left,1.0875367080006981,None,None,,,,,,,,,,,0,403,403,15,517.234339208997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.2263164589967,517.234339208997,517.7243431249954,517.7243431249954,517.7982877089962,517.7982877089962,518.333892124996,left,1.0875367080006981,None,518.3340170419979,518.334067249998,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,404,404,0,,,,,,,,,,m3,poss,100,left,0.9717299589974573,None,None,,,,,,,,,,,0,404,404,29,518.3438943750007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.3360133339957,518.3438943750007,518.8312290839967,518.8312290839967,518.9152347919953,518.9152347919953,519.3185772919969,left,0.9717299589974573,None,519.3187274589945,519.3187826249996,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-0.5,0.0,,405,405,0,,,,,,,,,,m1,noss,0,left,1.0422365830017952,None,None,,,,,,,,,,,0,405,405,614,519.3295731670005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519.3208518339961,519.3295731670005,519.8146239589987,519.8146239589987,519.8868796669994,519.8868796669994,520.3839087499946,left,1.0422365830017952,None,520.3840173749995,520.3840560839963,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
7.833333333333334,15.0,,406,406,0,,,,,,,,,,p3,poss,100,right,1.3098605000050156,None,None,,,,,,,,,,,0,406,406,262,520.3937840840008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,520.3859422089954,520.3937840840008,520.8813555839952,520.8813555839952,520.9547045840009,520.9547045840009,521.7062824589957,right,1.3098605000050156,None,521.7064071249988,521.7064559169958,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,407,407,0,,,,,,,,,,m3,poss,100,right,1.0563041669956874,None,None,,,,,,,,,,,0,407,407,14,521.7168046250008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.7084588750004,521.7168046250008,522.207265416997,522.207265416997,522.2817641250003,522.2817641250003,522.7840724169946,right,1.0563041669956874,None,522.7841717919946,522.7842097499961,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-4.666666666666666,-15.0,,408,408,0,,,,,,,,,,p3,negs,100,right,0.960325207997812,None,None,,,,,,,,,,,0,408,408,538,522.7940569999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522.7861355419955,522.7940569999992,523.2814698340007,523.2814698340007,523.3539077089954,523.3539077089954,523.7568751250001,right,0.960325207997812,None,523.756975874996,523.7570140419994,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.333333333333334,15.0,,409,409,0,,,,,,,,,,m1,poss,100,right,1.28688775000046,None,None,,,,,,,,,,,0,409,409,115,523.7672335419993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,523.7589345839951,523.7672335419993,524.2580293339997,524.2580293339997,524.3319246249957,524.3319246249957,525.057184458994,right,1.28688775000046,None,525.0573264589984,525.0573752499986,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-6.666666666666666,-15.0,,410,410,0,,,,,,,,,,PSE,negs,100,right,1.0991356249942328,None,None,,,,,,,,,,,0,410,410,426,525.067607500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.0594209589981,525.067607500001,525.5574843750001,525.5574843750001,525.632088499995,525.632088499995,526.1725894589981,right,1.0991356249942328,None,526.1727086669998,526.1727583749962,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-5.666666666666666,-15.0,,411,411,0,,,,,,,,,,p2,negs,100,right,1.0086346250027418,None,None,,,,,,,,,,,0,411,411,490,526.1981750839986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,526.1748369589986,526.1981750839986,526.6738756249979,526.6738756249979,526.7486794590004,526.7486794590004,527.2175956249994,right,1.0086346250027418,None,527.2177577089969,527.2178072919996,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-6.166666666666666,-15.0,,412,412,0,,,,,,,,,,p1,negs,100,right,2.124998499995854,None,None,,,,,,,,,,,0,412,412,451,527.2290693339964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527.2207406669986,527.2290693339964,527.714818208995,527.714818208995,527.7878383339994,527.7878383339994,529.3571172919983,right,2.124998499995854,None,529.3572489169965,529.3573025000005,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.833333333333334,15.0,,413,413,0,,,,,,,,,,PSE,poss,100,right,1.048209833999863,None,None,,,,,,,,,,,0,413,413,156,529.3678387920008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.3594371250001,529.3678387920008,529.857596834001,529.857596834001,529.9384657499977,529.9384657499977,530.4185284999985,right,1.048209833999863,None,530.4186457499964,530.4186874999941,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.333333333333334,15.0,,414,414,0,,,,,,,,,,m1,poss,100,right,1.0999387920019217,None,None,,,,,,,,,,,0,414,414,93,530.4287949999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,530.4207483339997,530.4287949999998,530.9150339999978,530.9150339999978,530.9870493339986,530.9870493339986,531.5350143749965,right,1.0999387920019217,None,531.5351635839979,531.5352166669982,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
6.833333333333334,15.0,,415,415,0,,,,,,,,,,p2,poss,100,right,1.1032050419962616,None,None,,,,,,,,,,,0,415,415,207,531.5453270419966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.5373852499979,531.5453270419966,532.0316118749979,532.0316118749979,532.103689042,532.103689042,532.6510669589989,right,1.1032050419962616,None,532.6511926669991,532.6512423749955,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-4.666666666666666,-15.0,,416,416,0,,,,,,,,,,p3,negs,100,right,1.2269359999991138,None,None,,,,,,,,,,,0,416,416,539,532.6614491250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.6534554589962,532.6614491250002,533.148369167,533.148369167,533.2207572089974,533.2207572089974,533.901004208994,right,1.2269359999991138,None,533.9011057089956,533.9011456250009,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-0.5,0.0,,417,417,0,,,,,,,,,,m1,noss,0,right,1.0208958330040332,None,None,,,,,,,,,,,0,417,417,602,533.9109845839994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,533.9030504589973,533.9109845839994,534.398504249999,534.398504249999,534.4706190419965,534.4706190419965,534.934228291997,right,1.0208958330040332,None,534.9343294169958,534.9343676249991,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-0.5,0.0,,418,418,0,,,,,,,,,,m1,noss,0,right,1.1385824579992914,None,None,,,,,,,,,,,0,418,418,619,534.9442382089983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.9362608749943,534.9442382089983,535.4317220839948,535.4317220839948,535.5040338749968,535.5040338749968,536.0853071249949,right,1.1385824579992914,None,536.0854309589995,536.0854780839945,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
6.333333333333334,15.0,,419,419,0,,,,,,,,,,p1,poss,100,left,1.243606167001417,None,None,,,,,,,,,,,0,419,419,184,536.0955059999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,536.0875287089948,536.0955059999978,536.5817988749986,536.5817988749986,536.6542652499993,536.6542652499993,537.3415774169989,left,1.243606167001417,None,537.3416864169994,537.3417259169946,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
4.833333333333334,15.0,,420,420,0,,,,,,,,,,m2,poss,100,right,1.4982176669946057,None,None,,,,,,,,,,,0,420,420,60,537.3517930419985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,537.3436216249975,537.3517930419985,537.8420084589961,537.8420084589961,537.9156944169954,537.9156944169954,538.8613460419947,right,1.4982176669946057,None,538.8614475419963,538.861491083997,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
3.833333333333334,15.0,,421,421,0,,,,,,,,,,m3,poss,100,right,1.6455642080036341,None,None,,,,,,,,,,,0,421,421,26,538.8680321249994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.8633775419949,538.8680321249994,539.3572228749981,539.3572228749981,539.4324672500006,539.4324672500006,540.5180160419986,right,1.6455642080036341,None,540.5181371250001,540.5181982089998,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-1.0,0.0,,422,422,0,,,,,,,,,,m2,noss,0,right,0.9729466249991674,None,None,,,,,,,,,,,0,422,422,591,540.5281905419979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.5202007089974,540.5281905419979,541.0153785839939,541.0153785839939,541.0874201249972,541.0874201249972,541.5071981250003,right,0.9729466249991674,None,541.5073472500007,541.5074047499947,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-7.666666666666666,-15.0,,423,423,0,,,,,,,,,,m2,negs,100,right,0.9122555830035708,None,None,,,,,,,,,,,0,423,423,327,541.5179184589942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.509524958994,541.5179184589942,542.0074777089976,542.0074777089976,542.0826695840005,542.0826695840005,542.4344802499982,right,0.9122555830035708,None,542.4345769169959,542.4346154999948,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
2.0,0.0,,424,424,0,,,,,,,,,,p3,noss,0,right,1.3744636249975883,None,None,,,,,,,,,,,0,424,424,687,542.4447969589964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,542.4365207499941,542.4447969589964,542.9319523339946,542.9319523339946,543.0043505419962,543.0043505419962,543.824077624995,right,1.3744636249975883,None,543.8241754999981,543.8242161249946,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.333333333333334,15.0,,425,425,0,,,,,,,,,,m1,poss,100,right,1.0500865830035764,None,None,,,,,,,,,,,0,425,425,91,543.8342741669985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543.8261182089991,543.8342741669985,544.3242752090009,544.3242752090009,544.3993865839948,544.3993865839948,544.8906132089978,right,1.0500865830035764,None,544.8907126249978,544.890753666994,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-7.666666666666666,-15.0,,426,426,0,,,,,,,,,,m2,negs,100,right,1.1129746250007884,None,None,,,,,,,,,,,0,426,426,335,544.9008038749962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.892672916998,544.9008038749962,545.3916181669993,545.3916181669993,545.4659760419963,545.4659760419963,546.0183516670004,right,1.1129746250007884,None,546.0184505840007,546.0184892920006,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-4.666666666666666,-15.0,,427,427,0,,,,,,,,,,p3,negs,100,left,1.0449944580032025,None,None,,,,,,,,,,,0,427,427,545,546.0286149169988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0204426249984,546.0286149169988,546.5154857499947,546.5154857499947,546.5885192919959,546.5885192919959,547.0838075419961,left,1.0449944580032025,None,547.0838762089988,547.0838978339962,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
7.833333333333334,15.0,,428,428,0,,,,,,,,,,p3,poss,100,left,3.0642080410034396,None,None,,,,,,,,,,,0,428,428,265,547.0923903750008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.0850152089988,547.0923903750008,547.582186833999,547.582186833999,547.6546798749987,547.6546798749987,550.1837428340004,left,3.0642080410034396,None,550.1838596669986,550.1839072919975,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-8.666666666666666,-15.0,,429,429,0,,,,,,,,,,m3,negs,100,right,1.1597980000005919,None,None,,,,,,,,,,,0,429,429,284,550.1995731669958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550.1861636670001,550.1995731669958,550.6815074999977,550.6815074999977,550.7558794590004,550.7558794590004,551.3686834999971,right,1.1597980000005919,None,551.3688444169966,551.3689006669956,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
2.0,0.0,,430,430,0,,,,,,,,,,p3,noss,0,right,0.9204372499953024,None,None,,,,,,,,,,,0,430,430,690,551.3794181669946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.3712350419955,551.3794181669946,551.8656779999947,551.8656779999947,551.9377074590011,551.9377074590011,552.3028450419952,right,0.9204372499953024,None,552.3029793749956,552.303029499999,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
0.5,0.0,,431,431,0,,,,,,,,,,p1,noss,0,right,0.7691514590042061,None,None,,,,,,,,,,,0,431,431,659,552.3134028339991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552.3051854169971,552.3134028339991,552.7991485839957,552.7991485839957,552.8710640419959,552.8710640419959,553.0850069169974,right,0.7691514590042061,None,553.0851449170004,553.0852075000003,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
5.333333333333334,15.0,,432,432,0,,,,,,,,,,m1,poss,100,right,1.0808234170035576,None,None,,,,,,,,,,,0,432,432,114,553.0953143749939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.0873696249982,553.0953143749939,553.5826203749966,553.5826203749966,553.6555515419968,553.6555515419968,554.1851000839961,right,1.0808234170035576,None,554.185229333998,554.1852792089994,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-4.666666666666666,-15.0,,433,433,0,,,,,,,,,,p3,negs,100,right,1.2258129160036333,None,None,,,,,,,,,,,0,433,433,523,554.195407166997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.1872720839965,554.195407166997,554.6826026249983,554.6826026249983,554.7552537919983,554.7552537919983,555.4239327920004,right,1.2258129160036333,None,555.4240337089941,555.4240735839994,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
-6.166666666666666,-15.0,,434,434,0,,,,,,,,,,p1,negs,100,right,0.9843121250014519,None,None,,,,,,,,,,,0,434,434,470,555.4344483749956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555.4259920420009,555.4344483749956,555.9249101669993,555.9249101669993,555.9996076249954,555.9996076249954,556.4234087500008,right,0.9843121250014519,None,556.4235064169989,556.4235454589943,None,,,,,,,,,,,,21049998,0,2025-10-20_12h38.40.183,tilt_mocs,2024.2.4,118.59647101543273,2025-10-20 12h38.48.426811 -0400,
