center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,text_11.started,surround_practice.stopped,center_practice.stopped,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,center_angle,surround_angle,trial.started,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,blocks.key_resp_9.keys,blocks.key_resp_9.rt,blocks.key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1618.7185572919989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,12,69,up,0.5,4.5,4.5,30,1618.6949524579977,1618.7185572919989,1619.193841082997,1619.193841082997,1619.2690338749999,1619.2690338749999,1619.2690338749999,1620.587526542,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1620.5967933749998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,12,70,up,0.5,1.0,1.0,,1620.5886752080005,1620.5967933749998,1621.0852895829994,1621.0852895829994,1621.1599676669975,1621.1599676669975,1621.1599676669975,1622.8435812919997,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1622.852909082998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,12,71,down,0.5,0.5,0.5,,1622.8446706670002,1622.852909082998,1623.3440863750002,1623.3440863750002,1623.4190662919973,1623.4190662919973,1623.4190662919973,1624.004768499999,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1624.0145226669993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,13,72,up,0.5,-2.0,-2.0,-30,1624.0063161670005,1624.0145226669993,1624.5019733329973,1624.5019733329973,1624.575522957999,1624.575522957999,1624.575522957999,1625.7378222499974,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1625.746989583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,73,up,0.5,3.5,3.5,30,1625.738975458,1625.746989583,1626.2354214999978,1626.2354214999978,1626.309049083,1626.309049083,1626.309049083,1627.8879549999983,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1627.8977525419978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,13,74,down,0.5,0.0,0.0,,1627.8893652080005,1627.8977525419978,1628.3855922919975,1628.3855922919975,1628.4586059579997,1628.4586059579997,1628.4586059579997,1634.6105114999991,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1634.619846374997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,75,down,0.5,-2.0,-2.0,-30,1634.6116187080006,1634.619846374997,1635.1116211249973,1635.1116211249973,1635.1859613749984,1635.1859613749984,1635.1859613749984,1636.1379469579988,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1636.1471131670005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,76,down,0.5,4.0,4.0,30,1636.1390872499978,1636.1471131670005,1636.6357200419989,1636.6357200419989,1636.7101105000002,1636.7101105000002,1636.7101105000002,1639.2113613330002,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1639.2214998329982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,77,up,0.5,1.5,1.5,,1639.2127609999989,1639.2214998329982,1639.7117458329994,1639.7117458329994,1639.786014666999,1639.786014666999,1639.786014666999,1640.594503041997,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1640.6193398329997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,78,up,0.5,-1.5,-1.5,-30,1640.5958353329988,1640.6193398329997,1641.0948490829978,1641.0948490829978,1641.169820332998,1641.169820332998,1641.169820332998,1641.805048582999,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1641.8144644169988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,79,down,0.5,-2.5,-2.5,-30,1641.8061900419998,1641.8144644169988,1642.302846874998,1642.302846874998,1642.376465833,1642.376465833,1642.376465833,1642.8556897919989,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1642.865249082999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,80,up,0.5,0.5,0.5,,1642.8569394169972,1642.865249082999,1643.3528576669996,1643.3528576669996,1643.4259527499999,1643.4259527499999,1643.4259527499999,1644.2445732499982,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1644.2696192080002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,81,up,0.5,4.0,4.0,30,1644.2456880829995,1644.2696192080002,1644.744754542,1644.744754542,1644.8195271669974,1644.8195271669974,1644.8195271669974,1645.611875874998,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1645.6218808329977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,82,down,0.5,1.0,1.0,,1645.6131344999994,1645.6218808329977,1646.1124427079994,1646.1124427079994,1646.1867290419978,1646.1867290419978,1646.1867290419978,1646.8280365829996,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1646.852949707998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,83,up,0.5,4.5,4.5,30,1646.8293945829973,1646.852949707998,1647.3284232919978,1647.3284232919978,1647.4033624170006,1647.4033624170006,1647.4033624170006,1648.171618458,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1648.1808110419988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,84,down,0.5,-2.0,-2.0,-30,1648.172781707999,1648.1808110419988,1648.6696265829996,1648.6696265829996,1648.742804999998,1648.742804999998,1648.742804999998,1649.3388876669997,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1649.348657041999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,85,down,0.5,3.5,3.5,30,1649.3402862919975,1649.348657041999,1649.8364259169975,1649.8364259169975,1649.9098226669994,1649.9098226669994,1649.9098226669994,1650.6053323749984,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1650.6151004169988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,86,down,0.5,0.0,0.0,,1650.606745416997,1650.6151004169988,1651.102981791999,1651.102981791999,1651.176497458,1651.176497458,1651.176497458,1652.1150166249972,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1652.1220739169985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,87,down,0.5,4.0,4.0,30,1652.1164973329978,1652.1220739169985,1652.612395666998,1652.612395666998,1652.6934527079975,1652.6868839999988,1652.6868839999988,1653.355984124999,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1653.3650669169983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,88,up,0.5,1.5,1.5,,1653.3571360829992,1653.3650669169983,1653.8530696249982,1653.8530696249982,1653.9262730829978,1653.9262730829978,1653.9262730829978,1654.655566999998,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1654.664714208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,89,up,0.5,-2.0,-2.0,-30,1654.656689749998,1654.664714208,1655.153079374999,1655.153079374999,1655.2263576669975,1655.2263576669975,1655.2263576669975,1655.7220539579976,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1655.7310991249979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,90,up,0.5,0.5,0.5,,1655.7232097499982,1655.7310991249979,1656.2198798749996,1656.2198798749996,1656.2934858749977,1656.2934858749977,1656.2934858749977,1657.2449102499995,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1657.2700312079978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,91,up,0.5,-1.5,-1.5,-30,1657.246030708,1657.2700312079978,1657.745447082998,1657.745447082998,1657.8204091249972,1657.8204091249972,1657.8204091249972,1658.3728243749974,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1658.3823055829998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,92,down,0.5,3.5,3.5,30,1658.3740872499984,1658.3823055829998,1658.8698629579994,1658.8698629579994,1658.9431488329974,1658.9431488329974,1658.9431488329974,1659.689200875,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1659.6985908749994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,93,up,0.5,-1.5,-1.5,-30,1659.6904023749994,1659.6985908749994,1660.1866305000003,1660.1866305000003,1660.2601078749976,1660.2601078749976,1660.2601078749976,1660.7984550420006,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1660.805698666998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,94,down,0.5,1.0,1.0,,1660.799556832997,1660.805698666998,1661.2965112079983,1661.2965112079983,1661.3770084999996,1661.3705438750003,1661.3705438750003,1661.777337042,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1661.7866802919998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,95,down,0.5,3.0,3.0,30,1661.7784662919985,1661.7866802919998,1662.2798040419984,1662.2798040419984,1662.3536223329975,1662.3536223329975,1662.3536223329975,1663.3895319170006,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1663.3988137079978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,96,up,0.5,3.5,3.5,30,1663.3906936669991,1663.3988137079978,1663.8868029999976,1663.8868029999976,1663.9602524580005,1663.9602524580005,1663.9602524580005,1665.1289198329978,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1665.1536574579986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,97,down,0.5,0.0,0.0,,1665.1302200829996,1665.1536574579986,1665.6294989579983,1665.6294989579983,1665.7040679169986,1665.7040679169986,1665.7040679169986,1666.7453862080001,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1666.7704529580005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,98,up,0.5,4.0,4.0,30,1666.7465026669997,1666.7704529580005,1667.2460671249974,1667.2460671249974,1667.3206932499997,1667.3206932499997,1667.3206932499997,1668.339697542,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1668.349469249999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,99,up,0.5,-1.0,-1.0,-30,1668.3411244579984,1668.349469249999,1668.836966499999,1668.836966499999,1668.9103254170004,1668.9103254170004,1668.9103254170004,1669.7558135830004,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1669.7653097919974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,100,up,0.5,1.5,1.5,,1669.7569977499988,1669.7653097919974,1670.2536306250004,1670.2536306250004,1670.3270948749996,1670.3270948749996,1670.3270948749996,1671.2058773749995,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1671.2149610829983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,101,up,0.5,-1.0,-1.0,-30,1671.2070278329993,1671.2149610829983,1671.7038715419985,1671.7038715419985,1671.7776152499973,1671.7776152499973,1671.7776152499973,1672.5564267499976,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1672.566267457998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,102,down,0.5,1.0,1.0,,1672.5580126249988,1672.566267457998,1673.0537154169979,1673.0537154169979,1673.1268352499974,1673.1268352499974,1673.1268352499974,1674.390080582998,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1674.3993097919993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,103,down,0.5,-0.5,-0.5,,1674.391284041998,1674.3993097919993,1674.8871939579985,1674.8871939579985,1674.960505957999,1674.960505957999,1674.960505957999,1675.4960434999994,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1675.5206937919975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,104,down,0.5,3.5,3.5,30,1675.4971574999981,1675.5206937919975,1675.9959683749985,1675.9959683749985,1676.0710491249993,1676.0710491249993,1676.0710491249993,1676.639852332999,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1676.6492527499977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,105,down,0.5,-1.5,-1.5,-30,1676.640981624998,1676.6492527499977,1677.1374269999978,1677.1374269999978,1677.2110044999972,1677.2110044999972,1677.2110044999972,1677.6897869579989,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1677.6989549579994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,106,down,0.5,3.0,3.0,30,1677.6909431249987,1677.6989549579994,1678.187208457999,1678.187208457999,1678.260795708,1678.260795708,1678.260795708,1678.7791775000005,1,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1678.804078416997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,107,up,0.5,-0.5,-0.5,-30,1678.7803117080002,1678.804078416997,1679.279530374999,1679.279530374999,1679.3545610420006,1679.3545610420006,1679.3545610420006,1680.7070157499984,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1680.7165250420003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,108,down,0.5,0.5,0.5,,1680.7082994579978,1680.7165250420003,1681.2040409580004,1681.2040409580004,1681.2772187079972,1681.2772187079972,1681.2772187079972,1682.029841083,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
,,,1,0,1,,,,,,,,,,,,,,,,,,1,0,1,0,1682.0395743749978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,109,down,0.5,2.5,2.5,30,1682.0309950829978,1682.0395743749978,1682.5296160420003,1682.5296160420003,1682.6046924170005,1682.6046924170005,1682.6046924170005,1683.2230879169983,0,,,,,,,,,,,,,,,21049999,0,2025-10-17_10h44.28.208,tilt_staircase,2024.2.4,120.34641764341205,2025-10-17 10h44.51.975870 -0400,
