center,surround,correct,opacity,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,surround_practice_2.started,center_practice_2.started,text_12.started,surround_practice_2.stopped,center_practice_2.stopped,practice_trial_timed.stopped,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,text_7.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trials.label,trials.nReps,trials.startVal,trials.maxVal,trials.minVal,trials.stepSizes,trials.stepType,trials.nUp,trials.nDown,trials.nReversals,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.intensity,trial.started,center_angle,surround_angle,resp.started,surround_grating.started,center_grating.started,text_3.started,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.response,break_2.started,text_14.started,key_resp_9.started,break_2.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration,end.started,text_4.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,1,0,1,0,362.5799420409967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,13,74,down,0.5,6.0,362.57180695799616,6.0,30,362.5799420409967,363.08140224999806,363.08140224999806,363.15341466599784,363.16044066599716,363.16044066599716,363.7378900830008,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,363.7466850830024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,13,75,up,0.5,-1.0,363.7381397909994,-1.0,-30,363.7466850830024,364.24797466600285,364.24797466600285,364.3203868749988,364.32726508299675,364.32726508299675,365.07133479099866,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,365.07959833300265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,13,76,down,0.5,6.5,365.071544790997,6.5,30,365.07959833300265,365.58190154100157,365.58190154100157,365.6534447910017,365.66034629099886,365.66034629099886,366.3380528330017,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,366.3465803750005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,13,77,up,0.5,1.5,366.3382979579983,1.5,,366.3465803750005,366.84835258300154,366.84835258300154,366.9202245409979,366.926671250003,366.926671250003,368.1712987909996,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,368.1798875829991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,14,78,down,0.5,2.0,368.171563791002,2.0,,368.1798875829991,368.68157025000255,368.68157025000255,368.75352974999987,368.760710458002,368.760710458002,369.3216255829975,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,369.3304320000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,14,79,down,0.5,-1.5,369.32187454099767,-1.5,-30,369.3304320000025,369.83149862499704,369.83149862499704,369.9034994579997,369.91042812499654,369.91042812499654,370.8612580830013,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,370.8696060000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,14,80,up,0.5,6.5,370.86146333299985,6.5,30,370.8696060000002,371.36431445799826,371.36431445799826,371.4452319159973,371.4452319159973,371.4452319159973,372.0949869160031,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,372.1031125410009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,14,81,down,0.5,-1.0,372.0951939160004,-1.0,-30,372.1031125410009,372.5973990409984,372.5973990409984,372.67840137500025,372.67840137500025,372.67840137500025,373.3614976250028,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,373.3695618330021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,14,82,down,0.5,6.0,373.36170870799833,6.0,30,373.3695618330021,373.8651165830015,373.8651165830015,373.9446621660027,373.9446621660027,373.9446621660027,375.08871383299993,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,375.0969852909984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,14,83,down,0.5,1.0,375.0889680830005,1.0,,375.0969852909984,375.5973851250019,375.5973851250019,375.67024387499987,375.6772001249992,375.6772001249992,377.18862754099973,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,377.1975558330014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,15,84,up,0.5,7.0,377.18889712500095,7.0,30,377.1975558330014,377.6969416659995,377.6969416659995,377.77023166599975,377.7771457909985,377.7771457909985,378.495468041001,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,378.50383179100027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,15,85,down,0.5,0.5,378.4957212500012,0.5,,378.50383179100027,378.99821479099774,378.99821479099774,379.0780114579975,379.0780114579975,379.0780114579975,379.8786669999972,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,379.88659329099755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,15,86,down,0.5,-1.5,379.87887354099803,-1.5,-30,379.88659329099755,380.38136262499756,380.38136262499756,380.4619998749986,380.4619998749986,380.4619998749986,381.12819537500036,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,381.1362388330017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,15,87,down,0.5,-2.0,381.1284007909999,-2.0,-30,381.1362388330017,381.63160324999626,381.63160324999626,381.71248775000277,381.71248775000277,381.71248775000277,382.77157091599656,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,382.7802089159959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,15,88,down,0.5,1.5,382.77182991599693,1.5,,382.7802089159959,383.2820392909998,383.2820392909998,383.3536887500013,383.36062308299734,383.36062308299734,383.9954107500016,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,384.0044682910011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,15,89,up,0.5,6.5,383.99565533299756,6.5,30,384.0044682910011,384.49817483300285,384.49817483300285,384.5773672080031,384.5773672080031,384.5773672080031,385.33828175000235,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,385.34661508299905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,16,90,up,0.5,7.0,385.3385026249962,7.0,30,385.34661508299905,385.8480447080001,385.8480447080001,385.9203612499987,385.92797170799895,385.92797170799895,386.42890158299997,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,386.43682887499745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,16,91,down,0.5,1.0,386.4291065829966,1.0,,386.43682887499745,386.93085737500223,386.93085737500223,387.01227383300284,387.01227383300284,387.01227383300284,387.6039959580012,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,387.6091285000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,16,92,up,0.5,7.5,387.60422466599994,7.5,30,387.6091285000002,388.11495812499925,388.11495812499925,388.1870369160024,388.1935883749975,388.1935883749975,389.2380599579992,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,389.24643775000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,16,93,down,0.5,0.0,389.23826933300006,0.0,,389.24643775000004,389.74744879100035,389.74744879100035,389.8204052500005,389.8273596250001,389.8273596250001,390.39502179100236,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,390.4037709580007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,16,94,down,0.5,-2.0,390.3952790409967,-2.0,-30,390.4037709580007,390.8975331659967,390.8975331659967,390.9787659579961,390.9787659579961,390.9787659579961,391.85523799999646,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,391.8633162499973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,16,95,up,0.5,-1.5,391.8554477910002,-1.5,-30,391.8633162499973,392.3651306660031,392.3651306660031,392.4371287909962,392.4441286660003,392.4441286660003,393.77791199999774,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,393.7874603750024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,17,96,up,0.5,0.5,393.7781809579974,0.5,,393.7874603750024,394.2811532909982,394.2811532909982,394.361774332996,394.361774332996,394.361774332996,395.455147916,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,395.46342045799975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,17,97,up,0.5,1.5,395.45535912500054,1.5,,395.46342045799975,395.9652109160015,395.9652109160015,396.0370998750004,396.0439080829965,396.0439080829965,396.7884017499964,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,396.7966995829993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,17,98,up,0.5,7.5,396.78864954099845,7.5,30,396.7966995829993,397.298347457996,397.298347457996,397.37051795799925,397.3776183750015,397.3776183750015,398.5296498750031,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,398.5378322079996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,17,99,down,0.5,-2.5,398.52986237499863,-2.5,-30,398.5378322079996,399.0314938329975,399.0314938329975,399.1112411659997,399.1112411659997,399.1112411659997,400.5719249160029,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,400.57999633299914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,17,100,up,0.5,-1.0,400.572179666,-1.0,-30,400.57999633299914,401.0816952910027,401.0816952910027,401.1538966250009,401.1607400829962,401.1607400829962,402.028724374999,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,402.0368088749965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,17,101,up,0.5,8.0,402.02898079100123,8.0,30,402.0368088749965,402.5321131660021,402.5321131660021,402.61201216599875,402.61201216599875,402.61201216599875,403.2624538750024,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,403.27047375000257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,18,102,up,0.5,-2.0,403.2627201659998,-2.0,-30,403.27047375000257,403.7658493330018,403.7658493330018,403.84522012499656,403.84522012499656,403.84522012499656,404.5224812500019,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,404.5311308329983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,18,103,down,0.5,7.5,404.5227296660014,7.5,30,404.5311308329983,405.0316488749959,405.0316488749959,405.1124248749984,405.1124248749984,405.1124248749984,405.89497720800136,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,405.903519958003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,18,104,down,0.5,-1.5,405.8952257080018,-1.5,-30,405.903519958003,406.3974634999977,406.3974634999977,406.47822483300115,406.47822483300115,406.47822483300115,407.10503099999914,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,407.11383249999926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,18,105,up,0.5,8.0,407.10528070799774,8.0,30,407.11383249999926,407.6152376250029,407.6152376250029,407.68723420800234,407.69417695800075,407.69417695800075,408.4721979160022,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,408.48059437499614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,18,106,down,0.5,1.0,408.4724089579977,1.0,,408.48059437499614,408.9819908330028,408.9819908330028,409.0539598749965,409.06089924999833,409.06089924999833,409.72819687500305,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,409.7365416659959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,18,107,up,0.5,1.0,409.7284543749993,1.0,,409.7365416659959,410.2314097080016,410.2314097080016,410.31211574999907,410.31211574999907,410.31211574999907,411.2289914159992,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,411.2369023749998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,19,108,up,0.5,8.5,411.2292145829997,8.5,30,411.2369023749998,411.73206733299594,411.73206733299594,411.81158708300063,411.81158708300063,411.81158708300063,412.83904279099806,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,412.84734066599776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,19,109,up,0.5,-1.5,412.8392532079961,-1.5,-30,412.84734066599776,413.3488403750016,413.3488403750016,413.4206940829972,413.4275942910026,413.4275942910026,414.012544833,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,414.0207079160027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,19,110,up,0.5,1.5,414.01279466599954,1.5,,414.0207079160027,414.51577229100076,414.51577229100076,414.59581349999644,414.59581349999644,414.59581349999644,415.2391045830009,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,415.2475558750011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_negs,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,0,19,111,up,0.5,-1.0,415.239348957999,-1.0,-30,415.2475558750011,415.7485146659965,415.7485146659965,415.8206856659963,415.82759270800307,415.82759270800307,416.4791907079998,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,416.48766262499703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,19,112,down,0.5,0.5,416.4794472909998,0.5,,416.48766262499703,416.982016957998,416.982016957998,417.06153962499957,417.06153962499957,417.06153962499957,418.622200040998,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,418.63006837500143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,19,113,up,0.5,8.0,418.62240716599626,8.0,30,418.63006837500143,419.13153800000146,419.13153800000146,419.20410154099955,419.21123354099836,419.21123354099836,419.871887082998,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,419.88048641599744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_poss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,2,20,114,up,0.5,9.0,419.87215470799856,9.0,30,419.88048641599744,420.38113216599595,420.38113216599595,420.4540509579965,420.461159874998,420.461159874998,421.11223683299613,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,421.1204837080004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_noss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,5,20,115,up,0.5,1.0,421.1124467499976,1.0,,421.1204837080004,421.61519654100266,421.61519654100266,421.6959896249973,421.6959896249973,421.6959896249973,422.2787612079992,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,422.2869733749976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_poss,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,3,20,116,down,0.5,7.5,422.27900862500246,7.5,30,422.2869733749976,422.782467750003,422.782467750003,422.86251620799885,422.86251620799885,422.86251620799885,424.2956269159986,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,424.30386358300166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,negc_noss,30,-15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,4,20,117,down,0.5,1.0,424.2958817079998,1.0,,424.30386358300166,424.79843787499703,424.79843787499703,424.8786047909962,424.8786047909962,424.8786047909962,425.7888222909969,0,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
,,,,,,,,,,,,1,0,1,0,425.79662104100134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,posc_negs,30,15,15,-15,"[5, 2, 1, 0.5]",lin,1,1,8,1,20,118,up,0.5,-1.0,425.7890804999988,-1.0,-30,425.79662104100134,426.2983855409984,426.2983855409984,426.3711183330015,426.37812483299786,426.37812483299786,427.0455481250028,1,,,,,,,,,,,,,,,sofia,0,2025-08-22_14h44.23.095,tilt_staircase,2023.2.3,120.25361535349536,2025-08-22 14h44.45.271470 -0400,
