center,surround,correct,thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,key_resp_3.duration,orient_opacity,noise_opacity,key_resp_4.keys,key_resp_4.corr,key_resp_4.rt,key_resp_4.duration,type,surr_type,isi,resp.keys,resp.rt,resp.duration,key_resp_10.keys,key_resp_10.rt,key_resp_10.duration,practice_no_time.thisRepN,practice_no_time.thisTrialN,practice_no_time.thisN,practice_no_time.thisIndex,practice_timed.thisRepN,practice_timed.thisTrialN,practice_timed.thisN,practice_timed.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,instr.started,text_5.started,key_resp_2.started,instr.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instr_example.started,key_resp_11.started,surround_practice_example.started,center_practice_example.started,text_15.started,instr_example.stopped,key_resp_11.keys,key_resp_11.rt,key_resp_11.duration,instr2.started,text_6.started,key_resp_6.started,instr2.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,practice_trial.started,key_resp_3.started,surround_practice.started,center_practice.started,practice_trial.stopped,practice_no_time.key_resp_3.keys,practice_no_time.key_resp_3.corr,practice_no_time.key_resp_3.rt,practice_no_time.key_resp_3.duration,practice_feedback.started,text_7.started,practice_feedback.stopped,text_7.stopped,instr3.started,text_8.started,key_resp_5.started,instr3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,practice_trial_timed.started,key_resp_4.started,noise_2.started,surround_practice_2.started,center_practice_2.started,noise_2.stopped,surround_practice_2.stopped,center_practice_2.stopped,text_12.started,practice_trial_timed.stopped,practice_timed.key_resp_4.keys,practice_timed.key_resp_4.corr,practice_timed.key_resp_4.rt,practice_timed.key_resp_4.duration,practice_feedback_timed.started,text_16.started,text_16.stopped,practice_feedback_timed.stopped,start_instr.started,text_13.started,key_resp_8.started,start_instr.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,trial.started,resp.started,noise_3.started,surround_grating.started,center_grating.started,noise_3.stopped,surround_grating.stopped,center_grating.stopped,trial.stopped,trials.resp.keys,trials.resp.rt,trials.resp.duration,break_2.started,break_2.stopped,trials.key_resp_10.keys,text_2.started,key_resp_10.started,trials.key_resp_10.rt,trials.key_resp_10.duration,end.started,text_14.started,key_resp.started,end.stopped,key_resp.keys,key_resp.rt,key_resp.duration,sub,ses,date,expName,psychopyVersion,frameRate,expStart,
8,15.0,,366,366,0,,,,,100,0,,,,,c+8,poss,0.75,z,1.7477515839855187,None,None,,,,,,,,,,,0,366,366,222,852.4969387080055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,852.4879514159984,852.4969387080055,853.2325492080126,853.2325492080126,853.2325492080126,853.3044966250018,853.3044966250018,853.3044966250018,854.2524540410086,z,1.7477515839855187,None,854.2526054999908,854.2526574160147,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
4,0.0,,367,367,0,,,,,0,100,,,,,c+4,noss,1.0,period,1.6628895419999026,None,None,,,,,,,,,,,0,367,367,695,854.2646972910152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.2555436250113,854.2646972910152,855.2482880000025,855.2482880000025,855.2482880000025,855.3217104159994,855.3217104159994,855.3217104159994,855.9354832080135,period,1.6628895419999026,None,855.935622207995,855.9356788330188,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
4,15.0,,368,368,0,,,,,100,0,,,,,c+4,poss,0.75,z,1.4939045830105897,None,None,,,,,,,,,,,0,368,368,140,855.946490708011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855.9379982910177,855.946490708011,856.6826933330158,856.6826933330158,856.6826933330158,856.7552095830033,856.7552095830033,856.7552095830033,857.4520411250123,z,1.4939045830105897,None,857.4521680409962,857.4522205000103,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,0.0,,369,369,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.4539067080186214,None,None,,,,,,,,,,,0,369,369,565,857.4630977500055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,857.4543193330173,857.4630977500055,858.1993284579949,858.1993284579949,858.1993284579949,858.2718637500075,858.2718637500075,858.2718637500075,858.9195048749971,z,1.4539067080186214,None,858.9196156249964,858.9196590000065,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
4,15.0,,370,370,0,,,,,100,0,,,,,c+4,poss,0.5,z,1.1708056250063237,None,None,,,,,,,,,,,0,370,370,128,858.9304912500083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858.9217227500048,858.9304912500083,859.4161389580113,859.4161389580113,859.4161389580113,859.4885778329917,859.4885778329917,859.4885778329917,860.108078624995,z,1.1708056250063237,None,860.1082061250054,860.1082603330142,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,0.0,,371,371,0,,,,,0,100,,,,,c-4,noss,1.25,z,1.8085215000028256,None,None,,,,,,,,,,,0,371,371,536,860.1190021249931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860.110598750005,860.1190021249931,861.3591746250167,861.3591746250167,861.3591746250167,861.4323883750185,861.4323883750185,861.4323883750185,861.9356525000185,z,1.8085215000028256,None,861.935818708007,861.9358855829923,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,-15.0,,372,372,0,,,,,100,0,,,,,c+0,negs,1.0,period,1.5374544999795035,None,None,,,,,,,,,,,0,372,372,448,861.9476881250157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.9383527080063,861.9476881250157,862.9327707909979,862.9327707909979,862.9327707909979,863.0051601250016,863.0051601250016,863.0051601250016,863.4908009580104,period,1.5374544999795035,None,863.490949125,863.491005666001,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,-15.0,,373,373,0,,,,,100,0,,,,,c-2,negs,1.0,period,1.5933185829780996,None,None,,,,,,,,,,,0,373,373,401,863.5022793330136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863.4932932080119,863.5022793330136,864.4932389160094,864.4932389160094,864.4932389160094,864.5669152080081,864.5669152080081,864.5669152080081,865.1020855410025,period,1.5933185829780996,None,865.1021872080164,865.102233875019,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,-15.0,,374,374,0,,,,,100,0,,,,,c+2,negs,1.0,period,1.4822289159928914,None,None,,,,,,,,,,,0,374,374,491,865.1132247910136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,865.1042026249925,865.1132247910136,866.0997934580082,866.0997934580082,866.0997934580082,866.1715722499939,866.1715722499939,866.1715722499939,866.6021071659925,period,1.4822289159928914,None,866.6022434580082,866.602296750003,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
6,15.0,,375,375,0,,,,,100,0,,,,,c+6,poss,1.0,period,1.415762291988358,None,None,,,,,,,,,,,0,375,375,192,866.6133064159949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.6044555410044,866.6133064159949,867.599643583002,867.599643583002,867.599643583002,867.6720248750062,867.6720248750062,867.6720248750062,868.0355362080154,period,1.415762291988358,None,868.0356648750021,868.0357222080056,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,-15.0,,376,376,0,,,,,100,0,,,,,c+0,negs,0.5,period,1.0071447909867857,None,None,,,,,,,,,,,0,376,376,424,868.0466772500076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.0380194160098,868.0466772500076,868.5330455410003,868.5330455410003,868.5330455410003,868.6038593330013,868.6038593330013,868.6038593330013,869.0576945409994,period,1.0071447909867857,None,869.0578852909966,869.0579718330118,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-6,-15.0,,377,377,0,,,,,100,0,,,,,c-6,negs,0.5,period,0.9695820829947479,None,None,,,,,,,,,,,0,377,377,303,869.069295541005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869.0603805000137,869.069295541005,869.5592031659908,869.5592031659908,869.5592031659908,869.6336858330178,869.6336858330178,869.6336858330178,870.041253583011,period,0.9695820829947479,None,870.0413519580034,870.041391915991,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
6,15.0,,378,378,0,,,,,100,0,,,,,c+6,poss,0.75,period,1.441613041999517,None,None,,,,,,,,,,,0,378,378,188,870.052345166012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,870.0433424160001,870.052345166012,870.7918706659984,870.7918706659984,870.7918706659984,870.867194624996,870.867194624996,870.867194624996,871.5027025000018,period,1.441613041999517,None,871.502862207999,871.5030050000059,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,-15.0,,379,379,0,,,,,100,0,,,,,c+2,negs,0.75,period,1.2227129169914406,None,None,,,,,,,,,,,0,379,379,475,871.5145339159935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871.5056099999929,871.5145339159935,872.2498975000053,872.2498975000053,872.2498975000053,872.3216119160061,872.3216119160061,872.3216119160061,872.7423935410043,period,1.2227129169914406,None,872.7425242910103,872.742575790995,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,0.0,,380,380,0,,,,,0,100,,,,,c+0,noss,0.75,period,1.6867637090035714,None,None,,,,,,,,,,,0,380,380,602,872.7532545830181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.7449553750048,872.7532545830181,873.4931385410018,873.4931385410018,873.4931385410018,873.5670505409944,873.5670505409944,873.5670505409944,874.4526202499983,period,1.6867637090035714,None,874.4527492079942,874.4528040000005,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
8,15.0,,381,381,0,,,,,100,0,,,,,c+8,poss,0.75,period,1.298009624995757,None,None,,,,,,,,,,,0,381,381,226,874.464114708011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,874.4552574580011,874.464114708011,875.1999352080165,875.1999352080165,875.1999352080165,875.2722043750109,875.2722043750109,875.2722043750109,875.768358958012,period,1.298009624995757,None,875.7684842080052,875.7685368329985,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,0.0,,382,382,0,,,,,0,100,,,,,c+0,noss,0.5,period,1.4609346249781083,None,None,,,,,,,,,,,0,382,382,594,875.7799714159919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875.7709762080049,875.7799714159919,876.2666949999984,876.2666949999984,876.2666949999984,876.3396221250005,876.3396221250005,876.3396221250005,877.2438784160186,period,1.4609346249781083,None,877.2441393749905,877.2442325000011,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,-15.0,,383,383,0,,,,,100,0,,,,,c-4,negs,0.5,period,1.763741000002483,None,None,,,,,,,,,,,0,383,383,337,877.2546771659981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.2467330830113,877.2546771659981,877.7432916660036,877.7432916660036,877.7432916660036,877.8172605409927,877.8172605409927,877.8172605409927,879.0309527080099,period,1.763741000002483,None,879.0310515000019,879.0310926249949,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,0.0,,384,384,0,,,,,0,100,,,,,c-4,noss,0.5,z,1.0316967079997994,None,None,,,,,,,,,,,0,384,384,507,879.0382920830161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879.0330914579972,879.0382920830161,879.5264242909907,879.5264242909907,879.5264242909907,879.6006333330006,879.6006333330006,879.6006333330006,880.0742652500048,z,1.0316967079997994,None,880.074384083011,880.0744361249963,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,0.0,,385,385,0,,,,,0,100,,,,,c+2,noss,0.75,period,1.4846774589968845,None,None,,,,,,,,,,,0,385,385,651,880.0860735000169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.0764671250072,880.0860735000169,880.826655041019,880.826655041019,880.826655041019,880.9006090000039,880.9006090000039,880.9006090000039,881.5757394579996,period,1.4846774589968845,None,881.5758625830058,881.5759188749944,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,15.0,,386,386,0,,,,,100,0,,,,,c+2,poss,0.75,z,1.3040901659987867,None,None,,,,,,,,,,,0,386,386,104,881.5869625830092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881.5785554579925,881.5869625830092,882.3263404160098,882.3263404160098,882.3263404160098,882.400720375008,882.400720375008,882.400720375008,882.9021223330055,z,1.3040901659987867,None,882.9022307500127,882.9022711660073,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,0.0,,387,387,0,,,,,0,100,,,,,c-2,noss,1.25,z,2.334780250006588,None,None,,,,,,,,,,,0,387,387,587,882.9093580000044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.9042617079976,882.9093580000044,884.1502491249994,884.1502491249994,884.1502491249994,884.2221198329935,884.2221198329935,884.2221198329935,885.252002291003,z,2.334780250006588,None,885.2521244160016,885.2521882909932,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,0.0,,388,388,0,,,,,0,100,,,,,c-2,noss,1.25,z,1.8281436669931281,None,None,,,,,,,,,,,0,388,388,586,885.2630607080064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885.2542278330075,885.2630607080064,886.5003742080007,886.5003742080007,886.5003742080007,886.5727649579931,886.5727649579931,886.5727649579931,887.1034480000089,z,1.8281436669931281,None,887.1035485000175,887.1035895410168,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,15.0,,389,389,0,,,,,100,0,,,,,c+0,poss,0.75,z,1.6689127089921385,None,None,,,,,,,,,,,0,389,389,58,887.1164330409956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.1056531660142,887.1164330409956,887.8503449580166,887.8503449580166,887.8503449580166,887.9222815830144,887.9222815830144,887.9222815830144,888.7976443750085,z,1.6689127089921385,None,888.7977447500161,888.7977851250034,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,15.0,,390,390,0,,,,,100,0,,,,,c-2,poss,1.0,z,1.5465471670031548,None,None,,,,,,,,,,,0,390,390,23,888.8043265409942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888.7998546659946,888.8043265409942,889.792772707995,889.792772707995,889.792772707995,889.8676732080057,889.8676732080057,889.8676732080057,890.3537149160111,z,1.5465471670031548,None,890.3538513329986,890.3539137500047,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,0.0,,391,391,0,,,,,0,100,,,,,c-2,noss,0.5,z,1.397819082980277,None,None,,,,,,,,,,,0,391,391,551,890.3648753330053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.3562261660118,890.3648753330053,890.8506067080016,890.8506067080016,890.8506067080016,890.9223784579954,890.9223784579954,890.9223784579954,891.7705061250017,z,1.397819082980277,None,891.7706695829984,891.7707406660193,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,-15.0,,392,392,0,,,,,100,0,,,,,c-4,negs,0.5,period,1.4939146250253543,None,None,,,,,,,,,,,0,392,392,341,891.7823936660134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,891.7732025409932,891.7823936660134,892.2672587500128,892.2672587500128,892.2672587500128,892.3401202500099,892.3401202500099,892.3401202500099,893.2864172499976,period,1.4939146250253543,None,893.2865422079922,893.286594041012,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-4,-15.0,,393,393,0,,,,,100,0,,,,,c-4,negs,0.75,period,1.4006642500171438,None,None,,,,,,,,,,,0,393,393,350,893.2978942079935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893.2890740830044,893.2978942079935,894.033903375006,894.033903375006,894.033903375006,894.1060194160091,894.1060194160091,894.1060194160091,894.7035089159908,period,1.4006642500171438,None,894.7036354159936,894.703685290995,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
8,15.0,,394,394,0,,,,,100,0,,,,,c+8,poss,1.25,period,1.791090083977906,None,None,,,,,,,,,,,0,394,394,244,894.7150182079931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,894.7061898749962,894.7150182079931,895.9506021249981,895.9506021249981,895.9506021249981,896.0244080830016,896.0244080830016,896.0244080830016,896.5086827909981,period,1.791090083977906,None,896.5088099580025,896.508862082992,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,-15.0,,395,395,0,,,,,100,0,,,,,c+0,negs,0.75,period,1.2535523339756764,None,None,,,,,,,,,,,0,395,395,432,896.519904832996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896.5108573750185,896.519904832996,897.2606035830104,897.2606035830104,897.2606035830104,897.3346040830074,897.3346040830074,897.3346040830074,897.7768174580124,period,1.2535523339756764,None,897.7769552910177,897.7770075410081,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,-15.0,,396,396,0,,,,,100,0,,,,,c+0,negs,1.25,period,1.7847662919957656,None,None,,,,,,,,,,,0,396,396,459,897.7871929579997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,897.7791172080033,897.7871929579997,899.0261097910115,899.0261097910115,899.0261097910115,899.1012457080069,899.1012457080069,899.1012457080069,899.5748289579933,period,1.7847662919957656,None,899.5748710409971,899.5748855000129,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-6,-15.0,,397,397,0,,,,,100,0,,,,,c-6,negs,1.0,z,1.7012920830165967,None,None,,,,,,,,,,,0,397,397,319,899.583931916015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.5755752910045,899.583931916015,900.5776973330067,900.5776973330067,900.5776973330067,900.6513129160157,900.6513129160157,900.6513129160157,901.287749708019,z,1.7012920830165967,None,901.2878882910009,901.2879409579909,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,-15.0,,398,398,0,,,,,100,0,,,,,c-2,negs,0.5,period,1.193601375009166,None,None,,,,,,,,,,,0,398,398,384,901.2989273330022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,901.2900279579917,901.2989273330022,901.784238541004,901.784238541004,901.784238541004,901.8556178750005,901.8556178750005,901.8556178750005,902.5035371659906,period,1.193601375009166,None,902.5036630830145,902.5037250829919,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,15.0,,399,399,0,,,,,100,0,,,,,c+0,poss,0.5,z,1.0580858750035986,None,None,,,,,,,,,,,0,399,399,43,902.5147574580042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902.5061597909953,902.5147574580042,903.0009780830005,903.0009780830005,903.0009780830005,903.0731341250066,903.0731341250066,903.0731341250066,903.5764197499957,z,1.0580858750035986,None,903.5765184579941,903.5765593330143,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,15.0,,400,400,0,,,,,100,0,,,,,c+2,poss,1.0,z,1.5349662090011407,None,None,,,,,,,,,,,0,400,400,114,903.5871353330149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.578501290991,903.5871353330149,904.577154166007,904.577154166007,904.577154166007,904.6515942499973,904.6515942499973,904.6515942499973,905.1263665830193,z,1.5349662090011407,None,905.1265257080086,905.1265821249981,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,15.0,,401,401,0,,,,,100,0,,,,,c-2,poss,0.75,z,1.2715445839858148,None,None,,,,,,,,,,,0,401,401,13,905.1371618749981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.1288012500154,905.1371618749981,905.8776756660081,905.8776756660081,905.8776756660081,905.9513333330106,905.9513333330106,905.9513333330106,906.4206775829953,z,1.2715445839858148,None,906.4207783750026,906.4208227909985,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
0,0.0,,402,402,0,,,,,0,100,,,,,c+0,noss,0.75,z,1.7346686670207419,None,None,,,,,,,,,,,0,402,402,609,906.433751375007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906.4227415829955,906.433751375007,907.1676072080154,907.1676072080154,907.1676072080154,907.2405557500024,907.2405557500024,907.2405557500024,908.1712845000147,z,1.7346686670207419,None,908.1714337080193,908.1714876659971,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-2,0.0,,403,403,0,,,,,0,100,,,,,c-2,noss,0.75,z,1.3786950000212528,None,None,,,,,,,,,,,0,403,403,564,908.1827978329966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,908.173852500011,908.1827978329966,908.9178466660087,908.9178466660087,908.9178466660087,908.9895934160159,908.9895934160159,908.9895934160159,909.5711181249935,z,1.3786950000212528,None,909.571280166012,909.5713346250122,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
2,0.0,,404,404,0,,,,,0,100,,,,,c+2,noss,1.0,period,1.5513527089788113,None,None,,,,,,,,,,,0,404,404,655,909.583322874998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,909.5744302500098,909.583322874998,910.5678657079989,910.5678657079989,910.5678657079989,910.641093208018,910.641093208018,910.641093208018,911.1373287079914,period,1.5513527089788113,None,911.1375610410178,911.1376538750192,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
-6,-15.0,,405,405,0,,,,,100,0,,,,,c-6,negs,0.5,z,1.7906153750082012,None,None,,,,,,,,,,,0,405,405,299,911.1490137079963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911.140140833013,911.1490137079963,911.6348449579964,911.6348449579964,911.6348449579964,911.7067713750002,911.7067713750002,911.7067713750002,912.9421005409968,z,1.7906153750082012,None,912.9422003329964,912.9422410830157,None,,,,,,,,,,,,21040105,2,2026-03-02_11h49.46.560,tilt_mocs,2024.2.4,None,2026-03-02 11h50.24.079999 -0500,
